alpha,alpha_prime,beta,T,error_alpha,error_beta,GoF_alpha,GoF_beta,years
4.45718766896426e-06,3.2922229309196205e-11,0.03373409483369651,84.0,5.253929622694997e-06,0.007988286892714469,0.9764877810586201,0.9874200206413946,21.0
0.0007567864425766298,6.108976495288764e-12,0.063570923262961,,0.0007947969678977485,0.013219255317994394,0.9713475929456205,0.9775944825118739,
2.9240036470411375e-06,8.910284377052558e-12,0.027061662247754064,,1.1325388096228295e-06,-0.0038660087895936446,0.9922882480570718,0.9939117971817423,
0.0016832552958635158,0.0010037295355265713,0.003216859838532736,,0.00016841451139548713,0.000555029432971671,0.997690502717057,0.9888994113405666,
9.159203194711246e-11,4.132466708844784e-05,0.09223589597027082,,-9.233036086131463e-06,0.001873991581872625,0.9952049496010087,0.9968237430815718,
4.324994063466399e-05,6.74813808137e-09,0.03134152475102604,,-6.111438752331999e-05,-0.009929942221776011,0.9745901566950285,0.9863035279699641,
0.000726832589215528,6.682288833230074e-11,0.02536758286442692,,-9.151862014211698e-05,0.0032501625705161352,0.9972278439178589,0.9944912498804811,
2.2854772206089195e-05,5.182853150582571e-09,0.03842914770617471,,-6.837846226470656e-05,-0.026070999168723907,0.9472336964283316,0.9640400011465877,
7.073426443384616e-06,0.00031726794381498513,0.008011976726376336,,-0.0001773715966931766,-0.0038852920694036897,0.9911313102124021,0.9831074257852014,
0.001153361174701757,2.7921853911529106e-07,0.03917518262872034,,0.00032971230357170533,0.005118997219391241,0.9953543000545949,0.994611581874325,
1.63606110463297e-05,4.964623080299705e-10,0.02055134132285613,,5.888263948650163e-07,0.0007189134512403106,0.9991714404899159,0.9986808927500178,
1.7477545872769606e-05,8.311926151748284e-13,0.01294111169137886,,-8.551213672824964e-06,-0.004951903551794867,0.97904107875502,0.9819930779934732,
0.00044112647021793834,1.030846007447723e-10,0.029046040632699856,,-0.000202928801890212,-0.006096896380664685,0.9898102068537854,0.988813034163918,
0.006935043064076233,7.488870731024731e-09,0.03210368703577454,,-0.006826275847580665,-0.0002812453627517586,0.9795037137096191,0.9996120753617217,
0.004131161779950386,1.5837144691470954e-08,0.04098724017684703,,0.004510320842740723,0.007436923075301305,0.9799874952505452,0.9897421750685499,
2.0046681187319443e-05,1.1643679490049654e-10,0.03222338091242545,,6.29559616915909e-06,-0.0021027518669182177,0.9934168677625961,0.9964360137848843,
0.0022863247989390414,6.361989044955207e-10,0.02053515950023669,,-0.00018209942746194585,-0.008041041222261791,0.9981982954378366,0.9852457959224554,
0.00016292431379070067,6.405840018521226e-08,0.04360651877582562,,2.82391381269953e-05,-0.00034282597169232876,0.997047601553469,0.9995793546359604,
6.259984927387746e-09,0.00018658434246523458,0.035839726205968925,,6.180568820601806e-05,0.006005137943591032,0.993415564361077,0.9868018946294702,
0.001614839870502548,1.3490405136590181e-08,0.026359296981819835,,-0.0008880504267831935,-0.004789003943935666,0.987367364960088,0.9912128368001181,
3.1038740720816e-05,5.136201041003226e-10,0.031712725300070785,,-9.687387005796744e-06,-0.007758730758627097,0.9935630317362586,0.9868496088836829,
1.619097033802784e-08,9.751315468310038e-08,0.01274579624491317,,7.916184008305294e-08,0.003699235444518917,0.987606806745261,0.9800041327323302,
0.005389601613134665,2.3099337103642944e-07,0.02581759962186282,,-0.004750158929665682,-0.014441945814970714,0.9835144754522352,0.9800800747379714,
2.10940767050923e-10,0.0013078138064555435,0.026962924101813904,,0.0004559743172696251,0.0035384701356351855,0.99247796575373,0.9922231425590435,
0.0002512307996743699,1.3721263233033733e-08,0.03230924517185285,,-0.0002504377066557817,0.002430777334840206,0.9802459097360394,0.9961720041971021,
0.0026123721026025293,7.398875132450739e-10,0.007100833300031974,,0.0018142976690024293,0.005313044083790658,0.96284519581438,0.9768998083313449,
0.004204279936434454,1.645135248591014e-12,0.1250256071303115,,0.0016599991248951174,0.006754541711071704,0.985072962231885,0.9900668504248945,
0.0071605724543183,2.2901516574462982e-07,0.04051936726194486,,-0.004836720237433423,-0.0031055459354562,0.9889838142421499,0.9967310042784672,
0.001692392547657725,1.1891151224976481e-06,0.03598552951419904,,0.0003732320150247048,-0.005383909141658871,0.9964318162998738,0.9943327272193064,
1.6704625067196537e-06,2.0257843456607586e-06,0.005127571316720997,,3.7397389152094007e-07,0.00014325479563062626,0.9973306350257397,0.9984920547828355,
0.00035935449148132253,1.0265913677935628e-11,0.029651148659811156,,0.00016694959942753496,-0.003727877587384132,0.9899835102717134,0.9941293266340407,
2.172182076831227e-05,2.073467491218325e-11,0.03596559792615949,,-9.180521284957166e-06,0.0007952254854510787,0.9916578071423593,0.9987476764008645,
0.002978401960507573,2.521947112073495e-10,0.01904947705486458,,0.005732731216172682,-0.002034393294009562,0.9589014408121511,0.9965518757728652,
0.0014071470184319971,3.7184132633161285e-11,1.018146934458102,,0.000446936191485392,-0.0005168407555213306,0.9915453449615023,0.9988640862516015,
1.104665445869041e-06,0.005100187706888042,3.917460681103974,,-0.0027266353907212104,0.0065461508350525555,0.9906254060105412,0.9869076983298949,
0.00044092863089949095,2.3228877491705312e-08,0.0223681321088002,,-0.00035283149991127694,-0.00541463887444793,0.9859115734453936,0.9929680014617559,
2.685164929589671e-08,9.120238020299735e-15,0.04653700242289881,,-6.0258822376368926e-09,-0.004431024793710048,0.9945878444260576,0.9924897884852372,
0.008385364734573826,3.8272970356442494e-08,0.023401206575651406,,0.003198378765588261,0.005409587154807327,0.992483073743337,0.9920447247723422,
0.009536358024891504,1.957146369552041e-06,0.0328649072526648,,0.007948924784498712,0.01648140802313469,0.9852644554023164,0.9808355720661225,
0.008059416405324635,4.73681479846687e-06,0.03869225559390502,,0.004873455691601858,-0.013698537969682234,0.9899000269108498,0.9855804863477029,
0.010045019377655527,7.745308168398163e-07,0.030414252016224944,,-0.004730869869632115,-0.011065252706719098,0.9913277069453575,0.9856295419393258,
9.289342393182304e-10,0.0060746252983851275,0.025182787728563673,,-0.0024769945508623936,0.00211598814350078,0.9903792000517797,0.9957680237129984,
6.509748931355936e-07,0.0023722709688751985,0.02290555099892888,,0.0007083755237577982,0.003922690593444023,0.9948312259423435,0.9877415918954874,
3.781755004744722e-09,0.0028239642370725673,0.015964354609639804,,-0.0028877662136591042,-0.008626198499905424,0.9774139428719917,0.9810413219782298,
0.0019663546821755877,3.112563996929775e-05,1.3982629819854104,,0.0025131976639862774,-0.00021306195435155661,0.9785313526252568,0.9997061214422737,
0.0011943125249287336,2.3551786726063413e-09,0.02765493294372966,,-1.966576639311768e-05,-0.005374002251025023,0.9996546933263489,0.9908915216084322,
0.0012016347804655611,1.381660782478981e-08,2.1688668036599297,,-0.0011405930190049318,-0.0029273460152026143,0.9792701484626638,0.9950383965844023,
0.0003487290358196419,2.01481842341031e-09,0.028701182212474363,,0.00033801244706377354,0.013397881984146709,0.9812376648458125,0.982600153267342,
6.80554463584594e-11,5.47230418476712e-09,0.012741737045954873,,1.8954710856444734e-09,4.2974714879184805e-05,0.9942460705160752,0.9998437283095303,
3.0801908860626765e-05,0.0011559005547468898,0.011481470821291194,,0.00020075104507810693,0.004098552198314842,0.9971272115817672,0.9850961738243097,
0.00038496139667303005,7.51326506302078e-11,0.02152439093658176,,0.0001072414756593254,-0.011003006054101094,0.9939453915886973,0.9813508371964388,
2.3345311973124492e-07,0.0001931217832048361,0.01231459617178085,,8.251254897051474e-05,0.0062136429028791795,0.9925212934295109,0.9805823659285026,
7.080540111852626e-13,0.0012268864397321885,0.025654599910367323,,0.000295626254868675,0.009721378587171592,0.9930072721875733,0.9857038550188653,
0.0020010703847311313,9.914002614042366e-14,0.011102255529276277,,0.0018857854576252164,0.003239131815211793,0.9640784169663742,0.9898777130774632,
1.0459337262977981e-06,0.012283198128936195,0.031220199395152904,,-0.012485160950583461,-0.002044727277342784,0.9824337984532575,0.9936102272583038,
9.663470054647543e-09,0.0010126156356764938,0.02378951866051356,,0.0008892156910963456,0.001665626952004562,0.9810176447609015,0.9963392814241658,
0.013220858676290177,3.100331092854304e-11,0.004043216097963195,,-0.0051304012156875856,-0.0015387612920652188,0.9514970469323997,0.983802512715103,
0.0019733262634710654,1.006545213646433e-09,0.01763496977682984,,-0.000189357346599639,-0.002450646816223978,0.9968722133783724,0.993285899133633,
1.2344212479642956e-05,0.00041428947013002934,0.014249076626987352,,0.00023425055141990114,0.0032860245497187968,0.9916339088778607,0.9822377051366552,
8.69679634294433e-11,0.002498781184161636,0.015469588082052541,,-7.426630651230504e-05,0.0003057327587406289,0.9993456042209882,0.9993280598708997,
0.00023224711716686767,1.934031881989835e-09,0.03584644333931476,,-0.00025224804637125064,-0.008497218457857225,0.9755656051074936,0.9844087734718217,
6.830691623233503e-10,3.1394173730756864e-07,0.019502256050811705,,-4.4234713003632464e-08,0.0010901193626016714,0.9973076676182712,0.9970133716093105,
8.428681188011834e-05,0.001115085802941793,0.010941667290188474,,-0.0006010167191925486,-0.0007928313123494457,0.9918685245171034,0.9957144253386516,
