step,AGU,BCN,BCS,CAM,COA,COL,CHP,CHH,CMX,DUR,GUA,GRO,HID,JAL,MEX,MIC,MOR,NAY,NLE,OAX,PUE,QUE,ROO,SLP,SIN,SON,TAB,TAM,TLA,VER,YUC,ZAC,fitness
0,0.015411735149692758,0.031271214395102324,0.014514113834156944,0.042730250517612554,0.03980832016049906,0.03330089361093859,0.04834194280951968,0.05499325591221336,0.01563162177583991,0.04839281874619696,0.03795078551612123,0.036930571879226604,0.022540189002840116,0.023361183770180368,0.04213616615504671,0.024473886050254398,0.04550880497501696,0.01733368913273061,0.031253092925977576,0.012027853076439811,0.02002874346852669,0.045253844825732886,0.03526510044208689,0.031603154688934536,0.03273373431117302,0.01994075294637615,0.05054039368520957,0.02990181746434582,0.029104880918649406,0.014917211441264561,0.014762207273106589,0.03803576913898733,0.53418146518001
1,0.046044639426888585,0.03872127596567481,0.01665943841975149,0.024701774421769553,0.03410409757147634,0.03647605710337639,0.018151458969307404,0.04029266319770157,0.013994341555593346,0.04597426866740874,0.04476266818920963,0.024275013511303782,0.0142924015830095,0.03003583718188226,0.0456340456408499,0.042816364802984855,0.04292961100860967,0.03899193687235123,0.040817918295223736,0.01103494964105485,0.03356120703803174,0.034265062245017984,0.019233639690729384,0.015252228769802008,0.027542144026604154,0.032081141571413854,0.02701530049895605,0.032465081527170876,0.03955099789739748,0.03265225566866588,0.02244407897634768,0.033226100064435354,0.5345092685313462
2,0.03476317123375604,0.029968536335088954,0.013015702670250272,0.028411169758665287,0.03666572626053484,0.041039005795331596,0.045908936943736274,0.05210215520689388,0.01270536224100776,0.04368651598578234,0.03361400607923972,0.0354868596977514,0.02260342471137288,0.02327084364349179,0.03946461954688597,0.02350465232206468,0.04103770209149772,0.04334455650970722,0.028242735536702278,0.008530661322717657,0.03700685226335793,0.042122760490097624,0.032463710476821714,0.02899266582975738,0.030400347045436028,0.01971235568236797,0.031035272422146327,0.026984338990492764,0.04571593003561241,0.01834738132688324,0.01561713394341893,0.03423490760112916,0.5345207404683909
4,0.03514333399939891,0.03432638352123519,0.013476756593300063,0.030368982047495965,0.0381400274053483,0.042030774649696984,0.04982121149825913,0.052433524584485844,0.014033178371283723,0.044624210706553105,0.03215861352622504,0.02224400794687944,0.023672239865962293,0.024140991103841186,0.03196668354457674,0.02307847889451415,0.04300973349646179,0.042826364186663204,0.029747664510358644,0.010543049021022821,0.037311930824792075,0.026299884937186175,0.0317806920403757,0.01462937080144965,0.0322442463765396,0.020188676841518878,0.031182172744896104,0.04725100983921422,0.04729901035290661,0.01906641472456657,0.016477924566377564,0.0384824564766143,0.534662555268347
5,0.03514333399939891,0.03432638352123519,0.013476756593300063,0.030368982047495965,0.0381400274053483,0.042030774649696984,0.04982121149825913,0.052433524584485844,0.014033178371283723,0.044624210706553105,0.03215861352622504,0.02224400794687944,0.023672239865962293,0.024140991103841186,0.03196668354457674,0.02307847889451415,0.04300973349646179,0.042826364186663204,0.029747664510358644,0.010543049021022821,0.037311930824792075,0.026299884937186175,0.0317806920403757,0.01462937080144965,0.0322442463765396,0.020188676841518878,0.031182172744896104,0.04725100983921422,0.04729901035290661,0.01906641472456657,0.016477924566377564,0.0384824564766143,0.5349405154203033
7,0.03514333399939891,0.03432638352123519,0.013476756593300063,0.030368982047495965,0.0381400274053483,0.042030774649696984,0.04982121149825913,0.052433524584485844,0.014033178371283723,0.044624210706553105,0.03215861352622504,0.02224400794687944,0.023672239865962293,0.024140991103841186,0.03196668354457674,0.02307847889451415,0.04300973349646179,0.042826364186663204,0.029747664510358644,0.010543049021022821,0.037311930824792075,0.026299884937186175,0.0317806920403757,0.01462937080144965,0.0322442463765396,0.020188676841518878,0.031182172744896104,0.04725100983921422,0.04729901035290661,0.01906641472456657,0.016477924566377564,0.0384824564766143,0.5350026403699053
8,0.025820736474026353,0.04150349459492748,0.013566258082963788,0.033606104338319065,0.051243498798215305,0.0409113172459299,0.04400000148968942,0.05308840392586318,0.019047965394802035,0.04327959118451856,0.015573746636698825,0.014756650446373733,0.030727197475314477,0.024089125062941686,0.014358060315129744,0.021953943799447193,0.04148607912854024,0.04651932017232099,0.029666402188766396,0.02789279320579426,0.02808167893680204,0.026794982939389568,0.0322806209721845,0.014788690151476313,0.03106017763215398,0.020565018541430308,0.02617884601263841,0.03532486788751191,0.05243792928945686,0.018556847274511484,0.0334207593895057,0.04741889101235638,0.535196261253694
9,0.030104589543273375,0.03302902017155681,0.01872528207190676,0.019279018338762985,0.04962790193023108,0.051931127193878934,0.015606151730735308,0.0508978540754136,0.01241958035405105,0.034599301355666634,0.03414445993019152,0.03290184177154013,0.029277639472085747,0.022738732112286095,0.021144226673549635,0.023321922667255163,0.04481001183587731,0.04413692329474441,0.026542207709502004,0.049537608305995906,0.025535597958102216,0.041079016569886065,0.020496156007391325,0.015047196743700418,0.024247724806409576,0.01692685689940871,0.03188977318488447,0.03898665023368734,0.044681734610734755,0.03858200675310868,0.03435686190292515,0.02339502379125687,0.5352760711821885
13,0.027739539392861005,0.03638402542489729,0.02590845199841729,0.03245499611582346,0.04427187913564706,0.04509832296525931,0.021738463263373378,0.05766205894552758,0.013967536915090607,0.03780368527783366,0.014826355999841346,0.018232135300989105,0.035991463888478896,0.025774543634850922,0.02303974588492304,0.026235654964628683,0.05073872778180734,0.04505530771802105,0.047909186053795585,0.009669911208272295,0.029109464189983978,0.030010076705572555,0.03452040545323562,0.01722770439168647,0.03375039696391917,0.020383668049532358,0.03513336476247501,0.029240310086511005,0.048907883240922885,0.02109445908685069,0.019543619496136946,0.040576655702834426,0.5354076394651504
16,0.028862089804017298,0.03166532765220024,0.017954357857382013,0.03718087238502509,0.04732915317332464,0.038924312443458266,0.04538280798330485,0.04879365034781773,0.011895310318565291,0.03317053403494491,0.013946992623082652,0.014291788897842623,0.028484492948403887,0.02129976711226598,0.020273057776060997,0.04209281831600332,0.04295809739792535,0.041377517479867856,0.025447338402658556,0.025789897978168837,0.024645949761103386,0.03893021126796941,0.030041569653322497,0.014428697887486797,0.028829259964832224,0.016230462114424807,0.030573292764936456,0.03737606461211223,0.04873573046999845,0.03616970761767955,0.03269260476393456,0.04422626418987918,0.5354533012439646
