step,AGU,BCN,BCS,CAM,COA,COL,CHP,CHH,CMX,DUR,GUA,GRO,HID,JAL,MEX,MIC,MOR,NAY,NLE,OAX,PUE,QUE,ROO,SLP,SIN,SON,TAB,TAM,TLA,VER,YUC,ZAC,fitness
0,0.022630854002898698,0.02016443323593144,0.020322877582416823,0.029932599797083497,0.015442794597606519,0.017384344441597834,0.047487646977060906,0.012859415675795497,0.019329097519458886,0.033665260451864014,0.017793508768181723,0.04246369595007428,0.04900974606655833,0.028898578299934828,0.050930510126812205,0.038076381936709376,0.05041035034700079,0.013576138204097843,0.04341382075195859,0.04321210509755198,0.02339196058710432,0.040790559722132066,0.043093386153224264,0.041358408257846445,0.03169854192578645,0.02768382533689881,0.0159538840200863,0.036182550016161774,0.03834317960264288,0.028913444767767027,0.013125188444788528,0.04246091133496701,0.012878960660147333
1,0.038202514535900955,0.04932251546237904,0.015669822932446467,0.01706564591304411,0.022126159470823786,0.013792192335743615,0.015432939948870805,0.027542626854074225,0.051645987182360395,0.023469273547142223,0.028987222166713556,0.011821812365875569,0.04718722235010536,0.03408642748228893,0.03965369722361767,0.02454611037812521,0.041022427843825295,0.023498587953883644,0.020197761643104797,0.040015522750329255,0.04825557235252402,0.03693287135993065,0.018323611555473407,0.0133300153077251,0.02617087772339562,0.020103570347433906,0.04557996533737946,0.04280536056382283,0.0388799505883643,0.04993905991281636,0.041249150245693325,0.03314352436478604,0.012970286528275773
2,0.044896338420292406,0.03161579124452301,0.03043257232343613,0.017891236556517507,0.024345810312143223,0.01315933995311998,0.014880847814936454,0.01919527047089118,0.02086234552080744,0.039249849720807556,0.04329796599960467,0.051900733301065295,0.05431455088311675,0.03656061445586598,0.044192018990846696,0.02470560733627621,0.012588786368608669,0.029515220351928696,0.022662680351667002,0.04328806238427992,0.02033390999362688,0.04112306792048315,0.02040296949031344,0.014932967008341052,0.011935009325690648,0.0210568518994356,0.020478000143876542,0.04758408434401928,0.04178664329420773,0.05738959494046366,0.04670583018442215,0.036715428694385085,0.012993517787371796
3,0.044896338420292406,0.03161579124452301,0.03043257232343613,0.017891236556517507,0.024345810312143223,0.01315933995311998,0.014880847814936454,0.01919527047089118,0.02086234552080744,0.039249849720807556,0.04329796599960467,0.051900733301065295,0.05431455088311675,0.03656061445586598,0.044192018990846696,0.02470560733627621,0.012588786368608669,0.029515220351928696,0.022662680351667002,0.04328806238427992,0.02033390999362688,0.04112306792048315,0.02040296949031344,0.014932967008341052,0.011935009325690648,0.0210568518994356,0.020478000143876542,0.04758408434401928,0.04178664329420773,0.05738959494046366,0.04670583018442215,0.036715428694385085,0.013041736616671731
4,0.044896338420292406,0.03161579124452301,0.03043257232343613,0.017891236556517507,0.024345810312143223,0.01315933995311998,0.014880847814936454,0.01919527047089118,0.02086234552080744,0.039249849720807556,0.04329796599960467,0.051900733301065295,0.05431455088311675,0.03656061445586598,0.044192018990846696,0.02470560733627621,0.012588786368608669,0.029515220351928696,0.022662680351667002,0.04328806238427992,0.02033390999362688,0.04112306792048315,0.02040296949031344,0.014932967008341052,0.011935009325690648,0.0210568518994356,0.020478000143876542,0.04758408434401928,0.04178664329420773,0.05738959494046366,0.04670583018442215,0.036715428694385085,0.01305723710375901
6,0.044896338420292406,0.03161579124452301,0.03043257232343613,0.017891236556517507,0.024345810312143223,0.01315933995311998,0.014880847814936454,0.01919527047089118,0.02086234552080744,0.039249849720807556,0.04329796599960467,0.051900733301065295,0.05431455088311675,0.03656061445586598,0.044192018990846696,0.02470560733627621,0.012588786368608669,0.029515220351928696,0.022662680351667002,0.04328806238427992,0.02033390999362688,0.04112306792048315,0.02040296949031344,0.014932967008341052,0.011935009325690648,0.0210568518994356,0.020478000143876542,0.04758408434401928,0.04178664329420773,0.05738959494046366,0.04670583018442215,0.036715428694385085,0.01307733082824339
13,0.04311194813398746,0.05283917828587279,0.030155025358834176,0.017725780656068984,0.02272544997451962,0.010213166169380884,0.013377746600012124,0.017641218892159753,0.05855674078332059,0.03298345800389774,0.031272750538228374,0.04914785959127379,0.0508967161396686,0.036062722027695227,0.04284928864345506,0.02379587488100455,0.009041497357601201,0.025125528522277178,0.01222652752530522,0.04164094035356238,0.019630625977282518,0.03909025113081703,0.01997339921042508,0.017253039695350657,0.02698121539623656,0.01716678090654358,0.018553066765321848,0.04500884496614649,0.04032008492405328,0.05682788358887279,0.0445468269820643,0.033258562018760304,0.013098189681506998
15,0.04566429525527955,0.03085187961277113,0.030224280692460474,0.01952779299991406,0.02484255575421212,0.013436909220873608,0.014391301767325537,0.0185838686975055,0.021063908510740203,0.03875561566261638,0.03290361375355498,0.052300031988031716,0.05494426878515061,0.036996091654195935,0.04535837544475731,0.02786597010049625,0.012109555737511551,0.027558446600054753,0.02353814468864708,0.04577214128802851,0.020851907936787862,0.04179203530712358,0.020664480893520104,0.015063378072352175,0.011738052013624704,0.02117354426672827,0.019777920826112336,0.04813700366193727,0.04343704773389846,0.05793809215701015,0.04713636707833659,0.03560112183844113,0.01311084676255574
16,0.046713764153581964,0.029314350982419256,0.03028161816274025,0.01931032600325027,0.020274608956020124,0.0162371916150965,0.014901138937454752,0.018821841234093025,0.01830329668516507,0.030618133266637038,0.043523481461417296,0.05267956416452953,0.05600573737247724,0.0373631503604263,0.04505423466128458,0.02569009979687649,0.012441144282048098,0.02697180985712306,0.024363620453386976,0.04475937069124216,0.02100188847307959,0.0431098328762348,0.02037231382204647,0.015055224110154884,0.009105943993625283,0.022043576833675294,0.019955292710810965,0.04870451432604622,0.04266457379163908,0.06046331457137506,0.04768582543763423,0.03620921595640821,0.013126385086786006
20,0.045564310857676475,0.032844466126786355,0.030429499022104112,0.01826567392411139,0.026676662438784277,0.013208392599017902,0.013677668926310149,0.01880462918183575,0.020869867068282193,0.029201821002571172,0.031807372953281156,0.05239514031502388,0.05562042922222252,0.03669477587509618,0.04482235104964524,0.03550466296615343,0.012141286370867517,0.026939217773746315,0.0192712407990978,0.04454761837895846,0.02045039266894144,0.04019163068478019,0.0220108596122535,0.01503672735438337,0.016248065233114947,0.02222478147470611,0.01969547531994779,0.05102368762041853,0.042058490103241586,0.06001090642409476,0.04652134747956164,0.03524054917298384,0.013150536176287059
