step,AGU,BCN,BCS,CAM,COA,COL,CHP,CHH,CMX,DUR,GUA,GRO,HID,JAL,MEX,MIC,MOR,NAY,NLE,OAX,PUE,QUE,ROO,SLP,SIN,SON,TAB,TAM,TLA,VER,YUC,ZAC,fitness
0,0.0280188198273531,0.013840943483734278,0.045108682027912406,0.040127703107954237,0.02257203027296213,0.029740636236694783,0.034805333549108045,0.02544566130850508,0.01682813412905546,0.041833707968203585,0.03758337749442883,0.021660078912120455,0.04318160216967698,0.011903437531036109,0.01660898613610643,0.04207187739985587,0.02533573960655775,0.03898088576282931,0.029533508166423184,0.02373263884579113,0.037716042767461155,0.036409846195131074,0.04810947525535167,0.04285382260921009,0.014864124974930747,0.02639193419745419,0.019874011342608917,0.04316652685114593,0.035319654424582694,0.026156585822545708,0.03640037154954199,0.043823820073726684,0.545853714115033
1,0.0280188198273531,0.013840943483734278,0.045108682027912406,0.040127703107954237,0.02257203027296213,0.029740636236694783,0.034805333549108045,0.02544566130850508,0.01682813412905546,0.041833707968203585,0.03758337749442883,0.021660078912120455,0.04318160216967698,0.011903437531036109,0.01660898613610643,0.04207187739985587,0.02533573960655775,0.03898088576282931,0.029533508166423184,0.02373263884579113,0.037716042767461155,0.036409846195131074,0.04810947525535167,0.04285382260921009,0.014864124974930747,0.02639193419745419,0.019874011342608917,0.04316652685114593,0.035319654424582694,0.026156585822545708,0.03640037154954199,0.043823820073726684,0.5459380191001628
7,0.027600655242854526,0.032056781309062206,0.027316705951319686,0.030856477429359954,0.03209094231242574,0.05301495050722921,0.03392611976058534,0.030972686936206965,0.027383594466261676,0.026414023442040552,0.023291880144805065,0.034679621053763696,0.03358567181485203,0.012439058643862855,0.0159646452659378,0.03200011832826161,0.041363722377598416,0.04694178982254803,0.029098537813167808,0.026973446507784427,0.0496973440479861,0.03887619884302905,0.0469649791000564,0.027045534660487213,0.04561185981804839,0.011809086007862962,0.013408310976934979,0.03262254144398581,0.012078830333534445,0.04726465711326323,0.029990122282208844,0.026659106242674802,0.5460145774927418
10,0.01759563961372155,0.030374974437877924,0.028558850566048333,0.029964739958542347,0.020888430750418432,0.044100239398330916,0.040220782910089105,0.017682046412483634,0.014764116380407376,0.018765009895399705,0.045264152244027925,0.03998810964760357,0.03654045187842002,0.016566378062542523,0.022943432338544845,0.0532883338733483,0.04752015349518219,0.04442421637651986,0.015038519930148125,0.02936206756365435,0.026873311491895018,0.04369860139414873,0.03904332490677434,0.021220158475907542,0.04198688289013964,0.025695419536838168,0.030110724566882432,0.035318002660329466,0.01899017051452194,0.044325565217196626,0.02792353120128605,0.03096366141076901,0.5460577887237149
11,0.03483817962139999,0.0315348657169288,0.027786458043522963,0.02915460490273072,0.03371685179413999,0.02885180126466795,0.03908302022320161,0.015750796470685356,0.014362057553374934,0.027981906024151,0.027615666105454868,0.03158291646812792,0.04876903249085319,0.01611593568422098,0.022321791440222158,0.02332201690187372,0.04623872547471904,0.04322590194264262,0.029844938589282076,0.026881219285783044,0.04537533299075668,0.042519766833845736,0.04852641061261454,0.020644780620374125,0.04380726515596894,0.01876205694257435,0.025431940960309717,0.03436415381252895,0.01847465895807997,0.04312989917421299,0.027168194474472603,0.032816853466278634,0.5460659812829594
12,0.02312181197474838,0.01055616340693089,0.04659913664575949,0.04434972231945792,0.01412542182861047,0.03390566314358595,0.03615980893387557,0.02564096492529828,0.009082066365889941,0.040661511883006526,0.03706560763656595,0.031956015774911334,0.04119823719652148,0.011556225608827634,0.01654345441286806,0.03788638679299581,0.03512459821380462,0.037516273657937645,0.027032375335492003,0.04314999142801073,0.03435143281752884,0.03297055094820749,0.045585444442035876,0.03952199816240551,0.031562461411262656,0.02518341048054921,0.025980067075772093,0.04187403389232268,0.03672053884128876,0.023746193155438047,0.03381619721818578,0.025456234069904344,0.5461034349511809
14,0.025478345573658183,0.012264349196227722,0.04705663178536505,0.04754208399224966,0.015601826531317232,0.035284125990368544,0.03783655900550099,0.02770463368202512,0.009950973736817866,0.04356702866587464,0.03754954061155633,0.03305144754428328,0.043260821665755594,0.012062741385786965,0.01626583037852785,0.04311147457780647,0.03700471781075098,0.03945554564616643,0.029856078113458452,0.024720206222413554,0.03755750996610853,0.02764903345163512,0.03263453266309723,0.04104337284920332,0.03529817077786204,0.023449198753623165,0.025970436780374348,0.029436111552774622,0.03853924932781052,0.024371335210830555,0.038434309779926755,0.026991776770842774,0.5462862707253094
21,0.031818164663303984,0.025384001574703576,0.024548965889168512,0.026981836411111584,0.020253824918100467,0.041016014763008736,0.034438490536639776,0.02999191682152112,0.017907896657151815,0.029995379642751795,0.025015266771087445,0.03510623797446214,0.04616893036393356,0.009751619715409157,0.01775893138632217,0.05237930025141062,0.043655262705098265,0.041951690304071934,0.03130098379968479,0.028625724885074602,0.02784176049744642,0.040938230080093535,0.038823966683603627,0.03980681761373977,0.039442841250000964,0.01723197734224525,0.013809014455112054,0.03057841136340343,0.036753071162838095,0.027373516668283145,0.04185190338354941,0.031498049465668344,0.5463067621178549
25,0.03317278838144834,0.025731960528232845,0.02927728411779033,0.03339325099259027,0.01862667984001087,0.04183596608933172,0.03438797022873648,0.03144126140454503,0.013516854560923488,0.03063816154754897,0.027990408834234533,0.03599605391970009,0.04474304046914651,0.013335247205311008,0.017782804811942395,0.0516419462020512,0.04412723169851891,0.0426012318605256,0.031195065508499882,0.028797366016931714,0.026977742318237446,0.028529499206071868,0.038440916917958985,0.04048468579593526,0.038894100232542715,0.01689716729518687,0.0144241579043539,0.03070868018437398,0.03705844193191028,0.026767054404985866,0.038948388624873036,0.03163659096554954,0.5463173105516923
26,0.03205288764684578,0.023644210106565606,0.029273049951803798,0.044960655998962144,0.01803797793139433,0.039492439102585576,0.03730455237465667,0.030759984042555217,0.013284100820673318,0.028756519863441944,0.024268891354945785,0.03562724348159252,0.044010664222322735,0.012285285509696903,0.020250842818912814,0.05235107206446355,0.04083360425476155,0.045648881802520955,0.012925142108020758,0.049659195237103736,0.027971890011811017,0.03939496755196513,0.03526769311453248,0.02764572522523719,0.03827448455038368,0.02310839801948571,0.011282136110830331,0.03102117798523333,0.03595607329795901,0.02371659728775043,0.04038234653981801,0.030551309611167865,0.5464249281836567
