step,AGU,BCN,BCS,CAM,COA,COL,CHP,CHH,CMX,DUR,GUA,GRO,HID,JAL,MEX,MIC,MOR,NAY,NLE,OAX,PUE,QUE,ROO,SLP,SIN,SON,TAB,TAM,TLA,VER,YUC,ZAC,fitness
0,0.017614210545501732,0.03679211514493071,0.023469637975811333,0.04162672132919316,0.027756814420820543,0.021341380765128544,0.03404577241761204,0.012082707595505381,0.011314472029812247,0.021992717500956143,0.01744986097346702,0.037357490913758486,0.04624128770413215,0.04543691150166503,0.03413179505586742,0.036751430105562935,0.03564765268184985,0.042552076446637645,0.01574063881691788,0.043198276712478605,0.03061821051111876,0.03237166555649992,0.03271793214593868,0.03894943999573743,0.022392261547633463,0.014293169570747055,0.03630941748843114,0.022506789233200975,0.0465415186849446,0.04649048246774842,0.028374984772311516,0.04589015738807911,0.6842227329529527
2,0.017614210545501732,0.03679211514493071,0.023469637975811333,0.04162672132919316,0.027756814420820543,0.021341380765128544,0.03404577241761204,0.012082707595505381,0.011314472029812247,0.021992717500956143,0.01744986097346702,0.037357490913758486,0.04624128770413215,0.04543691150166503,0.03413179505586742,0.036751430105562935,0.03564765268184985,0.042552076446637645,0.01574063881691788,0.043198276712478605,0.03061821051111876,0.03237166555649992,0.03271793214593868,0.03894943999573743,0.022392261547633463,0.014293169570747055,0.03630941748843114,0.022506789233200975,0.0465415186849446,0.04649048246774842,0.028374984772311516,0.04589015738807911,0.6843356244565286
3,0.03448761942591097,0.03643838913881062,0.03207712144719339,0.0412258756127616,0.02024508491861014,0.02326052299958153,0.03371881319844317,0.04050966473508401,0.01120905976782113,0.036430293589954504,0.012649533208808324,0.033038139005528364,0.03236401191719153,0.030968551001823677,0.0338039974309132,0.030107033806125283,0.022874638338929127,0.02125859579607083,0.030859068647209158,0.048137926977001325,0.04339180600080949,0.032061022750151366,0.035624130699623856,0.03857468797050773,0.019950909679242755,0.01415872591304656,0.04138768373227009,0.03469281338132615,0.029606738057369224,0.0460422328869403,0.028103294971353845,0.030742012993586827,0.6845446544177751
5,0.019146925410852236,0.02333253829162068,0.014155097890627516,0.01985627479698804,0.015646705704978895,0.046136021663510066,0.04070194587838702,0.0212423226328324,0.040336803063144695,0.045705167785893216,0.011901734973501011,0.05089213153362435,0.0349046632260754,0.022707785129511715,0.032074406062732964,0.03280064334523504,0.03814928463432157,0.016444778730454176,0.013056582980530605,0.0499737213752978,0.030784897865055217,0.018528225934324294,0.024943561117723806,0.051210631095275884,0.037963388326031994,0.022610871587864782,0.04520075632311636,0.026629014286357215,0.04703618212077584,0.041168671902955825,0.02993577685927342,0.034822487471125985,0.6846225282861722
8,0.02711179510977095,0.009792685236297272,0.014141345947456025,0.04769228988464575,0.016134636266894837,0.025761882265673147,0.046817818389202646,0.04778913992826872,0.022676313142211583,0.025510531940525712,0.0136917882681481,0.04332496087290726,0.03778498448859933,0.03010330030058285,0.02053714232985524,0.03248279861860746,0.03967873463393925,0.025307443886501923,0.013926629936687092,0.05403422391588136,0.04848128656660528,0.047328516237408726,0.02073643600373642,0.04077029225764134,0.025139031282346198,0.020137136364913745,0.05253575685516188,0.02376024142736426,0.014488024871170692,0.05391405480923759,0.026060252934319267,0.032348525027437965,0.6847532822132726
12,0.01966592693808947,0.016429860512939758,0.013479757276444689,0.036910071543818035,0.014881228828469399,0.03475013292352269,0.04102279152493151,0.020508607421964642,0.0410473295128139,0.028071761325773627,0.04271916285733164,0.042531830027425895,0.04241481734985393,0.027055311204602854,0.017153188491916743,0.029389964689507046,0.032674535829347436,0.02052035838405389,0.028446364306105726,0.043362419527622584,0.03916095624434174,0.03935550993881114,0.030342673528938012,0.04265108134932394,0.019706307672814324,0.015818560422990208,0.03385866249957635,0.038285770681550875,0.04188979054485114,0.035665713196313974,0.026899503094443274,0.04333005034950949,0.6848239271582717
14,0.022514299447528256,0.011344493584430532,0.016249871328800375,0.04072650737058504,0.023970698052532994,0.022457852044429835,0.03587820158528451,0.025327911882031387,0.017167634128513225,0.03646025186162647,0.0097535714317363,0.03234053824248968,0.032981754931824175,0.03385882662642125,0.02163789518193206,0.03750458956574474,0.0367480038663414,0.043992974533716284,0.03348005883608067,0.04757674697485197,0.043370330792686894,0.042814205347081,0.0414636109121836,0.03874054755648326,0.020653709526362987,0.014709829309201722,0.03997536727098053,0.03519150975746478,0.030099028937873185,0.03698128428434519,0.025978613286294243,0.04804928154214132,0.6848721443609629
19,0.023586684171900706,0.018807007195408343,0.011115819192671648,0.03839443173779522,0.015095408829884029,0.025609600540316642,0.04707395940673073,0.04115315482835678,0.022667159599292108,0.037750363359079726,0.018276882913378888,0.03532185258453408,0.05017271722689783,0.02248591219303345,0.022825081468933524,0.031636037194227605,0.0372214280321858,0.018079644821462026,0.033180461632418966,0.05016932148185002,0.04213777837472971,0.020642769597688296,0.03508054955761008,0.03840474279317421,0.02052106632113261,0.022683665936510798,0.043833926736989735,0.024936496014772127,0.0446604197283367,0.04717008574195978,0.028624446389105232,0.03068112439763252,0.6849412580956417
20,0.02197440298097014,0.01789689237024346,0.015530229351849343,0.04287025861046635,0.014599427855192908,0.024356230039733893,0.047201147927962546,0.022043869034703813,0.01707029919296193,0.04533558212237857,0.009178448607460494,0.04862733805048995,0.045593189714524626,0.02242194440880355,0.018458802436624292,0.034119175326720465,0.03563552773907889,0.01692551844441657,0.032036015730173,0.04865704050948495,0.045139580868820715,0.019073132972657406,0.03536150782126472,0.03660451820273323,0.022091341842678774,0.024393354688803725,0.03796221436088432,0.04424077473429558,0.04601618945972481,0.0473972210160946,0.030163287973961915,0.031025535603840488,0.68510446546594
28,0.02108213597815746,0.01732612653986416,0.015463648079724768,0.041186801565773555,0.02505326986556136,0.023655719499522502,0.04576568661681559,0.019858717567451594,0.016224068451332615,0.04492413579182246,0.0086108636507539,0.047731639421670836,0.04573574744241421,0.021715430892020767,0.018049754356031202,0.037115533740794134,0.034498172645383816,0.01692874044017576,0.03199557382123617,0.048930143560317295,0.04273898114831606,0.019994880461716765,0.034272310674393826,0.03519520335293164,0.01960455962605988,0.02364438543442086,0.036216681608162826,0.04263615587408417,0.04203783768441268,0.04641351249923037,0.029242151123034472,0.046151430586412294,0.6851385224153561
