step,AGU,BCN,BCS,CAM,COA,COL,CHP,CHH,CMX,DUR,GUA,GRO,HID,JAL,MEX,MIC,MOR,NAY,NLE,OAX,PUE,QUE,ROO,SLP,SIN,SON,TAB,TAM,TLA,VER,YUC,ZAC,fitness
0,0.019387021678581327,0.028918879707270126,0.03716937652808754,0.0370358883166485,0.028164376794638322,0.012690358518137806,0.04338340830205544,0.021092796188332916,0.03269004705464562,0.01911206830831511,0.04134059312301741,0.024884325496863046,0.030852272919280894,0.03393418003757034,0.02685630164452505,0.040626544724333365,0.023998363875381644,0.02271926250477624,0.03327057995050232,0.0361687374585923,0.04636817729126345,0.04406448313373509,0.031225707127451388,0.029415246539496363,0.04596674929786809,0.03388024956197067,0.04182682231704883,0.02669059373502615,0.02229518524356688,0.01755226282427338,0.03464941966143926,0.03176972013530511,0.5567217534340694
5,0.04192524291547558,0.043039060550099574,0.039603879789009394,0.04592197711726444,0.02391014648144605,0.03335074557185791,0.044454026442180924,0.031251101023405274,0.013819460765086878,0.03115302041912311,0.03256073568884637,0.03760428843201414,0.043189180428411036,0.022120126089174505,0.010173642499800567,0.022241483447060947,0.0263522696209115,0.041097213746699994,0.014415146829419667,0.03624039756599866,0.040556921383077954,0.044474302336105866,0.015157165035287941,0.023171425501103918,0.03970367199335545,0.02045745027325671,0.018112996666596475,0.01792278949896161,0.04118379028772791,0.023515883721260865,0.04410799186402524,0.037212466015953426,0.5567770288726028
6,0.01772010657136176,0.02354536693926228,0.04461188952233529,0.03799953384286176,0.026074239325739722,0.026738377440159423,0.0337779880484555,0.02928534300430701,0.015647062143451726,0.0329787521509316,0.02558881685423517,0.0445995016048256,0.02333190443701988,0.02348898260085929,0.013183587440101714,0.040206227585866026,0.021573104423726605,0.03446199659864787,0.03314415480133146,0.04806986427831354,0.04510149889871582,0.02008191548660093,0.027263903959856582,0.023288804284073154,0.04434869551685007,0.03201303808346103,0.046397054988481234,0.037685278194909945,0.012081853485123794,0.040762503776045775,0.03766011274372152,0.037288540968366916,0.5571806902219254
10,0.043758139880782844,0.02263308125223591,0.04713429699116928,0.0227441822366233,0.02810783794132426,0.029805980636996757,0.017739560451789756,0.025641492992466524,0.017069390939564166,0.03213006504334901,0.04896954348390385,0.04022018947558044,0.048074621355742364,0.026635131245019962,0.008693074690767043,0.027275490130784133,0.0294609679288319,0.02495303965879266,0.013016722924537817,0.04510962177343692,0.04474405720227066,0.02252833233198957,0.016291877784739044,0.02522754267363183,0.05442570783974398,0.02439295322355573,0.023482388542772126,0.04857704291491282,0.021504576453344824,0.03096967180597189,0.04716049719247425,0.041522921000894414,0.5572956599539729
11,0.015244405114841082,0.02387680700178045,0.04495141927200645,0.05089535873526886,0.02660144026450798,0.025323840478609187,0.018581090971889296,0.03445288039220746,0.015625288363023827,0.03168239684665313,0.04885973590435413,0.0384074667067173,0.04170523327140374,0.02589466297123646,0.01142159395930051,0.03964326676361219,0.028607042154846673,0.02442476594850118,0.03215392390926772,0.04279693227019537,0.04073870780331326,0.03277563700855346,0.014914715465261665,0.02186092163325324,0.04328485086575329,0.03225380506694062,0.020085899601953453,0.03541685825201555,0.023186491527103743,0.028182351760052876,0.04583054216323709,0.040319667552338775,0.5580509030997545
14,0.008464168031014392,0.02435002739701729,0.04447876699907604,0.0381079968286445,0.027250938848862268,0.025942412526330737,0.019036442978462947,0.028112954502933326,0.01682582069146985,0.03245488886885973,0.044642321974821916,0.02566252302328032,0.04272034557366614,0.03775357353199723,0.01020902821638488,0.040608465561315074,0.029305089839644506,0.025021574325237623,0.009560858728471676,0.04612990430789053,0.041730423666702314,0.03357459282035094,0.025905583074393168,0.030214644527223576,0.04572275881202762,0.023365294554816785,0.046434231264768096,0.036279749442045456,0.02102472951347053,0.029472151042152964,0.04669765711347185,0.04294008141319563,0.5580602350138719
15,0.04050439747815259,0.026582197519424804,0.03347134089404033,0.0483655940611694,0.026980068419533196,0.027788282259230114,0.0461545180055128,0.033908499325727495,0.01603397020464526,0.032264342077157955,0.04369344484121509,0.03902530747902596,0.044118415629328195,0.03581814250436503,0.00993280665136738,0.023277648716796284,0.023032523432975627,0.023149951256335132,0.012078660769925479,0.042462581771200665,0.04458877584466512,0.04708096011817198,0.013029132199602677,0.024537439023572267,0.045331621648818654,0.023376773915531734,0.019594527945880468,0.019972192455321343,0.020769912492162985,0.029627788118825445,0.04455872480044005,0.038889458139878534,0.5580735479951054
17,0.012753921939299173,0.026901789932633747,0.04510048115002089,0.041307908179408076,0.027634053623826933,0.0263074046707881,0.04964746880608646,0.029402167021478794,0.01691959622318726,0.03291007652594146,0.050036807946406386,0.026023638796311817,0.042388855206517674,0.03828214611276853,0.011872032849908483,0.04117657739513364,0.029716653885190254,0.01224251026267802,0.009698972099837347,0.017766321473769348,0.015058563179508905,0.031694638359566304,0.026270065143861775,0.022719368885111287,0.046361701813162216,0.030714083086854367,0.04823325821995451,0.035720162022196904,0.020549459328524353,0.04362545013195548,0.047423380419530765,0.04354048530858072,0.5583123314406921
19,0.01852302122059924,0.021924806979495195,0.044470786056044626,0.04221058377155775,0.027522189187201857,0.026983766344088958,0.05192184032128963,0.02918079621716433,0.01683464918857909,0.040431316305543634,0.04969027525040381,0.02533553445159385,0.04262605797423217,0.0389525341870148,0.013866547105885016,0.040979358700289376,0.028962211118422454,0.013467563812868191,0.00939502654480199,0.04767655541481862,0.015095534526350624,0.018726022058532167,0.024908106399683865,0.02357199694604958,0.045586291708323096,0.030444596353993405,0.023305534857721546,0.03312730293807941,0.020563729516581634,0.04381462025421416,0.04667469466405468,0.04322614962452134,0.5583543486659767
20,0.012412656193789168,0.024426218618396906,0.04318769341044363,0.048092502626488585,0.025234437030399372,0.024135124910490635,0.04356187014904064,0.02706880480511504,0.015019053888150617,0.030682958225109136,0.04606545711389579,0.025313339749843816,0.03916790178682415,0.03402760180082484,0.011131228503486724,0.038781418178795,0.027150330471814862,0.011980473971873244,0.010320069354838405,0.041118243202441826,0.039141256083223615,0.027887202990236306,0.041294410076646845,0.020277812067713407,0.04241573569177214,0.028618483809770473,0.04240371348790864,0.033513080445527754,0.018758778288878314,0.041013409221433025,0.04556714292561723,0.04023159091920986,0.558425571881935
25,0.012124062842006775,0.024683237230960567,0.04207429788423612,0.04953084474972756,0.026299930822554485,0.027645866163494192,0.046457600225841424,0.03485771857226828,0.016204119258972468,0.030918946955410795,0.04369945962494199,0.023202003858434548,0.04126480748341176,0.02445165639388929,0.010154642371033765,0.03774088876901245,0.028097823756464885,0.022649698945656317,0.010179780584042,0.04234076091834193,0.0428939158439788,0.03502040038840377,0.028499910276712455,0.02372316996146476,0.04401572500601192,0.021252438396268045,0.043957996562695806,0.03459776447784238,0.02014504307984363,0.027854795536658976,0.04461391261335829,0.03884678044605966,0.5586086556787035
26,0.012317671439101455,0.025809034943800914,0.04399446965520971,0.04943506570206042,0.025629898807457696,0.024339429729715048,0.047053046486598395,0.0285476477425433,0.016268300729706333,0.009803575072431158,0.04443619853080617,0.024759698758513245,0.04494145932405067,0.024674470114079028,0.011681060279228904,0.040023455291585505,0.02032494974244923,0.023681667709430514,0.010516263434072031,0.042751795981155465,0.042955645866439955,0.028438776829879695,0.04222493540909183,0.021575623266804518,0.045153072581804586,0.02315488327021344,0.0432247522090057,0.03390112421697913,0.019470635293137153,0.040174831929469725,0.04725548463722591,0.04148107501595311,0.5588479355087893
