seriesCode,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
sdg1_320pov,0.9802999999999998,0.9807124055305364,0.9811291692172094,0.9815401220290306,0.9819539802782782,0.9823620276526693,0.9827962239638975,0.9832202512441355,0.9836573529927888,0.9841046237724315,0.984559158145638,0.9850253142685484,0.9854929231101717,0.9859416466085276,0.986391822825594,0.9868478099175141,0.9873270405088407,0.9877961020691767,0.988275332660503,0.988731319752419,0.9892178139373098,0.9897043081221997,0.9901820859948123,0.9906540529925735,0.9911332835838988,0.9916168723313636,0.9921004610788284,0.9925913134198574,0.9930719967298952,0.9935570381960732,0.9940406269435381,0.9945329320032793,0.9950339533752981,0.9955248057163264,0.9960301852444844,0.9965297538977904,0.996929537038025,0.997182139323104,0.9973997928435071,0.9975876497349734,0.9977672333459959,0.9979207477022111,0.9980599666853804,0.998188447959439,0.9982989708768889,0.9984089190470048,0.9985158403204446,0.9986258344487625,0.998710481025563,0.9987814753295338,0.9988569962471668,0.9989267991893536,0.9989876020227099,0.9990439374689931,0.9991024423020738,0.9991425507879828,0.9992008504275829,0.9992369172437215,0.9992810807006083,0.9993146902423105,0.9993490399257287,0.9993776103901024,0.9994099356645528,0.9994389818566356,0.999459480187902,0.999487986345536,0.9995171162657862,0.9995388988643048,0.9995511831805972,0.9995677092739276,0.999584412996019,0.9996006664931681,0.9996159654778202,0.9996198519973365,0.9996293768491572,0.9996370345042165,0.9996465756815031,0.9996542895000099,0.9996713035554288,0.9996756974584615
sdg1_wpc,0.9891000000000048,0.989214474779239,0.9893248984483843,0.9894368412838178,0.9895523288405748,0.9896698419523703,0.9897868486754064,0.9899099320635869,0.9900325090629875,0.9901566052286732,0.9902796886168401,0.9904037847825237,0.9905380087234192,0.9906727390530778,0.9908029118838911,0.9909315655484188,0.9910693342106545,0.9912050773178304,0.9913453779238512,0.9914871976961572,0.9916244599696223,0.9917647605756422,0.9919070867367068,0.9920468809539715,0.9921937646138831,0.9923376099412298,0.9924814552685894,0.9926253005959347,0.9927721842558472,0.9929185615270002,0.9930689899082336,0.9932158735681414,0.9933637700055769,0.9935147047755735,0.993666652323087,0.9938191062593623,0.9939670026968072,0.994115405522997,0.9942557061290216,0.9943960067350485,0.9945383328961126,0.9946862293335428,0.994829061883372,0.994968349711876,0.9951066247628542,0.9952484445351713,0.9953882387524335,0.9955341096348198,0.9956728910745632,0.995817242790676,0.995964126450583,0.9961115164992534,0.9962599193254486,0.9964088285404018,0.9965516610902274,0.9966955064175862,0.9968347942460871,0.9969831970722801,0.9971275487883912,0.9972739260595398,0.9974187841644052,0.9975621231029962,0.9977069812078668,0.9978563968115772,0.9979806793226317,0.9980768615123838,0.9981581396266531,0.9982388304809603,0.998315946805121,0.998382424196934,0.998450410733124,0.9985152164955813,0.9985747564080921,0.9986316563092273,0.998684598013574,0.9987367462662229,0.9987832381031962,0.9988299213023778,0.9988752190893971,0.9989173511604696
sdg2_crlyld,0.13947580796909162,0.14064077485643456,0.14176160156718723,0.14290817671428427,0.14405475186138136,0.1452050053565274,0.14637365059191948,0.14755700921950865,0.14875508123929443,0.14994947491103117,0.1510739799698324,0.15228676538181374,0.15353633427428837,0.1547932598628617,0.15602443701509025,0.15724825747122048,0.15845000783905525,0.15973268186397283,0.1609932858005951,0.1622281413008729,0.16350713697774058,0.16477141926241148,0.16602098815488525,0.16732205392004876,0.16855323107227752,0.16979912161670294,0.1710817956416203,0.1723755047106853,0.17366553543170124,0.17498131458906133,0.17627502365812586,0.17758344611938734,0.1788219799677136,0.18004580042384394,0.18131376105656455,0.18271046387100706,0.18401152963617054,0.18533466548962912,0.186661479691137,0.1880103639809399,0.18931510809415233,0.19068606247225023,0.1920496601542499,0.19342797122844613,0.1947805338662984,0.19616620163659343,0.19756658279908526,0.19897064230962624,0.2003379183396751,0.2016610541931338,0.20299890343878907,0.20436985781688688,0.20575552558718183,0.20708601813673833,0.20844961581873783,0.20981689184878685,0.2112871616242134,0.21270225617890212,0.21409160229724622,0.2155324452882791,0.21691443471052485,0.2183111375249671,0.2197262320796555,0.22113396993824552,0.22252699440463725,0.22387955704248955,0.22525418976863698,0.22665457093112892,0.22805495209362073,0.2294075147314729,0.2308189309381122,0.232241382188899,0.23364912004748906,0.23507524964632506,0.23646827411271792,0.2378723336232587,0.23925064469745544,0.24068780934043937,0.24211393893927569,0.24353271184201347
sdg2_obesity,0.7343438868421315,0.7334695365323673,0.732514722710286,0.7315509684979628,0.7306855585784399,0.7298737910004574,0.7289368579588912,0.7280356864783538,0.7271792169490887,0.7263674493711009,0.7254930990613259,0.7246008679710392,0.7236907561002427,0.7228342865709803,0.721861591968394,0.7208799569755546,0.7199430239339897,0.7190865544047284,0.718355250339042,0.7174540788584978,0.7166065497194889,0.7156517358974174,0.7147773855876413,0.713876214107099,0.7129482214557935,0.7121096327070408,0.7112263420070091,0.710316230136213,0.7094061182654148,0.708585410297174,0.7076663580361231,0.7068098885068576,0.7059176574165734,0.7050611878873083,0.7041957779677895,0.7034197719508263,0.7025364812507943,0.7015906078189749,0.7006715555579245,0.6997435629066158,0.698815570255307,0.6979769815065566,0.6969685253429482,0.696085234642918,0.6951483016013544,0.6942828916818355,0.6933191374695052,0.6925431314525409,0.6916509003622557,0.6908212520037587,0.68989325935245,0.6890010282621648,0.6882071414646899,0.6873774931061923,0.6864763216256505,0.6856466732671548,0.6849153692014681,0.6840499592819481,0.6832024301429411,0.6823101990526559,0.6815163122551795,0.680659842725916,0.6799553598309982,0.6790631287407115,0.678090434138126,0.677314428121162,0.6763953758601102,0.675583608282123,0.6747718407041376,0.6739064307846201,0.6729784381333107,0.6721040878235367,0.6712565586845276,0.6703464468137319,0.6695257388454872,0.6687229116577595,0.667794919006451,0.6669742110382095,0.6661713838504782,0.6653327951017276
sdg2_snmi,0.672758923687411,0.674921546839965,0.6770058088473753,0.6791161912365012,0.6812592241027674,0.6835002084004517,0.6857477227935778,0.688054008045554,0.6902949923432395,0.6925294465455089,0.694868382274619,0.6971877277174495,0.6995331935419961,0.7018982496528245,0.7042502455727979,0.706615301683629,0.7089803577944571,0.7113519440007167,0.7137170001115457,0.7160885863177964,0.7184862929057755,0.7208644092074619,0.7233078264634245,0.7256794126696884,0.7281097697347945,0.7305270666090512,0.7329704838650267,0.735368190452992,0.7377724271363926,0.7401701337243641,0.7426135509803324,0.7450439080454465,0.7474742651105596,0.7498654416031016,0.7522762083819301,0.7547000353516148,0.7571238623212939,0.7595019786229844,0.7619519259743763,0.7644214636120612,0.7668191702000363,0.7692691175514287,0.7717843658571104,0.7742016627313675,0.7766646702736199,0.7790950273387336,0.7815123242129923,0.7839100308009611,0.7862946771980763,0.7887838051220447,0.7912533427597215,0.793696760015694,0.7961662976533802,0.7986227751002001,0.8011053729287434,0.8035814406618497,0.8060509782995324,0.8084813353646464,0.8109182225251869,0.8133746999720126,0.8157854667508424,0.8182158238159541,0.8206331206902102,0.8230634777553235,0.8255264852975734,0.8280090831261175,0.8304198499049457,0.8328306166837679,0.8352609737488844,0.8377305113865617,0.8402065791196738,0.8426695866619326,0.8450738233453274,0.8475303007921551,0.8499541277618399,0.8523583644452378,0.8547560710332095,0.8571864280983237,0.8596167851634345,0.8620014315605511
sdg2_stunting,0.8104880181846463,0.8108900776311162,0.811295457407522,0.8117240794936402,0.8121410804248954,0.8125713626759884,0.8129999847620932,0.8134651304777331,0.8139236355334465,0.8143771600942379,0.8148439659748374,0.8153174125153685,0.8157941793858448,0.8162609852664617,0.8167277911470667,0.8172178393373799,0.8177178485175514,0.8182112170378216,0.8187145465479503,0.8191979540783506,0.8197029437534578,0.8201979724386943,0.8206896807939862,0.8211896899741589,0.8216913593193189,0.8221980091594041,0.8227013386695439,0.8232030080146948,0.8237196188446612,0.8242196280248336,0.8247229575349682,0.825229607375054,0.8257312767202152,0.8262346062303432,0.8267478967303531,0.8272578669003929,0.8277578760805773,0.8282545649307921,0.8287512537810188,0.8292545832911475,0.8297579128012772,0.8302712033012861,0.8307778531413721,0.8312928038063587,0.831787832491598,0.8322994628266267,0.8328027923367567,0.8333160828367657,0.8338243928418296,0.8343244020220119,0.8348459933468986,0.8353443423621022,0.8358476718722311,0.8363460208874354,0.8368626317173906,0.8373643010625519,0.8378692907376586,0.8383792609077118,0.8388908912427321,0.8393992012478066,0.8399041909229144,0.8404208017528699,0.8409208109330523,0.8414307811030954,0.8419473919330596,0.8424606824330592,0.8429739729330678,0.8434839431031095,0.8439905929432057,0.8445005631132437,0.845018834108188,0.8455288042782306,0.846040434613261,0.8465570454432156,0.8470686757782458,0.8475753256183315,0.8480852957883848,0.848600246453362,0.8491168572833275,0.8496268274533701
sdg2_trophic,0.8180678278101645,0.8180236248300345,0.8179360862113839,0.8178539645475502,0.8177772598385377,0.8177113890391556,0.81763391047945,0.817571135082815,0.8175021688806795,0.8174471319909284,0.8173804873408583,0.8173239027497339,0.8172580319503487,0.8172068643140389,0.8171495058722199,0.8170998859372876,0.8170448490475377,0.8169913598591634,0.8169378706707882,0.8168975369441115,0.8168425000543625,0.816788237015296,0.8167533202434352,0.8167160819195112,0.8166742004914583,0.8166315452127176,0.8166090100518666,0.8165810579361964,0.8165422719108942,0.8165135459445391,0.8164794030233665,0.8164429385501301,0.8164142125837743,0.8163870343187951,0.8163583083524363,0.8163388685943378,0.8162993087183491,0.8162636180957993,0.8162395352335733,0.8162177739234102,0.8161905956584302,0.8161672866468879,0.8161331437257161,0.8160951315511032,0.8160725963902514,0.8160477396773353,0.8160221091137329,0.8159794538349907,0.8159375724069369,0.8158902740240674,0.8158383325370676,0.8157848433486938,0.8157375449658244,0.8156763172705674,0.8156058033670556,0.8155368371649211,0.8154694186641607,0.8154097386702824,0.8153353555133305,0.8152555554015601,0.815178850692543,0.8150982767300868,0.815024667423822,0.8149510581175577,0.8148642933495954,0.8147922317447079,0.8147139793343151,0.8146264407156647,0.8145319374408224,0.8144521373290536,0.8143529909500828,0.8142646784807454,0.8141701752059038,0.8140841842886282,0.8139989672220439,0.8139176194088991,0.8138316284916246,0.8137317082619648,0.8136356572857468,0.813545023264345
sdg2_undernsh,0.9728047705795576,0.9730349119091549,0.9732358998962921,0.9734332437156461,0.9736276722007544,0.9738162700173658,0.9740114273360274,0.9742182459916698,0.9744192339788226,0.9746289679687072,0.9748387019585858,0.9750513512827161,0.9752654582739688,0.9754686327617967,0.9756849262537317,0.9759012197456677,0.9761196997382828,0.9763491122343105,0.9765697787276107,0.9767933605551538,0.9770256883854298,0.9772499990465303,0.9774721232069513,0.9776986203687417,0.9779273040312114,0.9781654625299689,0.9783977903602472,0.9786323046912044,0.9788704631899627,0.9791042486873615,0.9793504243552954,0.9795769215170821,0.9798238260185756,0.9800641710180193,0.9802921258469316,0.9805324708463786,0.9807655275102098,0.9810138896788272,0.9812542346782752,0.9814953085112763,0.981732009342919,0.9819854733464638,0.982222174178104,0.9824741805145241,0.982721813849581,0.9829752778531233,0.9832112498512054,0.9834617985205011,0.9837087030219961,0.9839614381919817,0.9842068850263533,0.9844567048620885,0.9847159995341239,0.9849745653725916,0.9852265717090104,0.9854691032091424,0.9857152788770754,0.9859643698792533,0.9862207492170385,0.9864720267198989,0.9867269483905665,0.9869825988947931,0.9872367917318942,0.9874836962333908,0.9877488215739116,0.9880154045815488,0.9882717839193378,0.9885325362584916,0.9887969327654497,0.9890554986039188,0.9893191662773161,0.9895784609493493,0.9898457727905524,0.990111626964629,0.9903803964729546,0.9906433353127934,0.9909091894868725,0.9911713994931459,0.9914387113343495,0.9917031078413074
sdg2_wasting,0.8246846002854795,0.8247658209975081,0.8248482263844799,0.8249300394339906,0.8250100754710354,0.8250972195578826,0.8251819942947857,0.8252691383816312,0.8253527284435714,0.8254407610366393,0.8255290897984361,0.8256230457663216,0.8257101898531554,0.8258002956274102,0.8258877358829839,0.8259802110071652,0.826072982300077,0.8261675306054445,0.8262594133921339,0.8263545540349841,0.8264470291591547,0.8265409851270413,0.8266417529759587,0.826738966799996,0.8268376614677272,0.8269387254853963,0.8270359393094274,0.8271372994958365,0.8272339209823816,0.8273329118188629,0.8274286447991857,0.8275267471294444,0.8276284034845861,0.8277306521772184,0.8278296430136917,0.8279310032001018,0.8280329557239837,0.8281346120791344,0.8282365646030182,0.8283391094643915,0.8284422466632386,0.8285450876933524,0.8286470402172363,0.8287525467660181,0.8288559801336072,0.8289620790198704,0.8290672893999057,0.8291698342612778,0.8292765254850174,0.8293829205400225,0.8294905002699853,0.8295954144812846,0.8296982555113995,0.829801688878987,0.8299068992590288,0.8300138866515083,0.830117023850364,0.8302234189053604,0.8303298139603678,0.8304335434966952,0.8305402347204437,0.8306445565942537,0.8307515439867421,0.8308585313792224,0.8309643340967469,0.8310719138267079,0.8311800858941599,0.831286184780416,0.8313943568478679,0.8315010480716064,0.8316089239703177,0.8317159113627963,0.8318258604426946,0.8319352171851009,0.8320436854212943,0.8321527459949606,0.832262102737376,0.8323711633110452,0.8324799277159788,0.8325898767958684
sdg3_births,0.9979006134890368,0.9978997173732042,0.9978987026570982,0.9978978315097489,0.9978969104254327,0.997896045520203,0.9978951618886125,0.997894334436098,0.997893457046614,0.9978927232258946,0.9978919332260983,0.9978910870472183,0.9978902908053012,0.997889544500342,0.997888723289948,0.9978879395322631,0.9978873243118176,0.9978866154595751,0.9978858878809709,0.9978851415760073,0.9978844889028419,0.9978838674402754,0.9978831273774253,0.9978824684621393,0.9978818033047351,0.9978813378951561,0.9978807538853002,0.997880201086049,0.997879560897123,0.9978789519187916,0.9978784053616567,0.9978778463202853,0.9978772872789136,0.9978767469638973,0.9978763127649166,0.9978758161447415,0.997875381945756,0.9978749352625345,0.9978744324002402,0.9978739482643041,0.9978735577601573,0.997873173498133,0.9978727018464368,0.9978723113422926,0.9978718396905919,0.9978714242179708,0.9978709400820353,0.9978704684303359,0.9978700904104303,0.9978696999062888,0.9978694092760558,0.9978690312561503,0.9978686407520061,0.9978682065530275,0.9978678847121979,0.9978675441450096,0.9978672160620634,0.9978668193158017,0.9978665099592101,0.9978661506656641,0.9978658100984796,0.9978654820155323,0.9978652975013338,0.997864956934148,0.9978646475775587,0.9978642820418914,0.997863885295628,0.9978636820550744,0.997863510025117,0.997863263089723,0.9978630286385693,0.9978627754610592,0.997862559736263,0.9978623003166311,0.9978621532551528,0.9978620061936744,0.9978617779846396,0.9978615685019654,0.9978613090823347,0.9978612057156898
