sdg,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
1,0.9220768308170895,2.6439145664246473,1.4603103176434566,1.0906699506583661,1.5340309855547816,1.7722026724272162,1.4088014234061974,3.198151083192948,2.2677955346205634,2.541829166571058,2.8062937866125193,3.205864352664964,2.2273785519934903,3.7944672884247526
2,7.76648436895058,17.88499304297828,12.2290323687246,6.1354584417889075,8.159934531672466,12.871029316943595,8.533901437411192,21.971206720781375,11.63480801924989,21.65041770662228,23.733973463799828,16.98884205874258,14.472975802338716,18.9576097412156
3,9.54532314743932,11.363905434925112,8.003117204413293,9.011669343179166,14.386335717370793,14.387913566389603,13.218877080557284,13.6952307620914,15.120227625423158,20.53235039645734,18.686655868794524,28.303143025179264,19.355583645966036,29.902666004962498
4,18.018303863245038,11.179021289292084,16.69393174862755,15.387308566706416,14.590788432911488,12.106535076188786,32.76764957585322,17.45035032077226,17.310902211005583,21.38760831448093,20.603126015893377,26.213762251947102,18.640258769331506,22.919026250384857
5,1.5155519473666148,0.5599165688281941,1.1456515834746557,0.517341101221389,0.4534428718764839,0.2911141718456177,0.6116634159828453,0.8127499999544608,0.7035748131432649,0.8399337998571529,0.9081561229279382,1.0523950069676522,0.6319307040607931,1.7575043185264132
6,7.171554699101636,4.501753416303055,4.82325926755253,5.968720387822243,6.314882883533374,7.567861367528818,5.983858388542646,6.944964601891639,11.748411392708919,13.180211768938314,10.91221648880737,10.81146239007775,8.323167431842126,23.172279292710407
7,4.804103673797212,4.043091744372683,3.881384557306161,6.689668465501244,4.501904273610497,5.5799281717064035,5.2264935461091255,6.1987207967410995,9.703785276420035,10.388757436352993,7.806672985778473,11.734540028948555,7.9868343210664134,10.28436489689694
8,3.7408486678410684,4.280743606471123,3.6297987178607753,3.2322893883257815,3.78656142956261,10.888614723822572,4.572970456336345,6.830716089098551,6.325690950959942,6.843958471803708,5.970566777371419,7.623698875456998,5.5445431146825594,8.711575676236071
9,9.069235483498488,7.860234085721704,7.727317107267445,8.82657419750423,12.416500526030351,14.107976827391589,12.647204413823681,16.29369944338639,22.049718266826115,23.327524593035314,17.276403791866798,21.142116570962642,14.107213839693015,23.127000320962537
11,12.33326789519883,6.9016516891622235,6.844035448980237,7.3668334378547335,20.171525343727264,10.983910651490653,9.455902318923744,21.285171919768914,31.624061423386948,13.804988741019406,14.847309349054013,21.334753159884265,14.47838351360427,20.3465327973558
13,0.046449141190650155,0.048263124193952005,0.05404124659307553,0.06404280597126785,0.0712966250175948,0.07202253126900503,0.14671519898462934,0.08713677219677014,0.11431100379339691,0.10681414740574248,0.11652520819953732,0.23009353526845083,0.12608397280140624,0.6469310802464614
15,0.8180382083505064,0.9962307176664995,0.6189754342134813,1.265109530908659,1.3686451164668807,1.1732854429777002,0.654951434483563,1.0019724878385012,1.2172143345022222,1.5749823357366632,1.3133975639147677,1.5886782119272729,1.1572632565560481,1.7005163830384997
16,16.854085714250317,20.7673276566875,18.954736899205155,22.10504044788864,25.97130612243057,41.008203667388386,26.130699726829313,40.221222579542854,35.59266772646349,45.02551595206954,37.91148028632076,51.08827868733612,31.77463562434349,50.92206609229841
17,13.942205465293247,8.232252861161246,9.033587942146767,9.02264259007027,16.907435354020382,12.375191322521042,8.628624353947234,17.001153753053423,11.173844777208648,8.983298400422997,9.293473168414197,12.6209714377503,9.634523172362703,12.691338873689372
