sdg,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
1,7.345200684630308,7.08993306108187,7.788559815313265,8.504942875845401,8.469262600840583,8.107569543905347,8.775719741603066,11.227341822568066,12.63952053692447,12.545427450130806,15.294817808757529,16.763713697197716,18.44802669748779,19.529182288049192
2,26.166745172846994,24.383716053985488,25.08766429627308,21.469268182637276,27.977909981868837,30.751134804330405,33.23460140263742,39.321866883784814,43.64805074148968,43.2914488890589,52.84523309236254,59.29903068324801,67.23953615528275,71.4645384258014
3,38.99174052325277,37.77951967554529,35.98546600189358,33.24217192917435,40.934069567979066,44.49983282418347,48.56169277339554,60.503168247690596,67.16313341380781,66.94562430570116,81.59245931405867,91.52166110168555,101.28429292167397,113.20867601291596
4,51.22056259392525,49.895297969021385,47.77786752029686,44.193813844722776,54.00344014918218,58.931882724345876,64.45379286454505,80.23482526791446,89.41257220910359,89.95507614156398,108.46184123520634,120.58236271379323,133.9276691637305,142.8910484617651
5,1.5932336904135518,1.5933622062042223,1.4833266078678105,1.3638079555703317,1.6868853383556497,1.7843801669893995,1.978920449478797,2.6879012885590363,2.9199408937077775,3.007373172187757,3.4451274772727345,3.741608141460032,4.078036295795597,4.473181799436135
6,20.096145002829175,19.569887385058735,18.712291456255983,17.262638276907406,21.11436771545975,23.065132239210776,25.14349815657445,31.326072304302762,34.840534934500305,35.99805645831131,42.24147045132918,47.91330183686405,54.81838874380217,56.541079395835574
7,27.32264222378526,26.5714720983112,25.29609574117093,23.414158010834697,28.683853099318153,31.372205570002336,34.22145579961382,42.921474074925854,47.32034778955828,47.2608376175096,57.44107141372203,64.42711512930794,71.38571278352927,76.25462167855095
8,16.054138492054246,15.784411520070174,14.920365530647054,13.91345223916873,17.02396675204822,18.52258730413607,20.227870613233133,25.780899787471647,29.324177427726998,28.843895408909106,34.28329621000821,38.2491904445553,42.406356756794054,45.23525958260865
9,45.56190262948741,44.35571267535552,42.45808713575653,41.373722236339695,47.89225746831599,52.238742747421995,56.99753285798178,71.15766254338166,79.39012218762329,79.21405798009837,96.34127746589553,108.41993776891832,119.66918771283542,127.37660367464277
10,2.973064741886282,2.701384514321191,3.4479510560029176,4.718619933624293,2.7674117739553687,2.999525974036292,3.272768246063999,4.133458944358754,4.653433191013689,4.641222757126329,5.663255949924515,6.296929630681736,6.9844685052893665,7.3471314419900935
11,47.98504613302424,46.599852785562504,46.958872769041605,42.04836303273477,55.18688619102682,60.441260093396565,72.08281828106726,74.4991935430347,87.66637240181068,87.4523131527221,105.70436098321902,117.83951074006806,128.4953736459384,133.42529094017235
13,0.43419843447898854,0.4518786306523534,0.4020361124117986,0.37243491284503116,0.4588544668072555,0.5001437338999698,0.5436479873986027,0.6778502419374003,0.7522297128638208,0.7513967316962354,0.979443987611104,1.0258961207244808,1.1344617773091614,1.211594337618118
14,0.8977518437410955,0.8852662788100413,0.8208689486114441,0.7620853155455343,0.9318408598880897,1.026522287095643,1.1111684851007324,1.3855123877133464,1.536651989078653,1.5317167677564267,1.8801477831720161,2.091642091723409,2.317993826493384,2.5349951115320146
15,4.115857658605202,4.982687069828849,3.847825257323314,3.4159996665414543,4.555421981779236,4.645121961383772,5.435656681111781,6.684015486691437,6.820974460938055,7.22363001015228,8.446911357931977,9.290611675234134,10.92502942856528,11.820495008519904
16,129.97284459360742,102.34872874931902,97.23406582480101,89.37163389425828,112.21484474949966,121.86208074674077,138.91949226857759,160.4982086663432,180.045577342853,178.62190832656336,214.59639932542936,230.08952538358523,257.81354135962346,276.5942118573295
17,32.65881261598915,31.80910219782755,30.559110022597114,28.919715322001714,34.51972040875415,37.373153254043835,40.738058964363354,50.89100265430548,56.48415193264951,56.27989741977639,68.40689934035598,76.8588621695151,85.20873783061582,91.08582975028642
