impact,programId
-1.471323589886311,16K007
-0.2003842955898936,20S174
-0.08113015918974414,19T003
-0.08345267022552098,20S065
0.16362043248019606,15E003
-0.5177410572412402,19T002
-0.19430376254224863,9S071
-0.11985518451914608,20S057
-0.006629202565777027,20S053
2.0025940684912795,19J008
-0.22693070847430014,16S071
0.01832864346365028,15E001
2.10944073215248,9G001
0.2807387941038531,19T005
0.08432062290469812,20S052
-0.22689889890034767,16S074
3.268686452817037,11U006
1.0392421557989835,52J002
0.5121191158541716,50M001
0.45367424945826124,50E007
1.9752842278182128,11E007
-0.5505478249452247,11E047
-1.934732442542713,50E006
0.7468800305510864,50K012
0.09676321092142263,52E013
0.7181657407915781,50J001
1.1133067902197842,11E003
-0.07135604348641672,12S072
4.064058655346327,11E005
-0.21406019498736556,50J002
1.419942926968789,53J001
0.4623915034528372,11E009
-0.050980144672895654,11S072
-1.2248534616718492,50E004
0.10435561407477728,12S200
0.5044939289406944,12E022
-0.21809510498094775,12S202
-0.7612830414728874,50E003
-1.1050860660193682,11K027
0.21598666342640066,12E023
1.0636149634369663,12E010
-0.7377563167776519,51J019
0.2118542239631587,6G003
0.2942245547860157,6F017
-0.8029755134595791,51J027
2.113693606045514,11E016
-0.434419285354354,11K009
0.5968810121113417,51J026
0.2016697695432867,51E018
-0.3142499623421953,11G001
0.47232566987743774,51M002
0.5485770544275108,51K011
0.25460374942482555,50J004
-0.3058649086189438,12K025
0.14710259466049874,50J003
11.232514648406822,51J028
0.9233766168361038,19J006
0.4475195423749401,19J014
0.28142491523742597,8U013
0.6101578050980438,19J012
-1.1785005904304993,16U008
0.06104046991435019,31E002
1.5230451799258604,19J009
0.3446809510762312,19J011
0.03904917717464649,50E001
-0.049984743574568974,19J021
0.18761470586057843,25U001
0.1724306007877697,19S038
0.04978685652644796,20S072
0.8072289536594343,19T001
0.15681922729890815,31E001
