seriesCode,budget
lag_educ,379229.6425616628
school_atten,416293.51072297886
high_educ,144094.21658471058
vacc_child,322818.728745939
mort_infan,225313.532882602
mort_mater,266621.40103217284
atent_birth,323547.05984411243
house_space,87205.13899097242
own_house,110350.72817894701
lack_food,669648.6172881107
moder_pover,1227968.041995082
extre_pover,1258394.4235632536
