countryCode,group,exp_B,corr_B,spline_B,exp_brl,corr_brl,spline_brl
AGO,Africa,0.67676768,0.51894252566,0.5192506477702399,0.0675,0.5338134797855226,0.534814321566739
AGO,Africa,0.68686869,0.5185647390399989,0.5191538136251013,0.0685,0.5354935119096779,0.5350296514847378
AGO,Africa,0.6969697,0.5193662112200004,0.5190571885008266,0.0695,0.5348793057324847,0.5352389904067464
AGO,Africa,0.70707071,0.5184157736900002,0.5189607671627643,0.07050000000000001,0.5346744478644497,0.535441807020326
AGO,Africa,0.71717172,0.5186106890900004,0.5188645443762632,0.07150000000000001,0.5361155971878944,0.5356375700130377
AGO,Africa,0.72727273,0.5189491338499995,0.5187685149066722,0.07250000000000001,0.5356193613178294,0.5358257480724428
AGO,Africa,0.73737374,0.5179682977399998,0.5186726735193401,0.0735,0.5365097986040911,0.5360058098861021
AGO,Africa,0.74747475,0.5175092795399996,0.5185770149796155,0.0745,0.5357139249106071,0.5361772241415773
AGO,Africa,0.75757576,0.5190320076099996,0.5184815340528475,0.0755,0.535891980127065,0.5363394595264291
AGO,Africa,0.76767677,0.5190274917900001,0.5183862255043844,0.0765,0.5342796891401654,0.536491984728219
AGO,Africa,0.77777778,0.5181298102600002,0.5182910840995754,0.0775,0.5359524616370106,0.5366342684345079
AGO,Africa,0.78787879,0.5179721660699996,0.518196104603769,0.0785,0.5362641726760565,0.536765779332857
AGO,Africa,0.7979798,0.516843285789999,0.5181012817823141,0.0795,0.5358101315658363,0.5368859861108274
AGO,Africa,0.80808081,0.5187546276900001,0.5180066104005595,0.0805,0.5353502745745855,0.5369943574559806
AGO,Africa,0.81818182,0.5181568319300002,0.5179120852238539,0.0815,0.5355548897199534,0.5370903620558771
AGO,Africa,0.82828283,0.5181083722300002,0.5178177010175461,0.0825,0.535473621247059,0.5371734685980787
AGO,Africa,0.83838384,0.5174642227900003,0.5177234525469849,0.0835,0.5360410921573034,0.5372431457701461
AGO,Africa,0.84848485,0.5177507172599995,0.5176293345775191,0.0845,0.5372647106082733,0.5372988622596409
AGO,Africa,0.85858586,0.5174617909399998,0.5175353418744973,0.0855,0.5359268243030975,0.5373400867541238
AGO,Africa,0.86868687,0.5181192609799996,0.5174414692032685,0.08650000000000001,0.5355689400328949,0.537366287941156
AGO,Africa,0.87878788,0.51712060504,0.5173477113291814,0.0875,0.5367903207270692,0.5373769345082992
AGO,Africa,0.88888889,0.5180573352499999,0.5172540630175848,0.0885,0.5369692067478813,0.5373714951431139
AGO,Africa,0.8989899,0.5188297176199995,0.5171605190338274,0.0895,0.5374932655918366,0.5373494385331614
AGO,Africa,0.90909091,0.5175118557899998,0.5170670741432579,0.0905,0.5376274033402497,0.5373102333660031
AGO,Africa,0.91919192,0.5175325895999998,0.5169737231112252,0.0915,0.5365923758817839,0.5372533483292001
AGO,Africa,0.92929293,0.5164364102900002,0.5168804607030782,0.0925,0.5388641458992804,0.5371782521103133
AGO,Africa,0.93939394,0.51720890979,0.5167872816841655,0.0935,0.5362892044411475,0.5370844133969042
AGO,Africa,0.94949495,0.5163014094199994,0.5166941808198359,0.0945,0.5371374703788635,0.5369713008765334
AGO,Africa,0.95959596,0.5166999418400002,0.5166011528754382,0.0955,0.5377937104150199,0.5368383832367628
AGO,Africa,0.96969697,0.5167614068999999,0.5165081926163211,0.0965,0.5381161030485438,0.536685129165153
AGO,Africa,0.97979798,0.5162585909200006,0.5164152948078333,0.0975,0.5360927781403824,0.5365110073492654
AGO,Africa,0.98989899,0.5153418469400005,0.516322454215324,0.0985,0.5377933988389519,0.536315486476661
AGO,Africa,1.0,0.51533897851,0.5162296656041415,0.0995,0.5382544994225483,0.5360980352349011
ALB,E. Europe & C. Asia,0.0,0.5059835879399998,0.5055671042030518,0.0005,,
ALB,E. Europe & C. Asia,0.01010101,0.5052561427400005,0.5054651708951592,0.0015,,
ALB,E. Europe & C. Asia,0.02020202,0.5036662744100002,0.505362980266222,0.0025,,
ALB,E. Europe & C. Asia,0.03030303,0.5051198255500005,0.5052605292932472,0.0035,,
ALB,E. Europe & C. Asia,0.04040404,0.5057878896900002,0.5051578149532412,0.0045000000000000005,,
ALB,E. Europe & C. Asia,0.05050505,0.5044727044800001,0.5050548342232105,0.0055,,
ALB,E. Europe & C. Asia,0.06060606,0.50610504564,0.5049515840801624,0.006500000000000001,,
ALB,E. Europe & C. Asia,0.07070707,0.50473629054,0.504848061501103,0.0075,,
ALB,E. Europe & C. Asia,0.08080808,0.5050278610599997,0.5047442634630391,0.0085,,
ALB,E. Europe & C. Asia,0.09090909,0.5048517554000004,0.5046401869429773,0.009500000000000001,,
ALB,E. Europe & C. Asia,0.1010101,0.5047324997800005,0.5045358289179245,0.010499999999999999,,
ALB,E. Europe & C. Asia,0.11111111,0.5044167682999997,0.5044311863648873,0.0115,0.516001845,0.5047662669621292
ALB,E. Europe & C. Asia,0.12121212,0.5047321137299996,0.5043262562608721,0.0125,,
ALB,E. Europe & C. Asia,0.13131313,0.5053922518699997,0.5042210355828859,0.013500000000000002,0.5053270538461538,0.5049604716503718
ALB,E. Europe & C. Asia,0.14141414,0.5039009710699999,0.5041155213079351,0.014499999999999999,0.5090718687500001,0.5050939287962596
ALB,E. Europe & C. Asia,0.15151515,0.5042919857499992,0.5040097104130267,0.0155,0.5037865953932585,0.5052507205249704
ALB,E. Europe & C. Asia,0.16161616,0.5040484802300009,0.503903599875167,0.0165,0.504929412153846,0.5054301703727384
ALB,E. Europe & C. Asia,0.17171717,0.5034205001000006,0.503797186671363,0.0175,0.5060282123676014,0.5056316018757974
ALB,E. Europe & C. Asia,0.18181818,0.5036107238100004,0.5036904677786208,0.018500000000000003,0.5054760556136365,0.5058543385703815
ALB,E. Europe & C. Asia,0.19191919,0.5028238402499997,0.5035834401739478,0.0195,0.5047035278095242,0.5060977039927246
ALB,E. Europe & C. Asia,0.2020202,0.5026405673800006,0.5034761008343503,0.0205,0.5051926042322096,0.5063610216790609
ALB,E. Europe & C. Asia,0.21212121,0.50348316158,0.5033684467368348,0.0215,0.5040474836797455,0.5066436151656244
ALB,E. Europe & C. Asia,0.22222222,0.5031864140499999,0.5032604748584083,0.0225,0.504345077015707,0.5069448079886488
ALB,E. Europe & C. Asia,0.23232323,0.5025200760200003,0.5031521821760773,0.0235,0.5040955486551406,0.5072639236843686
ALB,E. Europe & C. Asia,0.24242424,0.5028272091699995,0.5030435656668483,0.0245,0.5047081999218745,0.5076002857890172
ALB,E. Europe & C. Asia,0.25252525,0.50403828012,0.5029346223077285,0.025500000000000002,0.5050853321978023,0.507953217838829
ALB,E. Europe & C. Asia,0.26262626,0.5023415002899999,0.5028253490757237,0.026500000000000003,0.5052128807234887,0.5083220433700378
ALB,E. Europe & C. Asia,0.27272727,0.5028677686300002,0.5027157429478413,0.0275,0.504824404057815,0.508706085918878
ALB,E. Europe & C. Asia,0.28282828,0.5024589824700002,0.502605800901088,0.0285,0.5053811905952384,0.5091046690215831
ALB,E. Europe & C. Asia,0.29292929,0.5027817247399995,0.5024955199124698,0.0295,0.5075761745633189,0.5095171162143876
ALB,E. Europe & C. Asia,0.3030303,0.5028289150599997,0.502384896958994,0.0305,0.5088820935844992,0.5099427510335252
ALB,E. Europe & C. Asia,0.31313131,0.50181123172,0.5022739290176671,0.0315,0.5088388695277215,0.5103808970152298
ALB,E. Europe & C. Asia,0.32323232,0.5022127707899999,0.5021626130654955,0.0325,0.5110559869248038,0.510830877695736
ALB,E. Europe & C. Asia,0.33333333,0.5027788927200003,0.5020509460794861,0.0335,0.5097318432237542,0.5112920166112771
ALB,E. Europe & C. Asia,0.34343434,0.5014143027499998,0.5019389250366455,0.0345,0.5118448464220183,0.5117636372980875
ALB,E. Europe & C. Asia,0.35353535,0.5016484161099996,0.5018265469139804,0.035500000000000004,0.512514735653631,0.512245063292401
ALB,E. Europe & C. Asia,0.36363636,0.5016948259900004,0.5017138086884975,0.036500000000000005,0.5124441724835167,0.5127356181304519
ALB,E. Europe & C. Asia,0.37373737,0.5019498906199998,0.5016007073372035,0.0375,0.5138385756696427,0.5132346253484739
ALB,E. Europe & C. Asia,0.38383838,0.5004820955000006,0.5014872398371046,0.0385,0.5146865795212189,0.5137414084827011
ALB,E. Europe & C. Asia,0.39393939,0.5015023164099989,0.5013734031652084,0.0395,0.51435805097619,0.5142552910693676
ALB,E. Europe & C. Asia,0.4040404,0.5002829657100001,0.5012591942985207,0.0405,0.5154705491638417,0.5147755966447073
ALB,E. Europe & C. Asia,0.41414141,0.5020410458200004,0.5011446102140485,0.0415,0.5163805953993247,0.5153016487449544
ALB,E. Europe & C. Asia,0.42424242,0.5014404923800002,0.5010296478887984,0.0425,0.5172328794289042,0.5158327709063427
ALB,E. Europe & C. Asia,0.43434343,0.5004255992299997,0.5009143042997772,0.0435,0.5178236976349025,0.5163682866651063
ALB,E. Europe & C. Asia,0.44444444,0.5008447756300005,0.5007985764239915,0.0445,0.5184396011408611,0.5169075195574792
ALB,E. Europe & C. Asia,0.45454545,0.5010029825600001,0.500682461238448,0.0455,0.5209367119249395,0.5174497931196953
ALB,E. Europe & C. Asia,0.46464646,0.5001143625199995,0.5005659557201532,0.0465,0.5199319318604648,0.5179944308879887
ALB,E. Europe & C. Asia,0.47474747,0.49987879785,0.5004490568461137,0.0475,0.5194585322853829,0.5185407563985934
ALB,E. Europe & C. Asia,0.48484848,0.50056073306,0.5003317615933366,0.0485,0.5206307485839735,0.5190880931877435
ALB,E. Europe & C. Asia,0.49494949,0.5005564029499995,0.5002140669388283,0.0495,0.5205823976294591,0.519635764791673
ALB,E. Europe & C. Asia,0.50505051,0.5003688597700001,0.5000959697424789,0.0505,0.5240165556894557,0.5201830947466157
ALB,E. Europe & C. Asia,0.51515152,0.5000267925399999,0.49997746721512526,0.051500000000000004,0.5230064184439084,0.5207294065888057
ALB,E. Europe & C. Asia,0.52525253,0.5001750400999999,0.49985855621705744,0.052500000000000005,0.5224702434928852,0.5212740238544771
ALB,E. Europe & C. Asia,0.53535354,0.5003538591199994,0.49973923372528195,0.0535,0.5228738964056945,0.5218162700798638
ALB,E. Europe & C. Asia,0.54545455,0.4997601630600005,0.49961949671680567,0.0545,0.5243998868692666,0.5223554688012
ALB,E. Europe & C. Asia,0.55555556,0.5002755178299996,0.4994993421686353,0.0555,0.5235710744703145,0.5228909435547193
ALB,E. Europe & C. Asia,0.56565657,0.50037180682,0.4993787670577772,0.0565,0.524413434457202,0.5234220178766563
ALB,E. Europe & C. Asia,0.57575758,0.4984266478200004,0.4992577683612383,0.0575,0.5254273547858012,0.5239480153032445
ALB,E. Europe & C. Asia,0.58585859,0.4993965074700004,0.49913634305602517,0.0585,0.5252960945006167,0.5244682593707183
ALB,E. Europe & C. Asia,0.5959596,0.49751455263000005,0.49901448811914445,0.0595,0.5261807294251498,0.5249820736153115
ALB,E. Europe & C. Asia,0.60606061,0.4978182944399998,0.49889220052760297,0.0605,0.526108117195402,0.5254887815732578
ALB,E. Europe & C. Asia,0.61616162,0.49862932362999957,0.4987694772584072,0.0615,0.5276825961361141,0.5259877067807919
ALB,E. Europe & C. Asia,0.62626263,0.49904059132999984,0.4986463152885639,0.0625,0.5259681750057673,0.5264781727741472
ALB,E. Europe & C. Asia,0.63636364,0.4995261203699994,0.4985227115950797,0.0635,0.5257491537514258,0.5269595030895581
ALB,E. Europe & C. Asia,0.64646465,0.49834017257999946,0.4983986631549613,0.0645,0.5257513947797358,0.5274310212632582
ALB,E. Europe & C. Asia,0.65656566,0.49779743400000054,0.4982741669452153,0.0655,0.5288175273997704,0.5278920508314819
ALB,E. Europe & C. Asia,0.66666667,0.4986996798300003,0.49814921994284844,0.0665,0.5282136448201435,0.528341915330463
ALB,E. Europe & C. Asia,0.67676768,0.4971449015499998,0.4980238191248674,0.0675,0.5286745009825318,0.5287799382964357
ALB,E. Europe & C. Asia,0.68686869,0.4977071032499998,0.4978979614682787,0.0685,0.5302251477419361,0.5292054432656337
ALB,E. Europe & C. Asia,0.6969697,0.49793671929999944,0.4977716439500892,0.0695,0.5279883350498343,0.5296177537742914
ALB,E. Europe & C. Asia,0.70707071,0.4976945840199993,0.4976448635473054,0.07050000000000001,0.5304491021108746,0.5300161933586425
ALB,E. Europe & C. Asia,0.71717172,0.49820180920000007,0.4975176172369341,0.07150000000000001,0.5299819010714286,0.530400085554921
ALB,E. Europe & C. Asia,0.72727273,0.4972447049999998,0.4973899019959818,0.07250000000000001,0.5298191444137931,0.5307687538993612
ALB,E. Europe & C. Asia,0.73737374,0.49727916402999944,0.4972617148014554,0.0735,0.5298501475678496,0.5311215219281966
ALB,E. Europe & C. Asia,0.74747475,0.49739581455000004,0.49713305263036134,0.0745,0.5305528654797443,0.5314577131776619
ALB,E. Europe & C. Asia,0.75757576,0.49665332906999937,0.49700391245970643,0.0755,0.5313609660634911,0.5317766511839905
ALB,E. Europe & C. Asia,0.76767677,0.49590076627999957,0.49687429126649724,0.0765,0.5303577032615385,0.5320776594834168
ALB,E. Europe & C. Asia,0.77777778,0.4967594910799997,0.49674418602774045,0.0775,0.531037370834202,0.5323600616121746
ALB,E. Europe & C. Asia,0.78787879,0.4961092409699995,0.4966135937204428,0.0785,0.5317832805763404,0.5326231811064979
ALB,E. Europe & C. Asia,0.7979798,0.49663401049000006,0.49648251132161086,0.0795,0.5333345701404214,0.5328663415026207
ALB,E. Europe & C. Asia,0.80808081,0.49652496511999955,0.4963509358082514,0.0805,0.5314748311776254,0.5330888663367772
ALB,E. Europe & C. Asia,0.81818182,0.49691854739999924,0.49621886415737093,0.0815,0.5326416159509798,0.5332900791452013
ALB,E. Europe & C. Asia,0.82828283,0.4962958472500005,0.4960862933459763,0.0825,0.5330340915121954,0.5334693034641269
ALB,E. Europe & C. Asia,0.83838384,0.49680043403000024,0.495953220351074,0.0835,0.5310069047940082,0.5336258628297882
ALB,E. Europe & C. Asia,0.84848485,0.49600517379000003,0.4958196421496709,0.0845,0.5324997517696618,0.5337590807784189
ALB,E. Europe & C. Asia,0.85858586,0.4948459689100001,0.4956855557187734,0.0855,0.5319205475071088,0.5338682808462536
ALB,E. Europe & C. Asia,0.86868687,0.4949040083399997,0.4955509580353885,0.08650000000000001,0.5319172480373835,0.5339527865695257
ALB,E. Europe & C. Asia,0.87878788,0.4959201930899996,0.4954158460765225,0.0875,0.5336446272718903,0.5340119214844693
ALB,E. Europe & C. Asia,0.88888889,0.4958297059399998,0.49528021681918233,0.0885,0.5333915821448726,0.5340450091273188
ALB,E. Europe & C. Asia,0.8989899,0.4942864023200003,0.4951440672403745,0.0895,0.5331288616898794,0.5340513730343077
ALB,E. Europe & C. Asia,0.90909091,0.49422254290999956,0.49500739431710583,0.0905,0.533846049690636,0.5340303367416703
ALB,E. Europe & C. Asia,0.91919192,0.49584891969000056,0.4948701950263828,0.0915,0.5327721648627789,0.5339812237856407
ALB,E. Europe & C. Asia,0.92929293,0.4956030096200002,0.4947324663452122,0.0925,0.5340030377201647,0.5339033577024527
ALB,E. Europe & C. Asia,0.93939394,0.4945407891999998,0.49459420525060066,0.0935,0.5328480022359734,0.5337960620283405
ALB,E. Europe & C. Asia,0.94949495,0.4939631284900008,0.49445540871955485,0.0945,0.5344367659419164,0.5336586602995379
ALB,E. Europe & C. Asia,0.95959596,0.49501382459000026,0.49431607372908143,0.0955,0.5348556941046613,0.533490476052279
ALB,E. Europe & C. Asia,0.96969697,0.49343327272000026,0.4941761972561871,0.0965,0.5343420444368345,0.5332908328227977
ALB,E. Europe & C. Asia,0.97979798,0.49410491060999995,0.4940357762778785,0.0975,0.534869266795967,0.5330590541473281
ALB,E. Europe & C. Asia,0.98989899,0.49351588998000023,0.49389480777116224,0.0985,0.5349836771856297,0.5327944635621045
ALB,E. Europe & C. Asia,1.0,0.4939223415999998,0.4937532887130451,0.0995,0.5353473118692303,0.5324963846033604
ARE,MENA,0.0,0.4074304812200003,0.40644589575343654,0.0005,,
ARE,MENA,0.01010101,0.40592271342000025,0.4063026803434987,0.0015,,
ARE,MENA,0.02020202,0.40568795964,0.40615741558713336,0.0025,,
ARE,MENA,0.03030303,0.4054422253300001,0.4060101462154147,0.0035,,
ARE,MENA,0.04040404,0.4051488785900003,0.40586091695941634,0.0045000000000000005,,
ARE,MENA,0.05050505,0.4055660932900003,0.4057097725502119,0.0055,,
ARE,MENA,0.06060606,0.4066343149100002,0.4055567577188755,0.006500000000000001,,
ARE,MENA,0.07070707,0.4060156314200001,0.40540191719648094,0.0075,0.40471174,0.41237023905432313
ARE,MENA,0.08080808,0.40419755421999976,0.4052452957141017,0.0085,0.40153768199999995,0.41135691493293414
ARE,MENA,0.09090909,0.4051930534699998,0.405086938002812,0.009500000000000001,0.41709704,0.410417914833696
ARE,MENA,0.1010101,0.40443786062999987,0.40492688879368544,0.010499999999999999,0.40749414662921346,0.4095519087735889
ARE,MENA,0.11111111,0.4058273407500002,0.4047651928177957,0.0115,0.41120693800000013,0.4087575667695927
ARE,MENA,0.12121212,0.4044145361700002,0.4046018948062168,0.0125,0.40978818951871665,0.4080335588386877
ARE,MENA,0.13131313,0.40508652536000084,0.4044370394900225,0.013500000000000002,0.40866785658450716,0.4073785549978542
ARE,MENA,0.14141414,0.40449299026999963,0.40427067160028674,0.014499999999999999,0.40975791692579494,0.40679122526407197
ARE,MENA,0.15151515,0.4041922355500002,0.404102835868083,0.0155,0.4066598293768545,0.4062702396543216
ARE,MENA,0.16161616,0.4031692967499998,0.40393357702448535,0.0165,0.40772345258575193,0.40581426818558297
ARE,MENA,0.17171717,0.4053007147899998,0.4037629398005676,0.0175,0.4062622812500003,0.40542198087483633
ARE,MENA,0.18181818,0.40440147521999986,0.4035909689274033,0.018500000000000003,0.40738611563714894,0.4050920477390619
ARE,MENA,0.19191919,0.4029746528900001,0.4034177091360666,0.0195,0.4072258299571736,0.4048231387952394
ARE,MENA,0.2020202,0.4020908225200004,0.40324320515763123,0.0205,0.40829382154296895,0.40461392406034963
ARE,MENA,0.21212121,0.4024793974200001,0.4030675017231707,0.0215,0.40589488421245445,0.4044630735513725
ARE,MENA,0.22222222,0.4031641491099993,0.4028906435637593,0.0225,0.4061628164801443,0.4043692572852878
ARE,MENA,0.23232323,0.40207776554999963,0.40271267541047046,0.0235,0.4084925212765954,0.4043311452790761
ARE,MENA,0.24242424,0.4024503682099994,0.40253364199437813,0.0245,0.40611833958691884,0.4043474075497173
ARE,MENA,0.25252525,0.40152162301,0.40235358804655624,0.025500000000000002,0.4058357921850082,0.40441671411419167
ARE,MENA,0.26262626,0.4029053790100005,0.40217255829807835,0.026500000000000003,0.4043463958832116,0.4045377349894793
ARE,MENA,0.27272727,0.4018206274500003,0.4019905974800183,0.0275,0.40425198773472454,0.40470914019256043
ARE,MENA,0.28282828,0.4021567047699999,0.40180775032345023,0.0285,0.405468604431487,0.4049295997404151
ARE,MENA,0.29292929,0.40116843871000024,0.40162406155944763,0.0295,0.40563701598901075,0.40519778365002346
ARE,MENA,0.3030303,0.40083018735999937,0.40143957591908436,0.0305,0.4045109390068966,0.4055123619383659
ARE,MENA,0.31313131,0.4020070276299998,0.4012543381334343,0.0315,0.40495703075880773,0.40587200462242207
ARE,MENA,0.32323232,0.40083085382000017,0.4010683929335712,0.0325,0.405151485775194,0.40627538171917266
ARE,MENA,0.33333333,0.40115852338000024,0.4008817850505689,0.0335,0.4045864307651006,0.40672116324559754
ARE,MENA,0.34343434,0.4012107800499992,0.40069455921550123,0.0345,0.40514384102244416,0.40720801921867683
ARE,MENA,0.35353535,0.3992887888000001,0.4005067601594419,0.035500000000000004,0.40503238756035603,0.4077346196553909
ARE,MENA,0.36363636,0.4006103775500001,0.4003184326134649,0.036500000000000005,0.40589577634682134,0.40829963457271956
ARE,MENA,0.37373737,0.3999011384199996,0.40012962130864393,0.0375,0.405411907386635,0.4089017339876432
ARE,MENA,0.38383838,0.3992834999400003,0.39994037097605256,0.0385,0.40587247662693676,0.4095395879171419
ARE,MENA,0.39393939,0.3998533633600003,0.39975072634676523,0.0395,0.4081134614777068,0.4102118663781958
ARE,MENA,0.4040404,0.4001483533299993,0.3995607321518552,0.0405,0.4090052744148323,0.4109172393877852
ARE,MENA,0.41414141,0.40041114383999993,0.39937043312239645,0.0415,0.4094231512903232,0.41165437696288987
ARE,MENA,0.42424242,0.40030487050999936,0.3991798739894628,0.0425,0.41019727300366304,0.4124219491204904
ARE,MENA,0.43434343,0.3994291716999996,0.3989890994841281,0.0435,0.41115619638633355,0.41321862587756664
ARE,MENA,0.44444444,0.39800895494999955,0.39879815433746596,0.0445,0.4128661547051596,0.4140430772510989
ARE,MENA,0.45454545,0.3979919491199996,0.3986070832805505,0.0455,0.4133076374597283,0.4148939732580672
