source,target,weight
17.4,5.3,0.23992733083251713
17.4,5.5,0.9282052390816198
17.4,6.2,0.21220451769819956
17.4,6.4,0.5680855257648839
17.4,6.b,0.23426587995460596
17.4,7.2,1.077171536983202
17.4,7.3,2.761490960959425
17.4,8.2,0.20455921265984922
17.4,8.4,0.6295911748827412
17.4,8.5,0.26653745692605707
17.4,8.7,0.7965972187458438
17.4,9.4,0.21033930491908465
17.4,11.b,0.760066232843201
17.4,12.2,0.6295911748827412
2.2,1.2,0.7911498124963274
2.2,10.7,0.26890639186693066
2.2,11.5,0.2393796633994694
2.2,11.6,1.1124329523861183
2.2,15.1,0.33657207103060227
2.2,16.2,0.37986931150646447
2.2,17.18,0.2717901361840975
2.2,17.19,2.1967245877860515
2.2,17.6,1.3226453268526366
2.2,2.1,0.37273456815422956
2.2,3.1,1.2005185802042815
2.2,3.3,0.6098190145041735
2.2,3.4,0.2772787265546446
2.2,4.4,0.15658532142506595
2.2,4.6,0.3175177524184047
2.2,4.c,0.15604085265384207
2.2,5.1,0.8529810363209915
2.2,5.3,0.13251538072791533
2.2,5.5,48.6452772832545
2.2,6.2,0.24579884378351705
2.2,6.4,0.6328577967001204
2.2,7.2,0.6334091228670856
2.2,7.3,2.35856966653281
2.2,8.2,0.18057278721261474
2.2,8.5,0.23708391384119387
2.2,8.7,0.7581040779834423
2.2,9.4,0.3089594283181864
2.2,11.b,0.7030369818206575
2.3,1.2,0.8414996083524279
2.3,10.7,0.24119533497790366
2.3,11.1,0.19502802176255787
2.3,11.5,0.2142746569799205
2.3,11.6,1.1943760554168161
2.3,16.2,0.39868431954303263
2.3,16.9,0.4593360943903296
2.3,17.18,0.3526655609321099
2.3,17.19,2.033853749970322
2.3,17.3,0.739086698150301
2.3,17.6,1.032233950934606
2.3,2.1,0.3447036413792917
2.3,2.2,4.035783074933482
2.3,3.1,3.0040207431030974
2.3,3.3,0.5018874794288012
2.3,3.4,0.2966613293337091
2.3,3.8,0.3756388434322206
2.3,3.d,0.58437064602839
2.3,4.4,2.384975891023689
2.3,5.1,0.8990521337620234
2.3,5.3,0.20002209338599267
2.3,5.5,12.079078260994226
2.3,6.1,42.32729996410079
2.3,6.2,7.110527149034487
2.3,6.4,0.6409061813695343
2.3,6.b,0.1870676894734057
2.3,7.2,0.6064739400631152
2.3,7.3,2.591582165767256
2.3,8.10,3.3486044065554865
2.3,8.2,0.4789213872015565
2.3,8.4,0.619713867261356
2.3,8.5,1.8040476180917986
2.3,8.6,13.43055542290148
2.3,8.7,0.878644483719205
2.3,9.4,0.2840095622534786
2.3,9.b,0.9807476496448249
2.3,11.b,0.6715602821532461
2.3,12.2,0.619713867261356
3.7,1.2,0.6005925022016558
3.7,10.2,1.1158210873566914
3.7,11.6,1.1258773655303396
3.7,15.1,0.319825287110183
3.7,16.2,0.3667452878784529
3.7,16.6,4.258903950605419
3.7,17.11,1.454668583873989
3.7,17.17,2.3134859408400263
3.7,17.18,0.27147804539034087
3.7,17.19,2.088102123676593
3.7,17.6,4.064492864718206
3.7,2.1,0.3538409206959544
3.7,2.5,0.38482540058128584
3.7,3.1,2.933108446698174
3.7,3.2,2.7347703654465687
3.7,3.3,0.5101629083595023
3.7,3.4,0.9175195000612323
3.7,3.5,0.5277790694488439
3.7,3.d,4.715706816185839
3.7,4.1,1.4060293207009986
3.7,4.2,14.541482762822463
3.7,4.4,2.197085277893113
3.7,4.c,0.6527551796615835
3.7,5.1,0.39785183407183383
3.7,5.5,1.040952948796893
3.7,6.2,0.24177120606627972
3.7,6.4,0.42915395618976254
3.7,7.3,8.501713479143318
3.7,8.1,0.2826707235395144
3.7,8.2,40.22099198470827
3.7,8.4,0.7701639212106034
3.7,8.5,3.670165905620629
3.7,8.7,4.077158008252723
3.7,9.4,0.4487477361071796
3.7,9.b,2.3126723824092994
3.7,11.b,0.7314030128028626
3.7,12.2,0.7701639212106034
3.8,1.2,0.8777914642612643
3.8,11.1,0.17322905450646425
3.8,11.5,0.28608798789742107
3.8,11.6,1.0317738477860854
3.8,15.1,0.3647193010055098
3.8,16.2,0.6954820261719665
3.8,16.6,6.53498013645004
3.8,17.18,0.45958350466018444
3.8,17.19,2.3401093832124436
3.8,17.6,3.8202783693606985
3.8,2.1,0.31678998091478344
3.8,3.1,0.7201675106790444
3.8,3.3,0.6723461013380937
3.8,3.4,0.14105433216862043
3.8,3.5,2.6537308500592576
3.8,3.7,0.9807379387697945
3.8,4.2,4.7288994241243385
3.8,4.4,0.7729502586407957
3.8,5.1,0.7583301647485649
3.8,5.5,0.6666874412874673
3.8,6.2,0.2948578796015467
3.8,6.4,0.7486510548919552
3.8,7.2,0.4668321705421968
3.8,7.3,3.0955687386254604
3.8,8.1,0.5849925566895624
3.8,8.2,1.0869625965494387
3.8,8.3,48.25480067514277
3.8,8.4,11.718939591164148
3.8,8.5,0.20689540304419665
3.8,8.7,0.6467753218611042
3.8,9.4,0.31754728326908344
3.8,9.5,3.680277916345899
3.8,11.b,4.304473556510924
3.8,12.2,11.718939591164148
3.b,1.2,0.8355184529708505
3.b,10.7,0.2686207698005679
3.b,11.5,0.21520863338149102
3.b,11.6,1.2998560411095157
3.b,15.1,0.4003045148712823
3.b,16.2,0.40896848977564754
3.b,16.9,2.5434593859658197
3.b,17.18,0.5432847422609784
3.b,17.19,1.971558937036316
3.b,17.3,2.1572580101044667
3.b,17.6,1.042173981573235
3.b,2.1,0.3752750032205696
3.b,3.1,1.1859287867145265
3.b,3.3,0.4652097050018055
3.b,3.4,0.23969962463047642
3.b,3.8,0.2800098768239995
3.b,3.d,0.29930735187444396
3.b,4.4,0.20097524564693406
3.b,4.c,0.12381299359669838
3.b,5.1,0.7641836166765985
3.b,5.5,0.8144547704175469
3.b,6.2,0.28422218190468074
3.b,6.4,0.5523408970916487
3.b,6.b,0.2070493442850115
3.b,7.2,0.6356755222082513
3.b,7.3,2.871128671951703
3.b,8.2,0.18502041758314267
3.b,8.4,0.8235485364582691
3.b,8.5,4.38670532261442
3.b,8.6,42.09686815139355
3.b,8.7,0.851154484154539
3.b,9.4,0.26778907632021115
3.b,9.b,3.746495081835124
3.b,11.b,0.6262778758016553
3.b,12.2,0.8235485364582691
3.d,1.2,0.8068966045438263
3.d,10.7,0.16500908585163246
3.d,11.1,4.379981287719793
3.d,11.6,0.9892053524582298
3.d,15.1,0.30500993091751444
3.d,16.2,0.3456244288491455
3.d,17.18,0.43379254263169553
3.d,17.19,2.0676525691261376
3.d,17.3,0.4153603722484282
3.d,17.6,1.066520439753576
3.d,2.1,0.29883480535364537
3.d,3.1,1.1676504557270706
3.d,3.3,0.49149664349402766
3.d,3.4,0.26942161981163054
3.d,3.5,0.29660810540756216
3.d,3.8,0.31547018872883964
3.d,4.2,0.360592312246441
3.d,4.4,0.2041164131034299
3.d,4.6,1.138084430697701
3.d,4.c,0.12636299895613737
3.d,5.1,0.9818071707558259
3.d,5.3,0.18661014620337954
3.d,6.2,0.27788974504225755
3.d,6.4,0.8289937910665575
3.d,6.b,0.2202401550122402
3.d,7.2,0.9724893513256795
3.d,7.3,2.7572462193508223
3.d,8.10,39.2721620968756
3.d,8.2,0.1953562931823215
3.d,8.4,0.5375363368035367
3.d,8.5,0.34468083346907746
3.d,8.7,0.6478855280789155
3.d,9.4,0.3806343206143849
3.d,11.b,0.6210919072565582
3.d,12.2,0.5375363368035367
4.1,1.2,0.74300784055458
4.1,10.7,0.3861681273789659
4.1,11.5,1.141910989777783
4.1,11.6,1.0173078310165433
4.1,15.1,0.31249320419605675
4.1,16.2,2.986324953088508
4.1,17.18,0.48115614216430624
4.1,17.19,2.035747288682657
4.1,17.6,1.0428540502374901
4.1,2.1,0.3391665262072935
4.1,3.1,1.2301716945775458
4.1,3.3,0.45327667043904046
4.1,3.4,2.0131204161120504
4.1,3.8,0.300813612910614
4.1,3.b,3.5989392672595404
4.1,4.2,1.6385593647850056
4.1,4.4,0.270366863827755
4.1,4.c,0.7360089434207996
4.1,5.1,0.5621817806038194
4.1,5.3,0.2354628530482023
4.1,5.5,0.8640901316049475
4.1,6.2,0.2579836326526382
4.1,6.4,0.6243606551537189
4.1,6.b,0.21707561124552754
4.1,7.2,0.6145799477736452
4.1,7.3,4.5591292282543305
4.1,8.5,0.38046254444336625
4.1,8.7,1.0306008627160883
4.1,9.1,39.47497009878627
4.1,9.4,0.3730519349965712
4.1,9.b,0.35411123282156076
4.3,1.2,0.7924251375105174
4.3,10.7,0.2191623242512139
4.3,11.5,0.22284116674715196
4.3,11.6,1.110309093232831
4.3,12.2,0.9071190051450876
4.3,14.4,2.745175973724512
4.3,15.1,0.3293982676554753
4.3,16.2,0.373297069256244
4.3,17.17,0.9612342036326179
4.3,17.18,0.3175871082396887
4.3,17.19,7.507109223780281
4.3,17.3,6.531903538475884
4.3,17.6,0.9451925140035905
4.3,2.1,0.35802550856582327
4.3,2.3,1.7422701553226236
4.3,2.5,0.16868342459280936
4.3,3.1,1.1810324030917925
4.3,3.3,1.533547441785836
4.3,3.4,0.33180409993492127
4.3,3.8,0.28244310569465836
4.3,3.c,0.23689063361881268
4.3,4.4,0.24388371672814443
4.3,4.c,0.17995858556128394
4.3,5.1,4.749955916140457
4.3,5.3,0.16984719584971011
4.3,5.5,6.834270421256048
4.3,6.2,0.3672932604897825
4.3,6.4,0.40686993551845707
4.3,6.b,0.22866643031204045
4.3,7.2,0.5960563707231745
4.3,7.3,7.3351501067430025
4.3,8.2,0.3281849042724988
4.3,8.4,0.9071190051450876
4.3,8.5,3.631412272109745
4.3,8.7,0.7600308073290383
4.3,9.4,45.34297045362045
4.3,11.b,0.6822622850119067
5.5,1.2,0.7926398190947027
5.5,10.7,0.25029153219996225
5.5,11.5,0.14693722134586584
5.5,11.6,50.21868542984844
5.5,15.1,0.3410384913126991
5.5,16.2,0.3691359906182897
5.5,17.18,0.45692560337914256
5.5,17.19,2.147946057676178
5.5,17.3,2.867888139492862
5.5,17.6,1.2929447064588477
5.5,2.1,0.409154673205168
5.5,3.1,1.1133434959448796
5.5,3.3,0.5149983437572434
5.5,3.4,0.2682340505076503
5.5,3.8,0.2644062802785655
5.5,4.4,0.1681716863824612
5.5,4.c,0.1503780280150606
5.5,5.1,0.789460416132967
5.5,6.2,0.3541560624374322
5.5,6.4,0.567119363650135
5.5,7.2,0.5977028390467358
5.5,7.3,2.8583104325953337
5.5,8.2,0.20829349832904082
5.5,8.5,0.3078791315587415
5.5,8.7,0.8933599585771589
5.5,9.4,0.35348462082533494
5.5,11.b,0.796371074075746
6.2,1.2,0.7435990812209793
6.2,10.7,0.18018877037089345
6.2,10.b,0.29567358453309633
6.2,11.5,0.2133070019260252
6.2,11.6,1.0966850855219707
6.2,12.2,51.07964412695005
6.2,15.1,0.42790379511138016
6.2,16.2,0.3090362453458861
6.2,17.18,0.28726675326801726
6.2,17.19,2.154668069164491
6.2,17.6,1.0095067913845601
6.2,2.1,0.3491681430728435
6.2,3.1,1.3075978777744435
6.2,3.3,0.5636526681046923
6.2,3.4,0.28203036766055206
6.2,3.8,0.27164028983788274
6.2,4.4,0.14353660094074366
6.2,4.5,0.16060714755653271
6.2,4.c,0.9738274985280704
6.2,5.1,1.040277800117293
6.2,5.5,0.9835449007698787
6.2,6.4,0.6202659075593253
6.2,6.b,0.26970543465436403
6.2,7.2,0.4881313986863862
6.2,7.3,2.6801812174315276
6.2,8.2,0.20115720790963912
6.2,8.4,51.07964412695005
6.2,8.5,0.31613909816037994
6.2,8.7,0.7856875090408985
6.2,9.4,0.25198335341392364
6.2,11.b,0.6977865059953251
6.2,17.2,0.29567358453309633
8.2,1.2,0.7855905801953318
8.2,10.7,0.21761818699499777
8.2,11.5,0.2087550861905788
8.2,11.6,0.9891124437307344
8.2,15.1,0.3388748037623626
8.2,16.2,0.35848848715358794
8.2,16.6,40.073871814078146
8.2,17.18,0.48001234460073916
8.2,17.19,1.9287269622741228
8.2,17.6,1.2988429236037
8.2,2.1,0.4010296252284288
8.2,3.1,1.2102812329995327
8.2,3.3,0.6024006838099508
8.2,3.4,0.26984270459522613
8.2,3.5,0.159479736843437
8.2,3.8,0.3040805166272483
8.2,4.2,0.3887454488184635
8.2,4.4,0.1506288735933141
8.2,4.c,0.1277405453620701
8.2,5.1,0.6965015906708913
8.2,5.5,1.005953199710029
8.2,6.2,0.33291888760651295
8.2,6.4,0.5391909222029593
8.2,6.b,0.3053690924206275
8.2,7.2,0.5942100649452174
8.2,7.3,2.5849430310545896
8.2,8.4,0.5102584824118521
8.2,8.7,0.9500424511303907
8.2,9.4,0.3001468117006264
8.2,11.b,0.6595234597455725
8.2,12.2,0.5102584824118521
