target_intervened,statistic_bottlenecks,mean_bottlenecks,statistic_accelerators,mean_accelerators,budget,spillovers
1.1,-0.35070195255030834,0.044206905696201226,-0.1864277018518196,0.20534086575182217,938.7677449268655,0.007181256879541376
1.2,-0.5250018456747336,-0.1156531573537567,-0.3376368250228866,0.11091964368772907,1385.503947314667,-0.019331510278288645
1.3,-0.25356536250487927,0.19468561101372223,-0.12432831496435383,0.2954670028295514,720.5500884163334,0.0022134417722065734
1.5,-0.37386583816572966,0.051087401540740256,-0.19183714507531044,0.2525723512984357,364.2217259858205,0.002031394499845319
10.2,-0.28840404769909994,0.1282117812409211,-0.11405530346063977,0.33049998025849814,502.84210795282047,-0.0007635110435076819
10.7,0.002883527002120956,0.6597199778079814,0.04735994154191564,0.5183936453525337,36.58040922410897,-0.00016049810637528948
10.b,-0.35034104676647915,0.0594213638638796,-0.16547649655909283,0.2487121561722327,1.1774386052884613,0.00068158751633312
11.1,0.11178261310095454,1.2272782158092506,0.20705574031711843,0.7959114404847107,471.34389441664104,0.006679427056645076
11.5,0.14791479105794592,1.6301715752788808,0.14646286272315187,0.6619794446944287,587.5186050309937,0.0009322913389556188
11.6,0.0053314128481881185,0.7047570754761739,0.1396666870218784,0.6076692055370639,16.414852825666667,0.0056843589922587826
11.b,-0.13078835939778977,0.3484424467078346,0.005717316876393038,0.5182066294206169,85.81702639474359,0.00460595719288194
12.2,-0.19428798426570398,0.2535642850195982,-0.000746607467671455,0.44159228987800203,28.683571903358978,0.0003837044635869472
14.4,-0.30811695924051186,0.10286372676162335,-0.1344996854900064,0.2928839810167215,3.061921937564102,-0.012441918057979688
14.5,-0.3797694312160769,0.022236931035445395,-0.18327984609554365,0.2417187394512443,9.06820143048077,0.004986471488599753
15.1,-0.024627206549472275,0.5278420358467645,0.030454867061009992,0.4670763758482241,49.639202690044876,0.0
15.6,-0.33740690639542625,0.08780850273761798,-0.15944184851566104,0.24755796469539956,9.715855564967947,0.010787043224728978
16.1,-0.13694663592238154,0.3514005669239381,-0.13005856179658312,0.27996288734140123,414.3257284206794,0.0016998170948585578
16.2,0.006619082183179935,0.7803273009665859,-0.03957518265429913,0.37190432398701456,110.4638300550513,-5.4219684069575796e-05
16.5,0.2403824746828904,1.2997805468483161,0.3969634726247401,1.2805913122655934,26.200198414403847,-0.0007465981106192672
16.6,-0.17585079883208418,0.28255868192628014,-0.05624265029497414,0.3733745114168511,1009.5079146509618,-0.0004906759531854406
16.9,-0.3976504587935458,-0.006011390762510204,-0.20720096478705916,0.20008844012175547,2.8400556763012825,0.0
17.1,-0.22451712436304383,0.23105779978016872,-0.09238597617056286,0.33669183736532954,127.04055782434618,0.005497767949332993
17.11,0.15030526489380316,1.0113083361680937,0.29000792276976833,0.8928125430342118,22.067686382852564,0.000357208168072082
17.17,-0.12537843085832487,0.36478695574596076,-0.05037982804808531,0.31440201780210153,15.564233252442307,-0.012750064858670288
17.18,-0.09301694581307675,0.40769453356959107,0.12759398647477016,0.6250982805129748,7.87493739171795,0.003286749154050543
17.19,-0.15611222822493936,0.366319037160827,0.0030674720012629857,0.4417035772807206,4.646115982551282,0.007687640633510138
17.2,-0.30568712927720876,0.10630700714143014,-0.11774978196450518,0.2955697680681198,1.1774386052884613,0.00068158751633312
17.3,0.12394815704362219,1.0011701953482453,0.2895318629974525,0.9656300004103294,30.009173533493588,-0.0014180204825841453
17.4,0.013607325763832038,0.7156455243335301,0.16334994778148068,0.6562541776541061,547.8825676836603,-0.0027338804075394034
17.6,-0.4019242401119301,0.001250985295573801,-0.17915662413650266,0.20625424157761832,20.42936892251282,-0.0016598503921608917
2.1,-0.20749639172893833,0.2883432544918881,-0.05719906266832196,0.36849836193752206,409.4370845886154,0.0006242291654598472
2.2,0.12796837265558134,0.9188484539873215,0.13186715140290867,0.6630547297242504,345.4805842777436,0.008997905406929433
2.3,0.1629184481509978,1.6388641048351054,0.13018063730573268,0.6162251191401733,609.3415479011027,-0.0009109530917801907
2.5,-0.01656883851858596,0.8725149726537659,-0.006418483093357251,0.415922802762235,74.7291490135577,0.0025895221919521837
3.1,-0.42807850418972554,0.0002401214068137869,-0.3264504898281815,0.12976486940361417,1715.827306723821,0.004266241124513796
3.2,-0.42847070161088996,-0.00016652405954053505,-0.6524474479063961,-0.1560209803495283,2190.135936467372,2.2521773769710882e-05
3.3,-0.22883979614179623,0.20802903118905577,-0.049372784483030514,0.40470449773952344,30.78420992592949,-0.004354786089912484
3.4,-0.15217698431692664,0.31366935234614446,0.06643900233220512,0.5612959615699158,1644.4197733833657,0.003550803930346016
3.5,-0.053879796185629436,0.5340299607359323,0.014839318857604769,0.49754010893913775,78.97565472820513,0.005208883329363997
3.6,-0.2900914027599181,0.17042285595462198,-0.11101834084283572,0.3148205605707144,174.36284852661538,-0.0003690638762763697
3.7,0.3623924753513824,2.22676975472908,0.40107123334020195,1.3265394033471756,830.0389579018524,0.0041280353346879696
3.8,0.11637808048650936,0.8533878446077207,-0.10545564793614301,0.2863250497445686,2258.041504044385,0.00600572436683868
3.9,-0.29065077826220337,0.13617452946929218,-0.10224891890410832,0.31625363643843274,55.604973161660254,-0.012110928551039325
3.a,-0.1330881043394966,0.37332685129882537,-0.01687070016434289,0.40341543302253297,30.252990979173077,0.02407219284998956
3.b,0.016918279336108122,0.6822170428960023,0.051020219010941475,0.4837611047811712,27.378745351865383,0.008651814289937757
3.c,-0.12441844329942472,0.43257920233183456,-0.055435450137078714,0.3841475880066124,37.507026020096156,-0.00503451093399247
3.d,0.005609906435216721,0.7167694384140146,0.05912474764547357,0.5022247609423977,56.23245110499359,-0.0006068626232004434
4.1,0.041742600799994645,0.8266925616126423,0.019084911230438376,0.4439522633755596,2381.70338491864,-0.00188544019485651
4.2,-0.17452195775465437,0.28047800234862535,-0.5252719783886196,-0.03077688869352025,2227.6723230485372,0.007288302008873042
4.3,0.10753700491228635,1.2380154786465367,0.16499977697799512,0.6741574047394727,1572.965112483327,-0.0019055885387725341
4.4,-0.20341228915508858,0.2725100750922088,0.046274630092941124,0.48489561178063306,1246.696224353109,0.0002546538223245381
4.5,-0.11374989427428958,0.3593247425344773,0.05705522077225963,0.5273594334684671,891.3351097240769,0.006765507371869759
4.6,-0.08722912844906437,0.469621934447301,-0.4911898598343402,-0.026016250398593135,2400.4999646648776,-0.004086533480760383
4.c,-0.11606159156974825,0.3499262062255317,0.15719157430621297,0.6215598012014083,1424.5099803484734,0.0026963079227846766
5.1,-0.08438773740122558,0.46963599559334884,0.031885995738653194,0.4647097038978003,90.82177765475642,0.015964903868528363
5.3,-0.10335768604182025,0.5742434613416142,0.021741884243960848,0.45698892512344436,12.92806918729487,-0.0038001039545630436
5.4,-0.39404744510068535,0.02448622495687785,-0.18864146432399187,0.22341098360071948,1.1470725464102567,0.004483964153325936
5.5,0.005786615870574752,0.8052247879482329,-0.06500714496095422,0.33835498265380076,112.67552258551925,-0.003095661156435732
6.1,-0.8278477320782479,-0.33131548404089456,-0.42955090493646014,0.0035609997147864813,508.51667268025636,0.025305266946476366
6.2,0.08906204663586964,0.9709187546758994,0.2291227483781695,0.8383841774455939,489.8185559620129,0.004736286030243355
6.4,-0.1023936025786461,0.5671384889526814,0.032311557940784975,0.45979432920236557,1026.7797967486345,0.00031946275813673044
6.b,-0.3646378869099991,0.025037725479840466,-0.18335199753267814,0.24368885522821826,2.566669718108975,0.004892852639268842
7.1,-0.3188057359140162,0.09526335308172773,-0.4693513898635163,0.00015661522624519364,2036.9556970601602,0.0005011000392261358
7.2,-0.07787466148850455,0.7210479552006555,-0.026605046079285592,0.4231750658078311,533.393877421455,0.00567726293886712
7.3,-0.4444995758705998,-0.02536784852145626,-0.12919821524416114,0.24277491391466438,1013.9168960964744,-0.0018704037578167372
8.1,-0.27727194274457106,0.14573523610916989,-0.08988061213101159,0.3600417556400445,10.478437045269231,0.001063222915894269
8.10,-0.3964466294157154,0.00508115842970443,-0.1870631564899445,0.21374530552643842,78.84168974320512,0.0037973554039764557
8.2,0.056883600820178584,0.7910979514873377,0.2797406681114807,0.872131874903942,22.595507430961536,0.012991771536109118
8.3,-0.12697258448178178,0.3807322546395011,-0.05965451054944083,0.3248419735629624,120.74245230180128,0.031910081354996025
8.4,-0.12293237664165126,0.33298669586489843,0.045381975907471096,0.43729733994898073,12.410942574038462,0.0018576173108050668
8.5,-0.16077814226637693,0.26697074119838193,-0.05308946270057778,0.39014193507038053,48.07095074127563,0.0040527549472582376
8.6,-0.13087177650000126,0.3733431347456644,0.033232346921894945,0.522284733276819,91.97568252947437,0.016889487613303555
8.7,-0.31422657922600905,0.09740570959305786,-0.14101717057635998,0.2769567961967229,7.844571332839744,0.0005010614927254988
9.1,-0.2286458451471775,0.20376629434878504,-0.18802838042604816,0.20822626507441896,1840.6501036946286,0.0002925746898497206
9.2,-0.11216681863428705,0.4438385817925636,-0.049567813560861415,0.3763805550346357,617.5989868148525,0.003654360654397886
9.4,-0.14705053710617505,0.4194813339074009,-0.11169062357338005,0.29842133754987993,9.48877979423718,0.031080270921029576
9.5,-0.08493413992901276,0.457258505481965,0.004911845050154576,0.450999084611988,254.31516340348077,-0.00652059008966118
9.b,-0.07943554820883356,0.5172493366242021,0.07244702402646261,0.5261406684895696,146.79784592528205,-0.00038456474769832264
