source,target,weight
10.7,11.1,0.7003832315382242
10.7,14.4,0.28052096542891275
10.7,14.5,0.6324028055030592
10.7,16.5,0.11922244077856786
10.7,16.6,2.215761607903385
10.7,16.9,0.24738144054937466
10.7,17.1,0.2955608613660608
10.7,17.19,0.5502548508747567
10.7,2.1,1.023029020283686
10.7,3.c,0.22317707643451457
10.7,4.2,1.5517635353652386
10.7,5.4,0.591576487503465
10.7,6.1,0.8387556122183373
10.7,6.b,0.4675103530758414
10.7,7.2,0.3536951097236772
10.7,8.6,0.50621348102339
10.7,11.5,0.10639880861760184
11.1,1.5,0.1774935694337308
11.1,10.7,0.8297178902532227
11.1,11.6,0.2680060384906969
11.1,14.4,0.24932760697046508
11.1,14.5,0.5223359250059931
11.1,16.5,0.1848401744874984
11.1,16.6,2.0471500289038715
11.1,16.9,0.2007689145113109
11.1,17.1,0.4656683477713228
11.1,17.19,0.5176907594681159
11.1,2.1,1.064312479222625
11.1,3.c,0.22980863501411497
11.1,4.2,1.7847940042622827
11.1,5.4,0.5727244421466553
11.1,6.1,1.0020699382135783
11.1,6.b,0.5669918344451154
11.1,7.2,0.3049975159372965
11.1,8.6,0.6341234193175642
11.1,11.5,0.2252541745738798
11.5,10.7,0.8057227675699987
11.5,11.1,0.1419370959748863
11.5,14.4,0.25753443235992235
11.5,14.5,0.6126714889734368
11.5,16.5,0.207264327087326
11.5,16.6,4.265513926642707
11.5,16.9,0.34913119788592933
11.5,17.1,0.543698647030141
11.5,17.19,0.4333142267331067
11.5,2.1,0.9742515823082183
11.5,3.6,0.12570559702555378
11.5,3.c,0.27860796131749044
11.5,3.d,0.3196772695444749
11.5,4.2,1.7254697500515754
11.5,5.4,0.6195053989091357
11.5,6.1,0.8926138318121752
11.5,6.b,0.5554987146524216
11.5,7.2,0.608880268161068
11.5,8.6,0.649420171169006
11.6,10.7,2.2634380245469563
11.6,14.4,0.21216029474786866
11.6,14.5,0.6255747229896121
11.6,16.5,0.1520835168193359
11.6,16.6,2.1694002869315603
11.6,16.9,0.29329984548801563
11.6,2.1,1.0179225153832168
11.6,3.c,0.5244988586260494
11.6,4.1,0.6813008712788537
11.6,4.2,1.740668562241498
11.6,5.3,0.24431516025291236
11.6,5.4,0.6108560658481345
11.6,6.1,0.738129847016178
11.6,6.b,0.6502204505820833
11.6,7.2,0.3477756337492393
11.6,7.3,3.1768318283105863
11.b,1.5,0.22161742018015995
11.b,10.7,0.8494128287382222
11.b,11.1,0.22004849576870586
11.b,11.6,0.2497682766520553
11.b,14.4,0.26823471705116875
11.b,14.5,0.5321304910723818
11.b,16.5,0.1565538516122417
11.b,16.6,3.2780411962307836
11.b,16.9,0.4888926276938555
11.b,17.1,0.510335495770736
11.b,17.19,0.9794673612354777
11.b,17.6,0.35940697360478635
11.b,2.1,1.0818529773007703
