programCode,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
8S211,859.7022511369057,812.2847704556914,987.5222014960556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8S212,29.146457454762672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8S470,172.45702868854815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8S498,73.12645725109772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8U007,0.1575945971953244,0.3713133298782562,0.2598300666420586,0.1715790699213918,0.0,0.1641338362479867,0.0,0.0,0.0,0.0,0.0
8U013,3.787687389218204,4.624859726307852,4.372869797243511,5.152875599256927,4.166194838825639,4.545753889760856,5.03287632799272,3.875574659316336,4.125709451293576,15.186259417044177,21.778260792882644
9E013,33.42138587787414,52.66341300559723,49.77740323078612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9G001,25.829715965372404,31.91861764393589,28.823453784278904,26.46914492830676,29.001468616173707,29.233038128693355,26.424001527429336,26.240617326778136,25.78504718922578,26.737564028628,24.673311283746354
9S071,49.20599401300221,90.625000768354,115.29641329733334,103.91575371857184,101.70169519643017,84.954066453938,115.095117344821,121.18442849590264,120.61265551630198,70.05955195872345,67.16685366308762
9S371,24.055467459848582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10S214,1.490790246855097,8.17594988885336,12.823881689286464,10.176756543851136,23.432587773792385,10.473359572941437,7.678683996355996,0.0,0.0,0.0,0.0
10S714,7.317158092917252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11B001,138.52298972162532,190.75027846249577,170.9292538627113,207.67247724860655,144.00187187750876,179.04427661761198,0.0,0.0,0.0,0.0,0.0
11B002,26.03560240754249,20.91596477752277,15.763879960644058,17.60358266541721,5.509454624056216,1.60172077638178,0.0,0.0,0.0,0.0,0.0
11E001,434.3924051357805,255.10759177187336,327.6305820241251,323.98107820801147,0.1619219417215398,0.0,0.0,0.0,0.0,0.0,0.0
11E002,5.95088304273684,7.362246762922817,13.924693058528838,0.3988452937234469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E003,38.465634051683445,42.93912507140961,47.637445189549766,50.44690980721253,49.08526949575838,33.06534561154406,10.025874742992167,22.15846903669352,11.24486731953062,11.73242696191198,15.142947480768283
11E005,139.01051928618764,134.2507226079122,141.78747980593724,149.33202826815528,157.90322544763276,148.68520392528188,161.2701836034076,166.33253072910136,160.18132532978922,153.52869894525887,164.2445596580883
11E006,98.96297231870408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E007,311.1489783025929,326.6685270637624,326.99821512193625,365.67357062456347,441.28845129909394,455.949447643094,451.95577480834265,484.8313190268907,2387.161255772974,2377.0979991028776,2385.4312945379484
11E008,2373.8333422200158,2472.109417558376,2556.647561876849,2341.895824870013,1722.52203116463,1723.3541769752337,1825.8216631185148,1937.3175989004571,0.0,0.0,0.0
11E009,20.37688303119571,16.087935459498098,24.550284365047407,33.8467124146891,33.19011431541462,16.577458846884134,6.980680508774896,13.49993680313843,18.05520542950301,17.132853996616536,14.120753593756428
11E014,10.188473181801964,23.672186704550555,7.736980610581568,8.371449406382945,7.995630614115553,0.2527180034771721,0.0,0.0,0.0,0.0,0.0
11E015,2.997034411381239,4.356353512590614,5.95476236349407,7.085073282937576,2.2221298400993827,2.220520228601779,0.0,0.0,0.0,0.0,0.0
11E016,15.107253448046905,17.140189971638286,15.829621883208462,15.079243512053631,48.0703036287668,19.087315187483416,21.77234179093647,19.707035564055246,19.018577816932677,16.41667832605019,16.923323360412137
11E038,11.875840522315352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E040,0.0229767767747323,0.0250393054484157,0.0172678146586348,0.0092258752213012,0.0099341654698415,0.0045255230813726,0.0,0.0,0.0,0.0,0.0
11E042,32.24579137957752,49.63893289479245,47.80886056201224,49.33634101102444,50.87851309241872,51.29827332674921,52.78201199989895,66.53541321198972,70.0188528416621,0.0,0.0
11E043,57.035420192840014,7.43028532963167,6.417130950224406,6.244715785015189,6.075256910756428,5.670928375025757,0.0,0.0,0.0,0.0,0.0
11E044,4.347744270322212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E045,2.798408735244079,0.0,0.0,18.012259028057386,18.76693323468989,16.053405426446663,0.0,0.0,0.0,0.0,0.0
11E046,0.2143983914770169,7.4758559783914205,7.133324930756704,10.34373605932933,11.680673677661316,10.81292309755569,0.0,0.0,0.0,0.0,0.0
11E047,7.801435317390548,12.38745894883424,11.85905659888175,15.573349779923948,15.25981962556058,18.787122214412992,13.04598269515249,12.864181840441816,18.28983290454405,29.369124722621333,29.0481633869382
11E049,73.4967093349674,183.19508094139408,165.90785482021738,149.2715375866331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E342,2.655137793160102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E343,8.797918032799547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E900,11.790137855594134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E907,54.67943361903954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E908,86.02897590821404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E909,60.65035429931343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E913,50.21634446382571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E921,66.27810162420188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E922,7.290591178662207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E923,4.705517439575751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E945,9.18614488511438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E952,17.674160433120502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11E954,27.984087352440795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11G001,63.3583138247673,41.094287290589584,37.817634672241006,35.10924941079122,28.62699394811657,27.66746028155833,34.7767762322679,28.55390505920421,23.48386851000078,46.98717866305245,41.58054198171512
11G900,10.41946886184538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11G901,10.196970770853538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11K009,48.420737029987805,85.59098955855383,147.7818396395685,153.5754993829088,157.735123097466,161.27891379853918,147.72138278941435,94.2915415403734,27.34628889340865,2.092838243970941,17.11442456678565
11K010,1.5855992301701394,10.761738941103118,18.761104540141403,6.75059649497979,1.241526824373544,1.0696428126414876,0.0,0.0,0.0,0.0,0.0
11K027,4.412354225770868,4.857646752920802,5.449222379172076,20.51750760778523,69.82207768335651,35.47824073728005,41.63301018047514,44.043575667924266,36.856630059683965,46.76302797296711,35.26219014266524
11K309,4.023011397509354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11S022,163.92490130815202,193.19897604671127,174.16264754029018,186.5428590440331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11S024,30.06748645451628,102.67714840043888,115.18254129591628,120.19355149934276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11S027,36.09481134576139,44.065366770938496,39.63109615057971,46.47305516040511,48.09924037026923,48.14608430679889,0.0,0.0,0.0,0.0,0.0
11S028,62.584054809009416,97.55448970835606,113.64591316378068,107.68414201735864,100.6465140307824,167.15004727494411,0.0,0.0,0.0,0.0,0.0
11S029,92.34494568779164,104.633582687682,103.35480686044652,129.9112848222769,112.4108330065976,129.8259713521515,95.518270740083,63.01961069688737,0.0,0.0,0.0
11S030,76.99108541564476,76.56579701661367,74.28142295641067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11S031,20.877324306377787,23.896874439277195,22.01506650624434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11S033,7.918656977193166,5.357631761128503,14.537566736650398,13.028040713055974,12.525400612050507,5.641976010616067,0.0,0.0,0.0,0.0,0.0
11S035,7.145515262943997,27.77095400681905,18.650171357226736,18.001946371007204,57.02204213569197,17.336355932554074,0.0,0.0,0.0,0.0,0.0
11S072,1298.0726647655504,1334.7886824378306,1484.197055431531,1400.2105955327474,1833.0803428488905,1567.099522542422,1816.9888917484025,1765.5780544800157,1965.77942162922,1877.019594372008,1915.412809281885
11S084,143.28363735977442,114.40455999349896,121.3496370707676,119.37868413120604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11S085,8.677426432389797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11S108,3.461798552670684,3.61152168693351,3.339700621269144,4.139402575157817,6.5320536422428495,7.669516409760228,0.0,0.0,0.0,0.0,0.0
11S111,4.043071569600946,4.943420179284313,6.902357911506722,10.78083840690478,13.455642969871068,13.652094661377497,0.0,0.0,0.0,0.0,0.0
11S119,6.245890186971244,7.1547337715423085,7.032475050484994,7.026044866880891,6.95439759968227,7.002426172531539,0.0,0.0,0.0,0.0,0.0
11S126,4.033631947798287,1.6855472017777682,4.723760821957396,15.668310422066828,37.41684726050092,20.35975007464189,0.0,0.0,0.0,0.0,0.0
11S127,30.46337932663431,41.08021062092892,33.70600139476785,36.9015325301147,23.076604132450477,15.32619815359917,0.0,0.0,0.0,0.0,0.0
11S128,2.093434416727077,1.842507952914688,1.7509254374506054,1.7391378064162624,1.6889215067737644,1.6959099053405942,0.0,0.0,0.0,0.0,0.0
11S152,42.8325564798493,27.2169336990794,27.52204278904014,20.295178056982955,9.99511845208792,11.2889474207511,0.0,0.0,0.0,0.0,0.0
11S156,0.7750591397291574,13.17680452813472,9.28525165777904,8.645876265133362,8.914952428839507,8.753040587523211,0.0,0.0,0.0,0.0,0.0
11S204,14.127674594245482,16.17539110399834,19.631033440241968,35.64826286273718,43.16756520593528,36.75820785092565,25.33835080766961,38.38198606037143,0.0,0.0,0.0
11S322,16.563444463868784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11S324,11.66373145011077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11S328,18.2021292868195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11S384,20.85729859889904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11S426,7.298018744584225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11S456,5.154963459660146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11S837,0.1472846702760041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U001,14.581182357324414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U005,7.297955412176007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U006,2539.21908085984,3042.136511687637,3157.711126114469,3591.52233038388,4088.560060641909,4254.043323560716,4554.559911188081,4980.0887261877015,5144.915056037422,5088.464766004987,5347.443467570741
11U007,88.37080216560251,84.39218515431335,70.22434233569152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U008,73.64233513800208,71.89273630200297,56.17947386855322,54.90530244347703,53.6876464593965,61.71361612589274,0.0,0.0,0.0,0.0,0.0
11U009,44.185401082801256,43.13564178120178,28.08973693427661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U010,73.64233513800208,71.89273630200297,41.20558896720533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U011,73.64233513800208,71.89273630200297,28.08973693427661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U012,84.6886854087024,93.46055719260389,91.29164503639898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U304,55.2317512062169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U530,16.679345937529384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U619,50.003145558703416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U800,7.364233513800209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U801,4.418540108280125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U802,5.891386811040167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U803,3.049297713847663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U804,6.801667859265054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U805,1.2226579891212856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U806,2.5200525648383887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U807,0.8228719413138512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U808,4.218993755669071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U809,4.188598102767865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U810,3.8392144156179175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U811,2.7547058387411023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U812,3.8295902461234026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U813,3.5394300194607764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U814,4.475349499379289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U815,6.002295702590085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U816,3.715596624439224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U817,19.94955548647001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U818,4.93785201091431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U819,5.654674644731665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U820,3.803676392096361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U821,5.114005654841773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U822,18.66917972804564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U823,3.620466855112321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U824,14.652285357462189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U825,4.616134791725353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U826,6.286419982537795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U827,12.975143255182711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U828,5.488875849547957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U829,1.4724223756249766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U830,3.4330748017041173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U831,6.241028246363098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U832,2.510700577414544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U833,11.688748561422836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U834,6.8415889272893535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U835,4.913709107762667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U836,0.7534430523807699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U837,0.2451484112949059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U838,0.2286812487346973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U839,0.1947555504986522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U840,0.103044921149871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U841,0.2405777261222307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U842,0.1678084945096248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U843,0.0116376982218584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U844,0.1828950105706661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U845,0.0493377134183964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U846,0.1729232492542996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U847,0.0899200896122358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U848,0.1314216694332677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U849,0.0624646069414155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U850,0.0362778344203528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U851,0.0274828776194915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U852,0.0379096012823407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U853,0.1037539495525797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U854,0.1210462008356745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U855,0.1206986090138232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U856,0.0691692997017198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U857,0.0760862296718918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U858,0.0691692997017198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U859,0.0622523697315478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U860,0.1037539495525797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U861,0.0691692997017198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U862,0.0714695916820904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U863,0.038043188478281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U864,0.0242091812532668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U865,0.0484185097912038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U866,0.0484185097912038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U867,0.0484185097912038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U868,0.0484185097912038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U869,0.0484185097912038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U870,0.0560270885729919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U871,0.0587938311041267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U872,0.0242091812532668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U873,0.0242091812532668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U874,0.0138338599403439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U875,0.0276677198806879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U876,0.0276677198806879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U877,0.0276677198806879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U878,0.0276677198806879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U879,0.0276677198806879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U880,0.0166006024714787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U881,0.0691692997017198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U882,0.0138338599403439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11U883,17.061388969320344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12B001,12.053801791001112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12B301,328.076658124266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12E008,8.27518640104856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12E010,136.04396219705728,136.24463371587672,119.279724510467,164.66245592046312,141.41238666870098,192.3142905943697,195.80436772483287,195.79596855808535,205.17940292068428,205.69607172386796,228.41295586973476
12E017,0.5846939979667627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12E019,119.65609254836178,25.318118492380147,0.0,18.950914312400997,15.093144187003578,13.028878227782036,12.261182352267683,6.982064585311246,0.0,0.0,0.0
12E020,140.00227895043258,143.10749814740026,147.94688461081594,186.8895679784121,230.6100340071792,222.44610686758605,240.4002378223111,212.073587317957,0.0,0.0,0.0
12E022,77.51759364726863,74.49959725904833,84.94078690476702,100.56905399592996,105.69769591908738,124.9106577222168,126.22045223627735,132.4011999777436,135.9519020644914,124.34578382313047,134.46097905007622
12E023,546.2494471264905,748.6947416486599,874.6577064010711,899.0664292898213,1007.1840311608038,1099.9372798398206,1136.8568332540362,1185.949452492815,1254.778599277729,1258.3641723220323,1320.072243045033
12E024,0.9211049986434702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12E025,21.651427715881525,53.41582412297897,59.88506852393021,91.12232370572174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12E026,71.19143154758092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12E028,31.87909261202058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12E030,20.429172182121768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12E031,14.961347656854024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12E033,52.03990520251997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12E034,0.1101765185269703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12E036,76.98211688385997,68.9959395600817,63.431066914781546,65.4347209604855,56.10571673253673,78.83895402477468,69.24110346782423,87.55532234580737,124.845895724345,110.3317152032926,0.0
12E037,51.013849050881575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12E038,419.15714230954126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12E310,0.1472846702760041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12E318,23.387377567666466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12E330,4.062209960583616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12G002,13.050968790988216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12G003,29.597720010327915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
