2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
2058.337110433514,2072.8201862965507,1889.4512376665264,1943.9442110874809,1984.3981587479493,1869.2071515165571,2023.0491255164136,2479.0458058598792,3114.028573198296,3452.592459072196,3846.4150168465776
