countryCode,sdg,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
AFG,8,374666.73000000004,2887191.0,72295761.76,110074311.54228999,180088917.3751381,233430320.89514288,645381844.9050667,351203403.1917809,236692774.23573992,264201390.11360002,265127171.09247,241811411.41469994,363473803.6777,260048546.7896
AFG,9,1689819.6586000002,7503042.394641261,72963005.75981466,114826899.5673501,293161942.14417577,317477461.47380084,274307514.0276622,156120023.20708472,145501700.81345016,192031809.27242997,284482403.34072983,320422353.5475899,194630236.10295,345803487.0371643
AFG,10,17874.778,1055910.239,4051021.965,2784459.8241176475,6701073.8,6747160.950411765,5959458.084148839,16703403.271044672,7870947.19360909,40062339.2969,13942822.800900001,22345490.470230002,24613580.043899998,16188208.613120005
AFG,11,869205.061,3408009.123,29454245.632400002,196046883.42864707,642433907.7076665,510208293.06577885,190883243.88292626,428976166.4182105,363499728.1097351,331205879.1917002,603107484.2969099,667877190.490796,353287785.00241005,503452543.7799501
AFG,12,7897.4,0.0,6380.2,9422.75,199614.0,6089.0,0.0,0.0,3727097.5556,3460248.4666999998,696863.06,12525.5,188200.2167,291468.691
AFG,13,0.0,0.0,0.0,0.0,0.0,1057.25,0.0,0.0,2527244.5,197104.5,481765.5,0.0,65988.0,30817.67
AFG,14,0.0,0.0,0.0,0.0,0.0,0.0,725729.8999999999,0.0,0.0,17993.75,0.0,30242.0,0.0,0.0
AFG,15,530958.4,239813.333333333,0.0,228267.9,725368.0,2072490.333,5226928.7,1248520.6500000001,1162285.8,269290.15,8691969.25,781964.1,19808174.83,87590.02
AFG,16,26497879.483999997,47495871.96140792,363807929.8887146,872802155.3798732,1058247717.3868861,1315844947.3120453,912050673.3922063,1819688247.040305,2579966348.570589,3026360162.8229413,3085477097.745462,2664047805.886585,1894893805.18956,2457574431.580788
AFG,17,251519.561,1981182.514,82728223.24,35776713.832647055,46824167.54763333,25565842.1497647,77464980.69425952,197083456.41242948,96013006.90494142,61408808.56339997,88604453.13791004,36253981.876269996,99846759.74921,103113211.60834995
AGO,1,3934175.913038611,3012154.5351283425,5766376.996346738,68678902.78540002,14707015.012019997,5376211.890626631,5125675.970333332,1452891.0943822218,3672579.583474634,1132914.2289,1201753.5121700002,3483583.8137800004,2323795.11,16616689.06942
AGO,2,64403177.50999999,56351444.11344444,64817399.48499999,27810897.293,29414890.295222223,44115693.497,22388977.635571435,54509582.94385715,28691185.046683114,11362348.57962,29067136.04619,6950421.874810001,8360416.38667,32020635.683
AGO,3,64401032.909,80635369.109,52479216.23766666,59319166.01999998,54271483.470000006,196636692.764,37466223.480000004,62229236.910000004,102632592.38423233,52453428.686299995,167802086.90389997,110411402.8834,97996072.14333302,67319747.75033
AGO,4,32708853.188600004,45495346.628000006,41591861.60007791,21616003.647395805,18593110.92936667,71490978.60661273,40825004.54958935,31062529.82527541,20678603.980404083,25637191.144792,71240937.23769999,31394047.17270011,12126689.612699999,75829181.42210001
AGO,5,602640.432,758863.9689000001,670017.4483333336,755842.7150000001,725702.486090909,2270004.922333333,1527749.635,2723733.9365000003,4032809.3935499997,2260144.1861799997,2397893.8880000003,990002.70018,3085375.7414999995,3497941.5431
AGO,6,16512676.67,12934185.33,15498650.003,32731909.897,2875871.733,9500432.299666667,11465928.5,23377616.537,54972480.662999995,3832071.0300000003,4882477.9883,93148116.621,2334034.4997,4975117.22
AGO,7,8901355.867,811170.5390000001,1296853.1786,1309503.462,779369.963,1119439.81,5389791.3657777775,1855884.5,583901.3164545455,39670.647,1638807.3248999997,334617.4964,23459.5,2321829.5
AGO,8,6507562.251399999,5379451.268190475,7496016.415380952,16750109.387000002,12751264.069029998,8645419.399639048,18904664.568557143,12924868.21257143,8336439.302633334,8971333.196899999,5332192.77,1993433.391789,955623.185,473512.24900000007
AGO,9,26261187.985544868,26384697.323592335,21226857.55576102,13872822.946659872,3996069.520762222,20902174.596860014,9970658.371724615,23847774.812632617,20539282.857655965,6067698.913959998,29087825.558510005,17868402.3726259,30834341.05353,28173949.759284
AGO,10,2122251.49603861,2111900.905128342,4327222.726346738,46983919.1154,1184040.6150199997,2181666.4436266306,1757303.784,1123063.1051599998,1383053.0301379682,1173607.2289,503225.26216999994,268218.37320000003,328248.01,12016901.28942
AGO,11,20096060.337831445,4751477.766994194,7741042.114138472,12377683.522204444,5866979.008200002,2392087.7438846524,3428330.8763899994,23605442.558112215,42093718.51982519,7463339.588300001,15247858.341161001,3415280.0705799996,7061404.599699999,9109120.379278995
AGO,12,0.0,0.0,0.0,14840.56,0.0,0.0,0.0,6514.333,6994.222,699.8889,8257.222,1081.444,0.0,0.0
AGO,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,14,771996.2,0.0,7655.0,4942850.1,29971.75,547942.6,7457.0,194816.4,248668.667,326626.467,7918.0,232639.0,455081.2,9268502.0
AGO,15,174551.40000000002,356900.8,596819.622,417198.34500000003,61738.5,170380.80000000002,85271.8,682076.7,125407.0,176407.35,1568841.1,177222.68,6154811.165999999,476813.8
AGO,16,71190747.4889743,40191134.14084024,93685679.17394236,199526759.23503992,75747592.94246799,53460455.59237019,116883717.0495397,81862711.83655223,113083358.28464605,75401461.55265802,129299668.69951999,47948353.39431992,45274654.71822999,94837210.65624607
AGO,17,4748970.498831443,9240922.141218001,7735063.438260693,7411530.766760001,883651869.9712,893605.2852546521,4586932.274156671,1222186.30619,31845702.382858522,1184787.2620000003,10780545.861590002,2055427.041,6448316.148,5896855.730578998
AIA,1,0.0,0.0,0.0,6341.0,45647.33,0.0,0.0,0.0,0.0,9177.5,0.0,0.0,3383.9575999999997,5804.5454500000005
AIA,2,16878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16067.33
AIA,3,45388.020000000004,201485.24,0.0,607016.1,6340.0,251790.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6388.311
AIA,4,342712.541818182,0.0,720978.6,80586.828,0.0,24765.83,6165.0,364.0,0.0,40996.4,220223.063544,0.0,9867.0,8384.0778
AIA,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.18182,304.3636,0.0,0.0,920.3636
AIA,6,51957.0,0.0,0.0,0.0,0.0,49012.88,0.0,0.0,0.0,0.0,0.0,0.0,14132.0,4314.5
AIA,7,110047.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60115.0,53240.0,0.0,0.0,1904.5
AIA,8,1124181.65,187681.8,128599.5,3548.4,79024.8,33514.0,0.0,34509.226299999995,10009.571,27943.21,0.0,0.0,0.0,7486.190600000001
AIA,9,190483.38209090914,372586.9,1558752.08,534287.5408000001,61338.45,146894.833,3094894.0,1441456.0,0.0,60115.0,505.26989000000003,0.0,676.7914199999999,3065.409076
AIA,10,0.0,18403.6,42866.5,7523.8,36137.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3383.9575999999997,5804.5454500000005
AIA,11,7456.25,261484.5,3075982.5,526803.5,45357.75,149061.75,9343831.0,4324368.0,0.0,20672.5,3006.889,0.0,1353.5828699999997,2321.81856
AIA,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2295.333
AIA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIA,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIA,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100402.5,0.0,0.0,0.0,0.0,0.0,0.0
AIA,16,2280017.3590909094,293366.96,713532.78,974323.8308000001,263832.73,976095.193,9025.0,64011.2767,37397.43,142896.60820000002,32513.613459999997,391151.0,246758.58287,26221.707459999998
AIA,17,550517.3,0.0,550979.0,215355.0,23774.5,429539.5,0.0,0.0,0.0,10761.6,4832.8,0.0,1353.5828699999997,2321.81856
ALB,1,4089540.7009860957,10399640.432181818,17249690.123554368,11318429.708552405,6081124.576660428,3289618.1909786095,1526438.608003333,3560740.344113,9638937.889,4266931.291499999,2759216.0762699996,1628348.0322399996,1044832.6730999998,2728250.5485
ALB,2,10613402.628090909,47418132.54401904,14054113.200633332,13521743.145428572,28976305.669181816,7701407.861714285,6262743.291066666,6263065.022714285,17033497.358599998,10438840.41219,10130742.925999999,390798.15,1049238.888,23371990.303199995
ALB,3,21228935.503090907,13729077.346399998,9417561.874666667,15989416.734,16662289.181181818,28021773.448000006,47854417.18995555,13380970.260300001,15533289.919999998,21656483.490599994,6715652.698,10252105.329860002,1470528.543,4277345.873
ALB,4,42755025.77684443,19033306.674864467,18973699.029791206,120308191.0654872,39206446.39643956,28179700.112934206,45525315.58889767,47032573.538727485,70852986.31300557,56654996.12840001,59318785.482460015,57572229.67123001,50293391.433899984,31682371.414360005
ALB,5,1027640.43,813054.9007454545,3223309.028360606,2365943.9299999997,1296515.3660000002,2737618.069,4262441.093333334,2048012.33237,3490665.5646363636,1678374.0299019995,778018.28415,3287882.1081,2656089.660818,2582720.8140399987
ALB,6,78928962.32,17110083.12,31215471.7,31331020.0,22215935.67,25251153.843000002,3886523.5,57059919.313,111853223.57699999,23562186.861300003,27834488.337,10945956.667,18827889.6,38455766.0
ALB,7,34052609.74509091,2220942.1364,81626500.58330001,52446629.95178,69386407.61818181,38481997.800000004,75826031.26328887,2589760.98,23827787.317,973621.4,105928623.066,2001406.25,1159426.159,501425.45
ALB,8,12074305.94,12873574.726666665,36262360.5054,10020011.058,11830031.05267,16512206.413714288,32028224.55750811,15957541.448323335,16660784.117442856,14146397.679800002,8352988.969299998,8415200.40363,4004923.029709999,18920331.32341
ALB,9,42018604.66260666,17941016.54333746,22049538.252794784,30706477.440211173,17731036.295956995,20687361.309751477,63401708.737557374,30440548.584397227,95980314.06246693,28656504.646850005,35739077.257179014,30168433.838973,9910307.780550003,54931836.554012984
ALB,10,2899211.533986096,4431935.549181819,5054118.453554368,6763160.055552407,3966653.943660428,1040642.4109786096,454725.85797000007,1687559.04308,1872793.8880000003,2712809.7914999994,2000109.06027,402665.50291,905263.9931000001,2004520.1485000006
ALB,11,12327089.556614438,9848826.004372725,15147881.503488412,15093548.556238106,23612002.807464164,29937718.037891444,62507759.86136174,17353430.12375,57912760.6836,25147915.645859998,41123717.15747,58657018.558469996,15244551.618899994,10732881.162940003
ALB,12,55062.5,0.0,988.1111,40526.56,36227.11,49968.086,56730.55499999999,2515.556,111074.3,784776.8822,94691.001,0.0,159028.68,0.0
ALB,13,0.0,0.0,0.0,0.0,1171052.0,1290708.45,0.0,17941.4,0.0,0.0,63363.5,0.0,147426.9,0.0
ALB,14,0.0,756991.8999999999,2921360.0,82297.40000000001,3261340.333,2576432.25,476622.46599999996,385369.7,5771.8,94228.0,0.0,0.0,46852.33,0.0
ALB,15,2459.66666666667,372813.9667,36000.0,485840.337,13460.0,11976108.5,5292255.5,1485225.666666667,1947729.4000000001,1684394.7,3103391.2,1815908.6,199646.0,3454788.1
ALB,16,119729517.83791141,62061616.856276,100254042.51478934,141315161.5468573,150143926.97225726,143063249.5841329,136680812.96000135,101793329.76203437,84020824.64596823,73128568.97992001,147248451.57994005,49913654.478570014,53162151.950759985,99724624.318287
ALB,17,8374873.241614438,14808101.19237273,7073513.870825079,16678526.016380964,2547892.607797172,2956859.1678914437,15217302.966260001,10205054.586316664,6113348.948670003,7783237.350100001,6038101.357470002,2999721.51747,1422556.2678999996,12351161.820072997
ARE,1,0.0,87177.0045,2822.46,0.0,240572.87099999998,170324.66,226131.5,,,,,,,
ARE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
ARE,3,8295.0,13318.0,1915.8333,1367.75,0.0,0.0,0.0,,,,,,,
ARE,4,343474.0,838844.096,741801.4,1502750.957,1179038.801,0.0,193734.5,,,,,,,
ARE,5,0.0,0.0,52.16667,0.0,104018.818,0.0,0.0,,,,,,,
ARE,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
ARE,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
ARE,8,0.0,119300.7,0.0,0.0,0.0,0.0,0.0,,,,,,,
ARE,9,6524.0,96120.59692999999,67633.802,74645.6029,123154.51800000001,0.0,0.0,,,,,,,
ARE,10,0.0,87177.0045,2822.46,0.0,20801.871,42581.166,0.0,,,,,,,
ARE,11,75270.0,34870.80100000001,897975.9839999999,409714.0,21409.749,0.0,77753.0,,,,,,,
ARE,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
ARE,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
ARE,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
ARE,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
ARE,16,195381.0,571473.722,70680.794,320891.86279999994,668023.7649999999,42581.166,0.0,,,,,,,
ARE,17,0.0,262188.881,3611.484,2208.8472,110803.99900000001,0.0,0.0,,,,,,,
ARG,1,3009222.709,2180866.307446898,1542668.2567433156,1001506.5889999999,655956.1075935828,765916.536,2117547.5978251873,1878854.9571000002,1825838.7088978607,2182239.368669999,1643438.89383,1391148.6829,698439.8812000001,1504945.1866000001
ARG,2,1186299.55,4147293.7,2379944.0522999996,18633103.73409,2833879.1012857137,1497761.7257,3804484.4629454543,13683196.73881818,5346721.9007,5271786.8278,32992825.586400006,1761754.5794999998,7232939.999999999,3652203.3732999996
ARG,3,2522536.4033333333,4950777.97,30498494.592299998,17963549.29729,2735843.388,46379709.777,3866709.2865454545,47364583.21411819,33250515.884300005,3324775.6139999996,3222263.95703,1683625.7604999999,6766566.79337,1382235.701
ARG,4,13011659.95446154,14023407.318380952,20285359.859000005,19711481.324966665,17801507.246972725,29098338.885093514,18185551.39965123,39287492.82717693,29606206.340997256,33202254.85395998,38348603.99545001,27428335.909500003,24685560.553633,23371696.368000004
ARG,5,202054.0739393941,139955.4695,145525.01799999998,45170.622,1154854.5058,484322.8813333333,600103.0401818183,880008.1730636364,489718.82203,1144170.5826900003,682718.6165899999,974082.3934000002,543448.2091200001,237176.24001
ARG,6,68619.0,15532.0,0.0,265824.667,393403.09,71281.997,100909.0,245699.667,181566.55270000003,2513119.6667,1111104.9167,330711.5793,447049.95,687436.75
ARG,7,240511.893,136890895.9,2416.6823,37125.353090000004,112389.3077,268095.454,295198.4495454545,3785050.104740404,12529224.4566667,2092539.9170000004,3605319.1327,264718.23549999995,11006710.99,19489.0
ARG,8,2605249.8419999997,5829311.8,64578667.19400001,2951167.771333333,2191230.7823333335,1043842.3006666667,2641075.221428571,5910704.701014288,3821548.4338142844,3378464.0855000005,10808688.606539998,7635697.19,1981029.79263,2630738.0769440006
ARG,9,2465084.485469231,70468722.41011308,69765454.19174868,90684102.48147002,5533341.7486252105,4469066.866224678,4954030.591092774,4406467.485336995,24732374.924329516,12299209.97650999,12367516.581740003,16060358.507800002,92559730.68107998,2436452.1413199985
ARG,10,1921867.209,1938605.5074468984,1031833.5067433154,460076.326,368384.2775935829,347822.0530000001,1092318.7505251872,1060573.2378,1281016.643897861,2063350.9453699987,1341378.4011,673238.2973300002,338718.6452,1337791.3419
ARG,11,3398382.5666,3094027.742024759,7355548.567397325,8441153.128933333,27024319.667408857,7027669.896333334,6211855.269048073,6978784.52825,10531197.497642476,4905205.676029999,5242575.09367,5814054.969,3760374.755100001,2282314.3400399997
ARG,12,0.0,0.0,0.0,0.0,0.0,1725.778,66630.06,24181.44,21367.17,40205.891,61817.0,31015.363999999998,1027.0,147483.44079999998
ARG,13,0.0,0.0,0.0,0.0,0.0,6079.0,0.0,0.0,0.0,0.0,68503.0,99182.17,0.0,491545.5
ARG,14,0.0,5307232.125,0.0,0.0,0.0,0.0,78878.0,3092431.67,54717.397000000004,102446.534,7670942.203,28483.0,0.0,6021.8
ARG,15,0.0,3869793.25,723451.8,535887.0,11393077.0,1287609.08,571195.125,10288518.50333333,551904.525,9914145.620000001,4773143.12,1389733.8,4673313.433,5397935.33
ARG,16,17304860.493696507,26727753.186991427,34195871.40809732,15098968.469099995,10965492.967001075,9554033.08311515,19250954.76773303,18043022.36488806,10934549.168527659,22594144.07651999,18317573.02352001,12817565.950200005,15079140.435679998,12060770.555700004
ARG,17,8717610.9476,1370326.5570247592,1529204.8256973263,12251609.732666668,577151.3288374332,1033238.6420333334,1051306.509348075,4602310.87815,750437.9173091445,1386659.3365,1337810.0135999997,1221673.9320000007,381030.2504,3092316.43804
ARM,1,4424977.9,1640984.469684492,12299299.48990107,21111894.7287,6053398.4607,3716255.874,12490756.3942,4039215.7681999994,3027188.3541994235,9710758.956419997,3808091.6983900005,6597263.099,4524451.3856999995,3924309.0609999998
ARM,2,42808230.24,70651592.13,81528806.5,9092729.944777777,15894295.873333331,29031041.443000004,127427686.63568892,14685434.612,66968131.976095244,11183927.581,3935197.095,23634785.535499997,3262188.0319999997,26296988.988
ARM,3,11669110.5,22391250.7,908940.95,29012438.439999998,23807371.866666667,16273481.983333334,18781717.3167,36747259.905,14801089.656333333,9470413.675999999,12221001.065000001,11709705.871499998,8318870.384430001,29986826.05
ARM,4,16390497.085888887,10212219.22430769,5756360.301153845,9536749.855,32740178.346545454,14410271.004,34589336.99584,37066081.833667964,15906947.093579672,56658544.18743,10254209.049800001,14476792.047,26328847.817300007,15003644.9115
ARM,5,893214.0819999999,3211967.0190000003,19209.6513,3521197.931,114716.42232999999,291370.760939394,25559215.1933,2923955.194121212,1563108.9050333332,1866057.5940999999,1120199.82815,1116599.494,1323922.0565669993,1791423.3661999998
ARM,6,8585017.0,18941305.0,1630744.8,1987436.167,58724550.5,15913333.722,27029395.0,44095499.57,89121423.53400001,5457317.3,29497002.36,1254709.58,41611225.1959,29812557.667
ARM,7,2911687.0,26482115.47,10225719.0,9155338.860000001,29208119.76333333,193938408.33,19243091.687,18149211.099,19470226.39,39851500.99,109622021.83600001,3868346.9455,56054099.0,5313524.12
ARM,8,10610057.428100001,29675759.17295238,10354731.129666664,38215293.32433333,27347646.289190475,30007794.474,24644791.819969997,16508403.495633332,9585295.4189,33529761.05697,22158377.617880005,13631028.450370003,67549822.65803,60152228.40360001
ARM,9,50351118.094000004,43176779.35271638,9108353.405936627,11095002.545366665,25226002.914360613,21506995.628933333,57342111.971480004,30673041.903574683,74743560.81651792,19438402.31133599,29815712.182414997,16922451.855700005,13214299.5801,44936937.875799984
ARM,10,5005378.0,1652151.469684492,11881462.456601068,12363344.8287,2094051.8107,3319855.5739999996,4697682.4942,2998243.8034999995,1080913.0338994241,1257488.07072,2837165.0261899997,4143338.5667,3095430.0363000003,5163835.211000001
ARM,11,34443975.55,1980876.6792737967,8778101.497960426,2466243.986,8176864.1101,4134534.7913,60500051.62145,7930611.76717,1974335.6862282134,12969894.875349998,2626653.4694390004,41502053.916999996,4853654.606630001,50183648.830600016
ARM,12,0.0,0.0,0.0,0.0,0.0,0.0,17474.78,0.0,27221.86,28726.78,24019.0,511674.1,113812.3,0.0
ARM,13,0.0,0.0,0.0,0.0,0.0,1585.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109454.0
ARM,14,0.0,0.0,0.0,0.0,0.0,0.0,2969.5999999999995,76809.33,0.0,76165.67,0.0,0.0,1695353.33,344304.7
ARM,15,287362.7,44182.0,14263408.7,0.0,418404.0,3245362.133,2729412.67,921676.3,763666.5,718077.8999999999,7687.2,6385263.93,5830597.0,1791748.3699999999
ARM,16,51932253.6580111,86038882.71967867,53099834.328116834,62184299.36522223,85453067.72077346,54079367.33742727,71100122.74591112,91238103.31735013,66429518.08470906,89680994.534617,51264773.47677897,60693816.18382999,116618295.83871996,95706792.83250003
ARM,17,1817223.31,9594333.097829357,17226576.17799376,1731554.4446666664,1646000.0867666667,24711611.17096667,4284396.82445,3413472.9107366665,1425347.4935282138,9917164.298349997,5831724.6105390005,5694455.389,24413784.076520007,5615521.8555
ATG,1,0.0,12.29947,0.0,0.0,1037.5,0.0,0.0,0.0,1623.5,3087.5,0.0,223930.4,2596.0,94071.534
ATG,2,4614959.0,8698683.0,0.0,968364.0,5498673.5,0.0,0.0,0.0,0.0,10451771.200000001,0.0,272698.0556,0.0,0.0
ATG,3,0.0,0.0,0.0,567014.33,0.0,0.0,2090.0,46449.0,4247.0,14747.22,0.0,0.0,81594.5,0.0
ATG,4,733190.182571428,713151.74,148580.405,7568237.298428571,29439.77,3005483.69,72132.787,319262.8953846154,42366.208,59895.875888999995,96374.47,217594.86777,163013.0,43485.1587
ATG,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.909,0.0,0.0,0.0,0.0
ATG,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.333,288225.7,4204.5
ATG,7,0.0,0.0,0.0,0.0,0.0,0.0,11344.67,0.0,0.0,0.0,0.0,0.0,0.0,2424058.5
ATG,8,0.0,0.0,0.0,0.0,479635.0,0.0,22271.4285714286,382009.0,1637.143,4296027.9529,8258.0,93965.95837000001,53545.402,31764.63863
ATG,9,106882.494528572,6260.690893,22897.3077,145028.92357142898,241663.115,299419.554,1002.692,34631.14030769231,611.2308,2000529.9125,5291.904,27404.836444000004,199382.228,2912.8473000000004
ATG,10,0.0,12.29947,0.0,0.0,1037.5,0.0,0.0,0.0,1623.5,3087.5,0.0,1616.5,2596.0,3310.794
ATG,11,0.0,4.919786,0.0,198319.06,334199.0,0.0,2733.0,0.0,51618.0,0.0,6034.5,314477.9,116714.33,91274.8576
ATG,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG,14,0.0,0.0,0.0,0.0,2149792.75,0.0,0.0,0.0,0.0,305155.3,0.0,33834.0,0.0,0.0
ATG,15,0.0,0.0,166032.5,0.0,0.0,0.0,0.0,1170991.0,0.0,25874.0,170337.0,34988.5,1022.5,1346699.5
ATG,16,700551.3231,1023042.950786,179539.8077,701121.0286666669,2151638.365,299419.554,59517.4304285714,2800522.0003076927,8951.087800000001,4505497.1086099995,94073.544,233217.95537,714902.96,5936211.845430001
ATG,17,0.0,4.919786,284833.0,23695.0,0.0,6802.0,0.0,0.0,0.0,915893.6,1032.25,201677.0,124419.33,231476.9176
AZE,1,448541.74,390559.76300534804,18514635.752999995,351513.81919999997,5183516.420608022,3700195.1972,1052310.1992973262,681739.3883,13154555.067,232222.11370000005,1861876.3890300004,1876519.9070000001,668609.0786000001,238547.97790000003
AZE,2,65333118.0,23507110.23477778,63010709.0,38967768.29,24663586.57,6346346.283000001,27219587.547599997,18164444.469669998,5219979.3583,17363732.441668,1717358.973,34103854.6633,1562702.6400000001,2693675.505
AZE,3,14606247.95,9133159.167000001,8304817.14,5910522.2,3127841.055,19643707.9,43198269.087,8043483.58,18507723.22,6099490.153,14955788.069999998,7749374.458000001,4092324.929,9170366.904899996
AZE,4,11450717.383,5828891.461153846,5070932.875128205,33047349.796384618,6848185.357000001,13551484.056111112,17231084.62482977,5306967.413294505,30607472.466798574,8931341.408050004,10654161.07932,33131256.0627,12106847.19697,17098228.627699994
AZE,5,414993.73000000004,254147.37181818183,538098.0,1340586.123,2185745.5464,327853.215454546,1039299.9597,1350710.421,797609.0071818181,1420185.3832699999,1066495.3924599998,2479721.1339999996,1690219.2656999999,1620891.2333
AZE,6,28669409.0,187416.5,12805989.0,41485591.3,27922180.5,12961709.0,38894483.3,3967109.18067,22815834.733,410638430.6,16690016.489999998,18895961.3833,32533812.020000003,2470796.0
AZE,7,7353594.63,2580071.497,10264644.5,18396653.690333333,3473383.1799999997,341357824.7,13102299.799999999,50232162.74,177111604.06,14193193.198,12249436.388780002,61548226.9,3061.0,50017.265
AZE,8,1327088.67,12649768.454,19855750.057142857,14666396.933000002,19776722.649700005,17397057.852571428,15731758.7117,8631014.31863,25351146.275166664,14326878.563970001,9362923.0887,12639574.60433,12274766.395330003,10170660.335
AZE,9,6383268.9961,14238812.256824145,15505130.092935897,44961021.36390769,25825127.6206816,24392427.353999995,30346104.763026245,19882320.505904038,21886453.658486437,55597432.50480198,9665454.763744995,10799619.41263,49434224.88760999,5631814.685680001
AZE,10,234822.74,456346.5630053481,2742439.4560000002,187806.01919999998,5004577.920608022,3933869.0641999994,693100.7052973262,742674.8102999999,12574746.463666668,363136.4587000001,87075.01903,765278.4467,290475.99629999994,255355.33500000002
AZE,11,1053059.69,35073825.60280214,4103694.9872000003,27519516.799083333,16318624.268623209,7637034.6993,2015752.9518989304,33562769.1774,3884856.7053,38543375.77786,39465441.821710005,5562151.02,108995518.07759999,5623220.054399999
AZE,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11403.0,0.0,0.0,0.0
AZE,13,0.0,0.0,547755.0,15158026.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
