countryCode,sdg,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
AGO,1,0.23995495300555217,0.17775276997890518,0.3291420409254884,3.7899174987447224,0.784033842379238,0.2766451292630348,0.25437717797346104,0.0694984967674425,0.16927734146510542,0.05031981837745164,0.051453194178414034,0.14382695656435457,0.09255225630951183,0.6387156270973324
AGO,2,3.928106361894808,3.325402188586393,3.69974616080283,1.5346926353188541,1.5681135459832005,2.270072679107797,1.1111207539475465,2.6074453127741952,1.322440376796657,0.5046730831714545,1.2445122731485927,0.2869625301213923,0.3329791843280558,1.230815616449182
AGO,3,3.9279755574662456,4.758441192256254,2.995488562329334,3.2734178356433077,2.8932233822994586,10.118385285817288,1.8593746958112207,2.97671204466223,4.730563897008243,2.329785377779209,7.184462765096634,4.558562932777224,3.902993662094061,2.5876499656912153
AGO,4,1.9949924719238121,2.684763942210181,2.3740435669768205,1.1928389527738719,0.9912023746369,3.6787298231770458,2.026064368521308,1.4858643824012316,0.9531227376972993,1.1387082704103064,3.0501876965807044,1.2961681132017093,0.4829825488446377,2.9147372838206773
AGO,5,0.036756504980001506,0.0447819562164042,0.03824427548525491,0.04170977426398522,0.038687341253748585,0.11680823188191615,0.07581919790688839,0.13028878414435344,0.1858811326641911,0.10038716264147969,0.10266606137535711,0.04087430731367354,0.12288453711328194,0.134454578581635
AGO,6,1.00714829278831,0.7632700258288906,0.884655529253312,1.8062495621631725,0.15331328370651714,0.4888662082270827,0.5690313924556964,1.1182594577180207,2.5338036028535877,0.1702062815702482,0.20904377267032673,3.8458124849198994,0.09296007135993914,0.19123455351300936
AGO,7,0.5429153337228311,0.04786866296233635,0.07402375915683956,0.07226251270798732,0.041548364928331374,0.05760330456460881,0.2674847035644971,0.08877553412139279,0.026913307194799244,0.0017620219616221262,0.07016569592280814,0.013815374824633185,0.0009343464264768992,0.08924694798765642
AGO,8,0.3969120417417559,0.3174512969822276,0.42786903168706586,0.9243236291942429,0.6797723776757586,0.4448695877326227,0.9382011760629712,0.6182561894447849,0.38424498376693517,0.3984731108108078,0.22829835503966026,0.08230301700238557,0.03806061970473466,0.01820095879478714
AGO,9,1.6017336967716689,1.5570094361455835,1.2116188765951597,0.7655459291016882,0.21303124653215696,1.0755686179907757,0.4948240883381146,1.1407493012620982,0.9467011180338739,0.26950452164060346,1.2453980966424103,0.7377339169380974,1.2280720550794222,1.0829559314211763
AGO,10,0.12944127798408125,0.12462715024397807,0.24699580353335582,2.592720180336294,0.06312143641442448,0.11226257587767202,0.08721151707663138,0.05372129947343647,0.06374798278040654,0.05212724944063266,0.021545638825021845,0.011073949809790486,0.013073482177439992,0.46190806187520145
AGO,11,1.2257075739749108,0.2803934276036122,0.44185498137771884,0.6830394411120265,0.31276979667171667,0.12309027928554335,0.1701412922984004,1.1291574293918982,1.940192881177818,0.3314936673865803,0.652838546413771,0.14100689537692201,0.2812420620063187,0.35013819606599605
AGO,12,0.0,0.0,0.0,0.0008189486982766361,0.0,0.0,0.0,0.0003116106587018831,0.0003223792102706738,3.108645070738454e-05,0.00035353376764683125,4.4649650339833844e-05,0.0,0.0
AGO,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,14,0.04708592497796801,0.0,0.00043694373865615856,0.2727619884405669,0.0015977998455923503,0.0281956244451621,0.00037007618646341014,0.009318968915149033,0.011461690590679157,0.014507527646348817,0.00033900994453432524,0.009604981862591688,0.0181250023647912,0.3562645387688844
AGO,15,0.010646314224343704,0.021061371542474387,0.034066178568260656,0.023022314627003083,0.0032912914917248184,0.008767329003925366,0.004231871068374764,0.032626881335695725,0.005780286874281998,0.00783535556885576,0.06717008515965772,0.007317004573781226,0.24513420228871957,0.018327864474284958
AGO,16,4.342096755646348,2.3717526238485975,5.347533757910357,11.010513063313764,4.03811897228115,2.7509285252684057,5.800708095126985,3.9158719025432824,5.2122628847868775,3.3490512820269815,5.535977963391122,1.9796468549709183,1.8032017667023454,3.645371723777482
AGO,17,0.2896512555768547,0.5453237835591017,0.44151372141818257,0.4089915389766519,47.10765375386406,0.04598247886777214,0.22764039205925143,0.05846282035755423,1.4678390798434542,0.052623824751185655,0.4615701256109341,0.08486255291969748,0.2568239369840399,0.22666452324673173
ALB,1,1.306877343930805,3.3228862540484916,5.517812016620386,3.6300089796022292,1.9585617206971153,1.0657015465735207,0.4983441536977164,1.1736152140472969,3.2101083893970825,1.4352062369409937,0.9359528268785687,0.5560156648993836,0.3585449710046803,0.9395488060767522
