countryCode,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AGO,138.95026415705715,132.64881233568485,166.91323441991432,214.81884657694923,179.69714408439123,304.93995361664764,398.8181914965799,485.06249322309736,686.1943787873213,621.3895175638758,611.4594700856236,841.6703471586321,909.9916650309574,1136.2077032181423,972.1976980222668,684.7528058474942,486.6668641467563,529.8266785599643,344.57523213044936,281.0783814573421,163.93901531624152,126.94785004295584
ALB,107.798645984053,133.16345513240867,157.65460073276356,199.7377455966443,259.3032240768157,287.7540405592733,305.7477844257422,368.7267793789173,445.2522511251899,450.0590293173879,451.3975380505532,483.04890223411655,458.4839188107432,485.1047345819641,523.0334275070684,437.6903315960204,463.0893422089114,519.0586601289456,593.4098300922135,611.1827605995035,624.6936545234466,655.5609904419349
ARE,3335.104833924267,3101.1814922259878,3202.996757500502,3266.2407553206644,3177.9539932920284,3099.082481339034,2899.080845015997,2815.0301997505885,3247.0145403002807,3277.4021678632007,3399.857625928583,3901.1691131618095,3987.19266122335,4658.785800623436,4782.88805316501,4805.310993847103,4777.845040523715,5369.963467178392,5181.465568481693,5723.441574946415,5577.738542274321,5606.693361671223
ARG,1062.4991280361835,1020.437071456096,317.30946173177136,383.1527470824748,475.4531848182168,620.4311689387043,735.6986294941584,941.1345599518957,1229.8619606390569,1308.1173884284676,1570.7662926896817,2012.9740141610264,2176.5237125577087,2198.658238102454,2092.301704814824,2498.8727744043035,2262.3143864469994,2592.391638938941,1911.3521071886005,1568.7836355470106,1371.0502372894723,1115.259438254226
ARM,67.24772538860843,71.81268000714202,71.81571457492899,87.29037636416355,111.51889575731347,159.60898783806934,199.96624374994548,295.035628023716,376.8567525881168,367.8165782707935,387.612075960503,419.9339769277656,401.6879262903297,458.0885639564953,481.77011365740935,472.9732645295998,483.2502397950172,482.21314880433886,484.8003965716608,576.5520429573123,684.0766059151359,770.4726951647535
ATG,1880.4310908985472,2018.972295613232,2288.5027099694144,2000.096198883252,2097.384078042971,2067.312457433004,2101.81770962766,2392.4720874583422,2849.970376962906,2765.5129392445374,2330.855221915088,2236.331569664903,2333.8900748835817,2217.1225974089048,2257.065734518685,2322.9293976410067,2392.510825899281,2465.5612705671,2542.3375302477903,2622.3601740992176,2705.653100678809,2205.786157833336
AUS,3888.9141955072496,3505.5145976580216,3568.726808648736,4182.61776276301,5390.309629982847,6034.797335526074,6353.254363009726,7073.946273962551,8519.327715336143,7503.857087342813,9311.505538638485,11037.083960180997,12141.767700447215,12091.95250768095,11006.16819516964,10200.60492715661,9295.45086474094,10063.550412605446,10754.268151693344,10533.04000412923,10573.484776896084,10184.32015648878
AUT,4687.45395287832,4624.388831871909,4941.676828033,6075.073063129828,6918.122354735851,7406.32696174886,7809.883290113167,8763.743165399714,9941.452980166378,9886.047221681403,9549.266718520905,10147.055763259425,9563.92455133431,10010.557112374894,10159.688107785096,8694.14691885285,8886.575414745937,9197.410644468364,9891.056394019928,9665.896385804184,10155.299541833832,10861.653102642877
AZE,98.34580868820731,95.02051584073648,93.45140993375064,107.82093471744707,132.5340600888317,161.67430922511994,207.63461708544048,365.96339915714617,470.43013540980775,552.0519531085976,637.3995151227344,730.2831428989991,791.7057137249154,812.5875572302944,861.70095051925,684.3782222023817,499.0923987638919,470.754984666493,495.6068632670455,533.3197573323388,669.4534695725188,462.39955451755947
BDI,20.27404046598105,20.87077028560735,18.138890403440115,19.830358511361737,24.67563960425629,21.387100854363226,25.44122230075917,32.77416453895279,40.06727833407702,41.79100288592696,51.29758228045507,57.1533570035367,58.799613600731405,63.47298483929082,71.1881981285619,68.50763749868408,66.23973374826319,73.50234500718364,71.22703881648808,72.20471941044518,85.3750365347867,80.77185236130936
BEL,4833.464019897328,4885.682135536828,5492.76699093285,6849.130248290467,7805.727153444612,8077.080229270662,8427.178244387997,9503.535759693084,10834.387830216132,10722.605752043735,10434.729470312408,11412.279652578727,10878.197631881392,11370.42210010996,11547.164238901149,9668.472540263312,9746.587150948366,10115.199482944772,10897.496199808604,10639.519278478389,11092.974058081716,11309.445529597351
BEN,41.42710051391061,41.8774158037277,44.76594494166126,62.79804843793804,70.36511803761387,73.9772233926005,82.75255378366714,92.45104719650078,115.17146819086516,122.90574595629944,116.21490594392311,124.59613938287538,127.43462510814236,138.16150660148094,131.46809402228072,122.87736500110928,111.78203710587545,119.1035035661024,129.17677421202464,126.12306201225914,147.17043472154174,140.7965700373611
BFA,36.07983161570279,39.06462962062258,42.99124290532632,50.90009774919704,59.560296756684096,63.161968258253616,71.50096731233081,89.3024820211947,94.38804940279368,94.99711698905746,93.6610850047984,107.31723966918857,108.04979065633472,115.408263016492,122.69119998653392,104.1670239667886,113.61020726714035,130.3833631325572,138.17298634379458,149.65654641265937,157.5753204971048,162.4507095237071
BGD,20.791075956662155,20.111155439253437,20.74757088733094,22.888144212658982,24.59342536216766,25.87325311623193,27.72482668693813,29.908544058017423,32.88138860824537,35.77155992883833,39.64608934356144,43.92786679138413,44.50329700027172,50.233293697120125,59.72012173235054,67.46941791732812,82.5870300695544,93.76100206026572,107.94507319498116,116.37203208407284,120.0955891573098,125.0746375821812
BGR,327.6718187890747,346.3911821141715,399.90673054356176,544.8762103325087,653.9586320004743,705.3942733414515,817.5687487850154,978.6736757599224,1241.8071385231367,1165.2358365844227,1126.5712211360894,1239.005614424968,1169.127547726975,1307.951885455935,1326.1183858577865,1134.5023999254538,1175.555509887383,1298.3050006434182,1544.7732936264772,1644.4218563919346,1933.4513792172424,2098.1227710902663
BHR,2210.302826773788,2221.1097503877554,2305.7918046005425,2462.6853274365308,2446.4613557368066,2524.5045037758573,2454.2199540952474,2538.1030991594143,2604.8986305438543,2705.614735758264,2678.8558171410014,3115.05426771819,3652.781628195064,3848.2890507567968,4029.6124410707534,4002.894609497815,3868.5638634750944,3947.609068939296,3923.983998629136,3695.353329139458,3613.19587200417,3534.2781334030337
BHS,2507.675015517791,2651.527668545823,2750.790653227458,2753.8698849972693,2846.409297162371,2952.765601142689,3144.711085333139,3177.952914605483,3425.5702979515822,3618.4210526315783,3560.3601776094847,3853.352355367189,3859.085045698208,3661.054248533346,3613.3558178752114,3862.640299305184,3657.887982472621,4132.820256241666,4090.396359251624,4949.856991008662,4040.822190204677,4001.135256078937
BIH,369.1525770386573,382.9919600247181,433.5718402457794,540.5014448350088,610.8962671669058,644.0997953970077,713.3634490340726,883.9817647090886,1124.1524613123645,1106.139037799422,1072.0589054091731,1175.8704209293862,1116.548879468694,1171.283044384499,1218.4095652548365,1039.9100345107272,1047.0413485238323,1093.9070189309596,1200.4425720564243,1189.867770427228,1258.3439511094743,1318.384520841689
BLR,251.3618928511119,271.3991914298545,314.9075491212471,393.7767628796077,495.8569908519101,656.6286062414205,745.8269658376335,884.6369168110199,1062.234815343434,868.2947696352629,973.1720817888051,882.1166528214112,946.2946209163798,1076.379648008327,1149.3389022802055,892.4318312551914,790.8512364495703,906.4610552797142,999.5769444588298,1147.6972358094376,1078.2878870496058,1078.1481323140083
BLZ,434.29562514124586,447.5044377264416,508.500873535154,537.4478850595874,534.0129433449076,567.3124752549331,592.3888692653877,648.9627760198744,685.899900814966,675.7489215992865,690.9114055615619,694.5410648496378,695.7905466221446,709.4213158968969,723.0412863701501,753.3289853021033,818.4559103180452,822.8037327509454,887.8994577803905,936.5536092151513,739.7797297249266,701.8568028258461
BOL,145.0413986543231,149.20158653392798,144.38578196764377,149.9355462876362,157.28613223517775,165.22673415154114,174.96002048153994,192.973053227738,227.73464110326165,258.022549588683,270.4639693439365,323.2573470557112,350.7582117768273,402.5389712721122,453.25335599015335,531.1510806979913,537.130440425106,570.4163227377373,621.9134115269924,644.4549912963554,571.0175374108258,501.6233555305113
BRA,703.7479097751626,610.6288993388495,560.4714378056426,585.8522948422222,671.7514265855323,904.9136097425028,1120.7189310146568,1391.9365485198855,1663.7111399049172,1689.5452822203524,2146.2887683212857,2472.857907449269,2292.178304403325,2323.83397685387,2319.989168072158,1743.130661459977,1775.056528046748,2001.803552379876,1820.6880658905245,1786.4159315873608,1392.8717750052572,1247.1294577577685
BRB,1525.7208731874584,1543.703714577202,1663.1739100221998,2262.595186107294,2210.997409938137,2308.012449334105,2205.0635192359678,2182.5467077620824,2277.0848663670854,2519.034211172258,2476.8354062474523,2545.7960966404817,2472.3959985618512,2433.294054746143,2365.770209777934,2253.29306374791,2269.359127775562,2114.061468264921,2096.9121546190345,2055.502036436358,1674.073763402387,1396.9787520318932
BRN,4649.814311192571,4842.531697681824,4578.217305112026,4467.102155222362,4830.0290938428025,4805.668852346085,5595.526104862381,7388.613836794093,6502.375378501886,6510.287848930933,7812.758611863697,8812.265040850454,8802.88308849934,9021.689265097752,8937.01994599937,7810.229865591327,7121.672074991766,7564.965411513169,7635.519267236108,7784.048010031435,6979.0137358194925,6355.608236920064
BTN,163.06219564755213,169.94809929767123,180.0110187100589,202.4135330347009,229.6902128783217,276.53312958082086,290.22148132312753,343.91626042128945,354.99923810763727,398.4219113346313,462.20415816114,526.8748599730437,498.555817792276,439.086656203966,460.1744455290355,502.5257889413354,506.2581021023946,552.2883467617627,555.1828801120805,606.7034424639145,537.5954088752966,547.6203302643835
BWA,877.1515186125544,769.8955805631075,714.033946358576,953.1914111300392,1041.7126598717566,1069.6273036167556,940.8286046240034,1026.2572841942597,1162.7781333499574,1108.4192753745651,1271.294081103854,1408.1899085948871,1360.1562257157427,1340.099008738256,1551.0048106207787,1399.2400021878511,1317.9817091435389,1454.634087635119,1507.2233225282018,1541.2819790906085,1597.045430875822,1948.328464762209
CAF,40.90793123355336,35.07537953882141,36.059468661990245,30.41698996993616,33.46118878987427,28.83759473988806,24.323565794254858,25.74598822617741,32.76267916043554,34.10470377310582,37.29677894010251,39.43746103953599,61.784842052597,66.01669129655568,65.9209097424168,55.77102437286568,57.94820760959147,63.428355774078966,67.59849872379887,37.64146907352898,44.30147115788599,36.106986649972775
CAN,4652.077458913708,4668.717268963075,4825.371780820961,5658.610063564727,6266.048939408222,6957.436087793372,7804.721360348862,8586.364087164084,9186.039581765,8947.130997449729,10171.497636828251,10979.262538702094,11024.976839995312,10831.819921832646,10261.32560986646,9020.1288868824,8839.663033624553,9295.766248430187,9624.506899243524,9700.984069643891,9784.99845318891,9721.892640369711
CHE,4350.432711696746,4444.635954643786,4933.057304191842,5833.629029361605,6337.807681249723,6356.721775986583,6345.596304716871,6768.448678603875,7842.197421048463,8151.0906485967635,8543.729981636694,10178.536489685835,9676.99867036722,9929.592329359182,10163.387558631097,9640.446438072824,9442.24562013967,9440.62646656557,9561.270856063396,9502.562593021566,10334.485099330694,10685.821989977792
CHL,613.1783223345077,554.5121994563805,543.3194973529305,559.3318415736169,679.0620076902925,803.6646775809619,939.3858246004024,1076.7765782107497,1190.3383981440725,1267.628317140659,1550.892170925847,1743.8049898265913,1830.649703126077,1948.8111494871616,1863.359884708816,1763.8129628153945,1895.2199600291008,2116.391519384993,2286.23334440885,2156.637160335344,2099.357329675538,1863.6539226425648
CHN,158.05018922669095,169.22166895469468,180.76507502011984,193.30897401998425,216.14353632556268,254.1896021478744,304.7500704050507,385.81169143187,491.6730248899625,552.9458942295491,648.6915314644117,836.0079067011957,971.2025874631794,1092.1639830583244,1183.9928181875653,1275.1557539993908,1299.9446661210438,1414.2340226966962,1609.3748173326549,1670.2787805840364,1713.501716340091,1761.6350050872825
CIV,93.70180891838932,90.49965987024044,93.42360079736903,129.036732742162,137.45958141600886,134.34837924577522,129.1170550880462,141.72995903522371,157.18297143839845,153.54053960992192,147.72790413462351,135.9189379118201,153.18797793575845,173.62354001887147,192.55193178225667,172.44822868133514,191.6167644668705,214.5915743339356,236.98145298369403,230.2104936646629,237.5359400231081,238.92328071137064
CMR,69.63059406804865,76.22190575800752,80.25817202662687,99.98015544032792,113.4286049991928,110.88119850438008,109.439138241663,123.75112650174356,152.95120724226177,153.1588400506919,146.529548989791,170.1729220414587,165.50063274184328,180.66310391581487,187.4884396614636,162.97456021006394,165.4214580914503,158.74313428398693,170.4318586139815,163.72175105739413,166.4397530506955,161.9620136148144
COG,119.39839126959826,122.4539397447664,168.25959322949836,178.52251632674452,198.627576447453,229.4669540479357,274.5598196476625,380.1814691382282,351.1696960353072,313.3210683051044,324.92944435546605,456.61082204329085,539.7059777027227,546.5603696308573,632.1906131677753,494.1688837974709,467.48489702847473,418.6423927020894,380.42431204885946,314.3775350287171,323.78929538479053,264.89078807349944
COL,415.1950831291287,404.1634488427407,384.4403937430735,356.1347354566877,436.3597850141027,476.5286327253721,519.286869274273,647.2436188427139,719.307241490776,716.8825578391156,871.9468772936576,979.1906272148666,1084.8103413866404,1158.5670785058514,1155.786904106105,914.7478938875896,853.6865381766883,948.8949377427734,1037.801405487024,1012.4232494066316,945.1422679115732,803.0279780759705
COM,71.50812639549491,75.20496534337616,82.61449116909358,103.57070525864631,117.19403792268092,118.07495525897278,123.14718709472332,132.98908800459515,152.33637915799704,154.33161928496168,146.64190108525713,154.35043076142543,140.9479179940073,140.39916257332112,155.5495903179507,131.61349096077424,135.13328655931224,143.2867740707921,146.10965612438187,140.60959797445142,141.7366200070931,139.48541130198157
