countryCode,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CPV,219.65543733469764,225.87791925461653,245.59422750327064,317.66275407326845,356.28348857155265,370.3631775830308,417.6742528632119,556.4048987180926,628.2039152896186,639.6140409676858,622.5816248845766,692.8535109736048,595.3155185319652,631.2842489288341,662.1656752288294,573.6793951405009,541.3678665633853,592.4632776680555,643.8393997350332,634.7441967162348,632.7349704028877,585.4029541552611
CRI,520.1547313338508,566.1779603039461,593.8356357235209,601.3294042866871,615.6204733521744,631.9135877898058,688.198038780995,781.6005510979751,937.0342537172688,1071.03597830941,1367.4070551324191,1565.549414115081,1691.5980810703454,1840.4831129343768,1845.244926166779,1974.6433230884832,2006.9166635060244,1999.8808272908152,2020.5019455349209,2136.7651733157627,2150.2808709959763,2202.4180800986937
CUB,813.0398062342229,876.5144640113157,1022.876748802464,1078.494343089013,1204.787114093769,1274.1501685464198,1509.703530898593,1844.3946498823184,2158.054102638833,2154.415482860474,1991.834369885959,2174.754426822677,2073.622435310229,2218.6135579694333,2311.683944745642,2477.929587487683,2571.038582076148,2633.94729195172,2651.227105383896,2665.207777345023,2666.349279675378,2660.8067251450734
CYP,1597.07671334178,1725.562444110091,1941.544577792643,2622.5464683193245,2841.668233687315,2962.101532980097,3244.400011627524,3705.485797225125,4389.977492675456,4436.462808218191,4283.244368728088,4677.737885875088,4140.3372293670445,3855.591694919821,3373.5563949621046,2795.017923622725,2730.0793953571697,2872.376756559893,3125.412517215427,3475.995262851602,4011.656819890786,4319.296409150376
CZE,1173.3175192417332,1285.6961567896965,1680.1930197812742,2142.68220615652,2416.3442212963387,2716.197993770539,3023.9113611445814,3511.0114281244487,4345.527044708608,4088.389442451552,4074.383352286225,4300.942871639668,3839.619178549035,3943.788317550093,3821.49062542697,3354.9307415237845,3504.843972979814,3854.044258558049,4525.627666590934,4624.303894314365,4958.199932893604,5082.904672913063
DEU,4546.174882579481,4522.650225117466,4879.233521742293,5910.635230205991,6474.4448699099385,6547.884779579101,6731.163822038954,7515.730425633276,8399.816763874398,8396.495862710648,8220.46999860905,8831.247734141234,8397.42902718621,9027.135363384234,9340.928683577344,8080.727312825652,8395.695301288464,8836.529101728092,9519.003143497534,9443.70198676824,10235.901902821168,11000.287882660446
DJI,138.6111566407221,141.17697521323362,143.44928198431495,148.96441260228565,157.79371001963403,166.43653022287677,179.49116881093835,197.30902888258004,232.30621577138697,244.0834831582231,262.6901474662107,287.63320678940164,310.67476684969694,454.9489551751838,470.5203159633365,528.1473655649634,623.2638921150254,637.1291356058689,648.680510598777,635.7352347716533,615.1645918356394,632.9125013707549
DNK,7337.476532013073,7481.323544852825,8268.480533994854,10136.859505751692,11600.952901142176,11950.314123221351,12576.13558147916,14212.4849445354,16133.34043698129,16238.226678978775,15863.03041967322,16368.19125028197,15434.413066578223,15848.75118147092,16069.652494022688,13551.158575064988,13633.783495669324,14144.060071541126,15051.293333827884,14464.973577383593,15193.121531197208,15500.97788984684
DOM,250.2024093321588,283.75573084110056,310.1496760843409,208.87009635040425,188.7408633105929,318.13829914407154,361.06179544704,432.0375458748344,511.6791507370897,539.4966462257003,551.489952029244,551.2581502638731,604.0797860357524,651.7809356896714,692.029279884881,712.1376707202216,750.1268965023387,832.3600268947342,874.2884330711468,916.7307548217356,917.7272675831516,949.9222420648136
DZA,239.76032796641917,257.1759320011119,275.9540277263946,311.3718311425744,359.4916336045474,356.462509789186,390.713995142399,459.97786149128495,650.2499448415952,626.9652145339765,771.8941367125345,1127.5844960786526,1136.2292073989329,1052.3885842545244,1072.849931127344,900.767433775932,824.4084517805072,778.8047393139639,712.5112513573112,673.6937010481493,649.8764788803439,687.5673907820973
ECU,135.13936103527385,179.0210504961029,213.57062235871595,259.90364165838554,292.9281963815395,321.7645598216498,352.9247628931548,389.8987826017375,502.6774006689719,580.8200691844792,611.6179651956544,661.9812469065463,757.8310052171697,848.212694683607,911.6792980267094,883.7347987808062,885.1186299338382,905.3855038880322,926.5322743452066,896.9610140225515,821.0710046896627,747.5093422015931
EGY,162.49086985209195,155.99402666166964,149.948863759467,139.68998262569266,135.4782317962355,151.13571269709223,171.71028780075156,188.93882792138905,222.6035297652672,264.62205314246864,295.38537361807045,319.68076015657937,361.0181823567637,370.3898528610421,400.4696881383537,418.99703175443614,402.2118384311747,246.68313936369,211.89403560158237,231.2778647468624,282.79334818750164,285.24760469177
ERI,168.8475741613636,135.12437153686037,116.57302345918316,155.92051553073998,149.28814829277948,136.91809966892993,107.57684158916416,112.74939807271484,118.79049778077048,119.68693798069036,159.46240705844482,171.01638685801217,168.28271888568295,176.70453306002045,183.3167223052475,188.14201915678348,191.3014753020561,192.96196580201408,193.2480580932796,192.28873269223428,190.22467555351255,187.18286326609552
ESP,2441.302721755434,2511.7129598316706,2797.428895489076,3566.2788186117123,4230.324286928048,4540.824718864772,4887.844932672487,5737.518835927386,6640.450950661413,6582.147326701337,6246.108555622673,6492.355263578977,5623.486522978052,5739.008103905743,5748.43218575839,4988.100178606558,5035.189185052702,5226.066455713926,5680.052463324047,5627.387501985128,6041.293930562072,6485.98269601785
EST,803.9769796870335,845.6481374394992,975.8687866866588,1293.7722944101802,1558.9849389233425,1764.2780689951717,2015.3521665406477,2686.1861076011264,3399.411148309944,3119.8095721759382,2964.789202685413,3301.0892437773978,3247.018657997539,3637.9574992655007,3882.1995204154982,3501.684020380804,3715.854288120817,4037.137499299509,4552.169896476316,4713.97463006909,5104.751844024376,5371.953936026408
ETH,10.750714990274307,10.551230767980543,9.917661596535291,10.769763904103474,12.549639885535544,15.284305213468729,18.7825916805168,24.169719559340937,33.02174242598706,39.01220824639536,34.80779520780189,36.57607448769731,38.77768637737928,44.73541469884047,52.43837832173712,57.737094686857965,79.84792085137488,85.3768165653511,79.08501506677253,78.67049908430869,85.402122709132,85.87167975187988
FIN,4782.450715628631,4958.762317497393,5528.974976615033,6912.655462553043,7965.802859484243,8338.717118569184,8762.952307869902,10037.127801565715,11535.718894388405,11375.258783145497,10999.632387234024,11929.537309085475,11495.20184783313,12238.244845393874,12317.704463731548,10429.759550204071,10359.695910594335,10543.927241439673,11431.481309388637,11282.853627876051,11979.136258342463,12563.194297323678
FJI,357.9294166974048,355.32009508397255,381.29200518091386,472.6198887031303,521.3219506628187,578.1597445488887,690.1418491498814,694.040072806644,651.2409726799386,568.8176523056376,547.0481313076215,757.2232505090697,859.9340824472569,916.75983579966,1121.1178671903983,1086.3632534646708,1070.4110323784917,1176.3200451650434,1288.2571474225986,1222.6818518232528,967.3040356455996,869.3068060485176
FRA,5153.494632025267,5132.2628554234925,5677.25097666334,7069.528481006443,8032.663537045278,8288.288777572516,8579.12726150663,9634.779175231964,10584.638848726774,10358.127785939443,10081.855537208392,10746.6609449997,10112.4424635529,10608.247472007217,10719.308322219167,9006.311648867651,9069.379404572375,9439.517144958148,9981.80572119167,9629.497211511274,9880.348435560883,10182.708143352604
GAB,395.4044020648796,638.8117744130559,681.8518109880171,799.2231813426323,861.3526801061216,863.8543313008278,963.3165182945972,1156.6001042056091,1274.6432228917467,1244.908430011144,1193.5032184304496,1382.9603983821307,1376.9141111060865,1399.879824031162,1434.967179862856,1094.1466507585608,1022.6029781176492,956.7098296127482,840.933085017015,853.8589909639028,824.4990201659693,794.5542641826098
GBR,4730.343839552636,4841.451185834112,5482.978124038124,6526.535753841085,7885.023716163722,8314.068679992863,8862.458459000027,9937.65776122286,9638.25961357876,8473.459379882781,8463.016294110374,8730.640280370542,8726.301266840079,8638.844376884852,9310.95138051418,8690.868936837443,7779.373183053439,7469.688152002259,7916.461264379521,7997.629854898115,9098.553477504674,9623.947175738997
GEO,59.84851284252549,72.25627477655459,78.0576649135166,76.44463006197944,138.69076688012487,219.01913111533108,221.9889276559195,402.74455719011,599.187840505828,484.1164998376481,456.12957162790514,508.1054273497055,552.4476288148425,595.1644490625923,623.4117110725937,531.0514605144131,577.2576491950548,561.3182443500106,580.6957933384275,573.3384920879623,575.0822894274291,514.314327472699
GHA,26.29068132539188,26.15461581184608,30.068966775538296,42.42158525320831,50.82247155095375,75.39945811140429,81.02463099929099,92.16878383657829,106.2699256599094,81.62475331585021,91.85720221412708,213.6491873432464,186.76616593695908,256.3022844566496,205.61891801957648,168.40281521602833,192.21794481575964,178.35419509842765,198.52394308128703,195.56421986580656,199.8886924112532,194.74216236965805
GIN,25.74974178871663,24.703341673434632,28.146615868151414,32.20559055318495,28.301757885479983,22.529690342443903,28.44853800307661,44.736397746317095,42.68354327667328,67.17057357876153,84.511702007914,97.5504922201936,103.79661556539196,145.13718224007772,140.07450096986798,150.01938847301238,123.63676163309796,130.69786296812504,147.8694190265383,162.12304124390258,154.2274561891622,160.20853942670658
GMB,66.70633031507909,57.45047823741114,40.85971981609751,29.4085018016303,49.88789090309765,54.90428704715711,55.54686136001945,61.80656773413269,90.3723203290062,79.98941267328374,87.25671623180769,70.41447038444458,65.01655102872704,64.9712500462815,53.677356111527416,55.01567268973072,58.347583004995975,53.47534643369836,50.00657799624352,63.67674135037005,58.60176462298712,58.59922650027679
GNB,57.37085410469497,46.80763125803279,47.89504821005393,61.33929100642009,57.443984971810245,63.78072350717776,48.1824583318006,52.66587644184239,52.95721782631397,49.28685047848576,51.35719838631426,60.97488691585477,60.22876062761383,45.20178530597963,86.1908076454472,68.34031588471974,64.97031919472751,68.66165766761624,101.33750164807016,110.79654090633326,120.14985483683093,133.85991347661138
GNQ,28.717996295842404,44.50909800861485,60.69737915091648,91.5281248606364,177.12575998029232,299.96591697819497,933.8008979993152,1217.0256477864525,1525.143696627304,1854.612791009532,2019.2193994804331,2548.384994220415,2513.051269963302,3141.1813020364125,3080.932991016269,2457.9200056602062,2331.86664544073,2278.532879689445,2342.227273238957,2107.787369124409,2079.939144054817,1917.9335548053675
GRC,2144.2180407003893,2289.1282504832125,2645.031587120092,3412.330865502348,4100.750410829556,4419.386914424773,4925.111479350778,5877.203147408922,6652.736862038865,7018.698689039178,6095.279028711234,5766.89525031016,4976.814736579568,4577.260975276906,4520.889736216644,3746.650584543945,3701.037066820312,3855.001771860806,3941.9398335298633,3863.955031797179,4067.022561694532,3681.436917189193
GTM,115.93442047218706,157.73095685449286,164.45538040736977,168.33079798654398,164.0973747812565,176.16083724799495,188.87363849303807,215.58113801462764,251.84678067017032,268.29040897079034,295.9938044286856,324.8191830080969,341.44062558029003,383.5785418921099,408.93129321718817,424.2611090694312,415.8601622916857,447.8790547070881,470.38048002425546,487.1633050874029,500.08128683751534,509.3744498612579
GUY,235.47065859780324,239.68751720846797,250.83055643852768,279.30600015615835,287.129507741212,297.5366484651602,901.198982234961,1046.2715610981943,1167.483823829339,1225.401436848579,1327.3830144285992,1420.2748973172434,1550.3892014739242,1572.9036289779224,1537.5271181956543,1571.1014481481482,1619.7558512622743,1686.883770273678,1670.7137771453092,1771.8066890338116,1837.235473229389,1866.492122982164
HND,146.56910846122926,166.43573457038835,169.8323110019384,172.80977361515338,182.80371621725232,203.0500698142177,214.56271424175927,262.8234578018451,297.6873316993059,334.6702543371781,341.3814891026782,335.4747025347096,347.4216973591979,351.84389383467584,338.2391331234659,329.3360221242525,330.6309360822135,331.2143048298667,337.9459877074941,347.25477888189226,360.23916294053146,363.2740884562211
HRV,1052.920595875453,1016.3751603973136,1166.1943316296422,1466.1874472521692,1764.8534148979156,1916.90023376766,2127.0382371057103,2649.406911368321,3035.0561424277253,2977.955772550385,2852.6581518845383,3007.494875205461,2731.74807009238,2791.7947597638176,2833.825481922192,2354.285846666675,2402.4225592251137,2584.1460488526727,2881.586451145364,2902.0400707023678,3057.091012573794,3155.453468485517
HTI,56.21395407130905,54.14180304379252,55.53615991384685,45.0816194012379,49.36088585097432,50.446053120098334,55.93854904221332,74.6003880816341,88.07962170515823,82.67576389717365,86.75662567498168,84.39211707834568,99.49160853453311,103.03777696006055,110.0421797458326,114.65281475730148,106.5489787325751,108.53995601344045,121.8646623975486,95.87607680833877,105.56093715077836,97.48548545415863
HUN,979.3076484998508,1111.7183579553316,1453.909807613658,1935.391086047085,2266.9821596937245,2483.185208123587,2530.6260697107696,2905.8240570087287,3386.811391108598,2897.806941466779,2849.296061151936,2954.4464871510168,2605.962166971027,2721.2972169524564,2875.984107225305,2523.714566867748,2632.2179929789245,2963.4428469245727,3248.433537308795,3342.6480206827405,3320.2391014618897,3533.6277965906584
IDN,50.9619849468257,51.54791090462921,65.33001343069401,86.63175004372853,95.7232326394531,102.446383700446,137.1548580431761,155.2445706655557,182.5310533124546,216.83503279706864,281.1973281244483,330.01188322402373,341.68347702087163,344.9152464077357,329.0877315505442,324.82074227505234,339.45837412348607,350.00903416135304,351.2740986751503,364.2979142124559,359.4480632996228,339.5555671486794
IND,52.9664504870623,53.11153178936523,53.28789282376421,59.46313413368215,65.31804126994943,74.10349506853456,79.08175208155582,101.4155652851489,105.22908880244968,126.28104715498928,149.43529160057847,161.62298509495176,154.26232348590935,149.23971733419336,164.32714618643723,167.43720340227995,178.60118698966977,213.26235865688847,215.4380394691864,235.87279989054807,239.50433687012827,249.54511009248608
IRL,3876.064291231876,4363.281703408156,5169.488404942679,6619.772504134732,7711.040492742959,8193.3113691016,8901.26859702652,10531.355388348038,11704.013964365242,10587.495950847351,9164.521821060862,9546.047183993353,8754.134018083421,8874.060621338711,9177.032975828452,7833.073702077156,8123.663231022161,8695.349053900709,9611.622504269892,9700.062244822126,10897.849992605152,11725.164759581585
IRN,215.9675562388916,245.7712064058229,223.9934290514201,257.38868097785974,309.6948645500287,392.00101725145066,470.5084729318252,464.8199784169637,574.745132426067,638.5046871678836,713.0630170989376,748.7724656339612,749.8585430881611,555.9096296309973,573.976822047,622.6174986890858,699.8799686726464,741.3440625750947,440.76849562506015,361.5566333997594,267.1837496235103,193.36370336540827
IRQ,243.67206365153933,234.71307733681988,254.9836706174877,104.92805372608342,355.8378832379189,370.5157752836213,372.0264532818066,596.0265355872018,771.8329286194422,811.7432026254776,881.1036282542294,1189.3325512835556,1133.6374759864636,1235.2390847459092,1194.9581979805257,875.1260625726538,836.8310038716078,812.8906388788292,939.406935819452,1148.001968258441,800.0272259012313,883.5613693896024
ISL,7311.270621408184,6680.822092807337,8007.306694829768,10023.960762258224,11539.116833873171,13972.414701916228,14163.629046823222,16889.364415006763,14106.900321328494,10531.5388105464,10654.80395742842,11705.74258112524,11214.486643706688,12000.43220494923,13117.720550527689,12426.890473931036,14401.945264487003,17509.177499822385,18829.46756926655,17900.592968199744,17501.786628728165,15505.47418030194
