indicator,impact
lag_educ,0.12257459195401092
school_atten,1.3375098238088445
high_educ,5.1903237490723555
vacc_child,13.545557526473573
mort_infan,-0.059876289353494
mort_mater,5.219107742687172
atent_birth,11.827393543524398
house_space,2.227299417306978
own_house,18.898966618284646
lack_food,18.670410267967995
moder_pover,19.654511690246412
extre_pover,9.200370647970084
