indicator,impact
lag_educ,7.016073506498588
school_atten,21.743337078250484
high_educ,74.65718097693507
vacc_child,45.35994973465153
mort_infan,5.283057256516038
mort_mater,25.412098867757024
atent_birth,51.853711159774626
house_space,1.0674614718890383
own_house,6.126783035636272
lack_food,36.49122810376899
moder_pover,13.842158528785674
extre_pover,19.012391236035025
