indicator,percentage
lag_educ,119.32826609250276
school_atten,137.72505520788013
high_educ,179.99277552609774
vacc_child,282.93204107228814
mort_infan,156.07856547822018
mort_mater,214.54453658244577
atent_birth,282.4082266397459
house_space,1173.7941174302148
own_house,1202.6842119402966
lack_food,897.8564652522296
moder_pover,737.0411237617594
extre_pover,859.3665998513791
