indicator,impact
lag_educ,3.021824205166175
school_atten,9.51447814772904
high_educ,37.4757890614773
vacc_child,66.00397673186009
mort_infan,4.805413980258047
mort_mater,28.251582579026728
atent_birth,61.88810123859982
house_space,8.11314143473714
own_house,94.94583394791864
lack_food,80.27415341815158
moder_pover,89.6641167276591
extre_pover,40.39331389598486
