countryCode,group,sdg,seriesCode,instrumental,inivalProp,finvalProp,inivalFront90,finvalFront90,inivalFront,finvalFront,meanLevel,meanGapProspective,meanGapFrontier,meanGapFrontier90,savings
AGO,Africa,1,sdg1_320pov,1,0.2411999999999977,0.1112443749421389,0.2411999999999977,0.8570188535348892,0.2411999999999977,0.9428409489462392,0.11360150672233735,88.8755625057861,5.715905105376084,14.298114646511085,9.75
AGO,Africa,1,sdg1_wpc,1,0.4592999999999966,0.3071784952025213,0.4592999999999966,0.8373339387525691,0.4592999999999966,0.8995055493428172,0.30515415070839214,69.28215047974787,10.049445065718277,16.266606124743088,9.75
AGO,Africa,2,sdg2_crlyld,1,0.020646466758464,0.0236025882025037,0.020646466758464,0.0251348160733637,0.020646466758464,0.0256677102677214,0.023655049087769237,86.51280674142646,85.33273698987348,85.63724795807788,4.0
AGO,Africa,2,sdg2_obesity,1,0.9064745645171136,0.8795662342196949,0.9064745645171136,0.9998889355606684,0.9064745645171136,1.0,0.8791403465130184,9.50964668521657,0.0,0.0,9.75
AGO,Africa,2,sdg2_snmi,1,0.3448963805563123,0.3554497382117388,0.3448963805563123,0.3643984726171453,0.3448963805563123,0.3676732923976448,0.3556135187506545,64.45502617882613,63.23267076023552,63.56015273828547,5.0
AGO,Africa,2,sdg2_stunting,1,0.3139724581051837,0.4050810884473136,0.3139724581051837,0.4075838764999301,0.3139724581051837,0.4219003986890301,0.40611157986438373,59.49189115526864,57.809960131096986,59.24161235000699,1.5
AGO,Africa,2,sdg2_trophic,1,0.9340343786840088,0.9347524092938718,0.9340343786840088,0.9355424314023888,0.9340343786840088,0.9357352647557508,0.9347704665433552,4.6171010924620575,4.516809718800942,4.536486591592978,5.5
AGO,Africa,2,sdg2_undernsh,1,0.8251376077047303,0.9907609994256196,0.8251376077047303,0.9995334536269936,0.8251376077047303,1.0,0.9635010419154495,0.9239000574380429,0.0,0.046654637300636015,5.0
AGO,Africa,2,sdg2_wasting,1,0.6601273836174751,0.6965147493974667,0.6601273836174751,0.6988739253149486,0.6601273836174751,0.7051457190576658,0.6970154374182056,30.34852506025333,29.485428094233423,30.112607468505136,1.75
AGO,Africa,3,sdg3_fertility,1,0.3562998043502716,0.469014923391226,0.3562998043502716,0.4801341599809149,0.3562998043502716,0.5009612628788879,0.4667942928676787,52.55941004778403,49.32805616857227,51.43470565710286,2.0
AGO,Africa,3,sdg3_hiv,1,0.9581829938081166,0.9583698847409728,0.9581829938081166,0.9585992149141576,0.9581829938081166,0.9586607714544408,0.9583748543072484,4.163011525902716,4.133922854555916,4.140078508584244,5.75
AGO,Africa,3,sdg3_matmort,1,0.9078929196417356,0.9932880730335804,0.9078929196417356,0.999789372666749,0.9078929196417356,1.0,0.9779693798083657,0.5359215499498936,0.0,0.0,4.0
AGO,Africa,3,sdg3_neonat,1,0.558916211876623,0.7359919420203532,0.558916211876623,0.753126019082835,0.558916211876623,0.8015629755288598,0.7249874765677269,25.049234618962352,18.371717016259677,23.304361996572716,2.5
AGO,Africa,3,sdg3_tb,1,0.7826773030358254,0.7673016430802011,0.7826773030358254,0.7803434968596489,0.7826773030358254,0.7839113853430388,0.7670536666693467,23.26983569197989,21.608861465696116,21.965650314035113,9.75
AGO,Africa,3,sdg3_traffic,1,0.6421088820977616,0.6422290483757888,0.6421088820977616,0.6424232170086752,0.6421088820977616,0.6424608626596211,0.6422317020871786,32.700548822896394,32.67625690692594,32.68020181046817,6.25
AGO,Africa,3,sdg3_u5mort,1,0.687225386394392,0.949927109736605,0.687225386394392,0.975445457252336,0.687225386394392,1.0,0.9004737694365688,3.9211806335008292,0.0,1.3401692312940874,2.0
AGO,Africa,3,sdg3_vac,1,0.5240959494050841,0.629289634981211,0.5240959494050841,0.7053046675454354,0.5240959494050841,0.7274006106427933,0.6298499061618916,37.07103650187889,27.259938935720673,29.469533245456457,4.5
AGO,Africa,5,sdg5_edat,1,0.4605495634989888,0.4449508398509895,0.4605495634989888,0.4739096136809532,0.4605495634989888,0.477768302472941,0.44474718611577224,39.931636620116414,35.50127916615296,36.02220215307131,9.75
AGO,Africa,5,sdg5_lfpr,1,0.910580798692561,0.9165561149160896,0.910580798692561,0.9179504937976706,0.910580798692561,0.9190533181352972,0.9166782616929264,2.8450518188945066,2.580348277658495,2.6972476574469204,2.75
