countryCode,group,sdg,seriesCode,-50,-50_slope,-40,-40_slope,-30,-30_slope,-20,-20_slope,-10,-10_slope,0,0_slope,10,10_slope,20,20_slope,30,30_slope,40,40_slope,50,50_slope
AGO,Africa,1,sdg1_320pov,-58.28593750258851,-0.0033004553507334122,-58.620667010351646,-0.003273326798318492,-59.09826432644877,-0.0032406078287755134,-59.99142101040599,-0.00319333987859188,-60.9192456175885,-0.003137853801937173,-61.98421975558014,-0.003082484750257309,-62.52223948136327,-0.0030511580670576,-63.69468995664541,-0.002995208872790637,-64.18376931918735,-0.0029586118836828442,-66.97169564300991,-0.00284174178754462,-67.78150929320752,-0.0028066780427380036
AGO,Africa,1,sdg1_wpc,-31.89336827382722,-0.004233727751471193,-32.4814442767125,-0.004162288992965243,-33.04980541859615,-0.004088403015434162,-33.464334998843704,-0.004031216812501748,-33.95046537416608,-0.003978271405248888,-34.05983606350092,-0.0039630053662980304,-34.84940203009721,-0.003873104775459279,-35.59470654539253,-0.003794554748176222,-36.17042534625345,-0.0037326921130588623,-36.659147296742184,-0.003674499556028718,-37.88987774571362,-0.0035625368466648713
AGO,Africa,2,sdg2_crlyld,879.3923678207925,4.388665659136497e-05,774.073286595426,4.985614805664369e-05,670.2069879470657,5.757534237393548e-05,601.1786278929018,6.419580082241358e-05,549.0205740664017,7.029933299764365e-05,496.74935575950076,7.769802805111185e-05,459.1527447382155,8.406313236912958e-05,435.19059687964267,8.869161784212719e-05,414.71602465333194,9.310620041842178e-05,381.39876954124685,0.00010123506684158862,367.86753682704244,0.00010495958750033455
AGO,Africa,2,sdg2_obesity,-20.810020141639534,-0.0007877378127790069,-21.487747980853477,-0.0007636507721250279,-21.751067672950988,-0.0007517029262671196,-22.345759894007628,-0.0007313863449391984,-23.02311045354926,-0.0007091033865634395,-23.600418899094738,-0.0006952716729566569,-23.650799634971186,-0.0006938631132463523,-24.723392644637006,-0.000661743502931878,-25.15843658393857,-0.0006491286596186882,-26.269439310245158,-0.0006214694316404207,-26.89496058111302,-0.0006101688354826061
AGO,Africa,2,sdg2_snmi,7201.919508653397,2.2728976626030016e-05,2624.005693563799,6.240824477919846e-05,1415.3230121086922,0.00011567350500354721,992.3070663336235,0.00016503381491807131,749.9389841025559,0.0002183277624887515,625.5808279150664,0.00026175058969178726,536.7618616039117,0.0003051470835866519,473.08575584017694,0.00034624735290752324,410.50286255575895,0.0003991296031442472,388.624655629376,0.0004217056070813977,359.9054545288944,0.00045532033431113357
AGO,Africa,2,sdg2_stunting,128.98001712133998,0.0013279861573783334,108.08255726425041,0.0015862556304145252,94.76601580817831,0.0018077484363215933,84.3858567730659,0.0020328597356444223,75.30294710004343,0.002280472543977962,74.08253184160893,0.0023184131490203456,69.94058631515315,0.0024573923693816057,68.33047469711867,0.0025148328064080283,67.2508135182689,0.002554541203181271,66.40387716217795,0.0025869524297553333,66.0649393729078,0.0025996476692570344
AGO,Africa,2,sdg2_trophic,1234.7564392433874,9.308413456722186e-06,1034.4610219109165,1.1110196256581025e-05,892.0098860340189,1.288429655194987e-05,775.4995388919189,1.4819941181151147e-05,675.4275964983042,1.7014450552194918e-05,609.4843882905675,1.885689440982175e-05,555.7062421026496,2.0683366916006843e-05,518.1020333596573,2.218637826537139e-05,472.930105459315,2.4308064833386664e-05,447.047711496586,2.5710267495704097e-05,407.13165261889503,2.82398062719551e-05
AGO,Africa,2,sdg2_undernsh,25.141804659724997,0.0016004056827593957,19.56604609695812,0.0018992482969359676,17.276720686385833,0.0019774605650060718,16.13592940478464,0.0019383531264969781,15.594562196072618,0.001841082244237101,15.10308847719921,0.001795080306393364,14.853528199772306,0.0017456747609943806,14.494413420686865,0.0017115464535469465,14.30700359191212,0.0016760727403545461,14.231834409232734,0.0016272699362083766,14.219965344097158,0.001561942279739531
AGO,Africa,2,sdg2_wasting,181.5788423449596,0.0004676469993848993,148.12175227787176,0.0005734214388007882,121.03400645456142,0.0007017654746511579,104.75408019423827,0.0008117971831346541,95.53545662798496,0.0008905524636982156,89.06301581266412,0.0009557722821817667,84.35054099354143,0.0010092634887738853,81.46139045557582,0.0010445600835524735,79.37358206751817,0.001072735412002612,78.87383871791006,0.0010791948829670002,77.74383245778589,0.001095196270200616
AGO,Africa,3,sdg3_fertility,134.92846172251686,0.001168264892368181,100.04429956188424,0.0015690808790071993,80.88205970149203,0.0019384983621157136,70.44279970281751,0.0022250597733556483,64.18680934126945,0.002444412536834186,58.991712763062814,0.002662741704065815,54.52184545624876,0.002881215284286445,52.12155195569063,0.003021192354090235,51.263439381677514,0.0030692128178130625,49.188904631367926,0.0032053400486663345,47.584903304505005,0.003314163915748449
