alpha,alpha_prime,beta,T,error_alpha,error_beta,GoF_alpha,GoF_beta,years
0.009049644874809777,0.003828679882357625,0.10514099099157781,56.0,-0.0009524605619489201,-0.00032989315528794,0.9945063017295991,0.9934021368942412,14.0
0.004512078332124692,0.003961982756047369,0.10096726516499024,,0.000118609645230916,-0.000313354638736045,0.999397327668914,0.9937329072252791,
0.00017208223620799768,7.178301566906926e-06,1.372054358070158,,-8.309229136485574e-07,-2.233995519718146e-05,0.9998670523338162,0.9999668092094214,
0.0019247202667393437,0.0007642807805203146,0.11205250786264062,,0.0008683214693118169,0.0003875339188999308,0.9751908151625195,0.9922493216220014,
0.0005892746745785746,1.346751171332087e-05,0.7523624418789533,,0.00012307964930774462,-0.005203810153454613,0.9935725072028178,0.9913822252235783,
0.002912240145031365,0.000621015047822206,1.9676375522733882,,0.0018372356020711078,0.006280509756260599,0.9867205441124639,0.993388937098673,
0.0002999887918919282,4.599431997000993e-06,0.9390795169730999,,8.784798533079119e-05,-0.0002617286987134926,0.9882869352892277,0.9994376077548305,
0.009351088320297534,0.0010279570935776965,1.22722443135047,,0.006239826601019294,-0.002486332848836259,0.9852519961188717,0.9973828075275408,
0.0012629705143443956,0.0003963414531412622,1.7858106509541525,,-0.0010272444302308337,-0.008812598987552822,0.9829317482005266,0.9907235800131023,
0.003120773453980987,0.0003356379414634552,1.2908870718867083,,-0.001209072067003103,-0.0034505371982397337,0.9918590973024214,0.9963678555808003,
2.152767770444134e-06,0.0002040978645528851,0.8752072722389882,,-0.00016287735256514946,-0.00550986379416607,0.9724361403351288,0.9881606232522051,
0.004763405854684987,0.0006786521183388208,0.8535354769956265,,-0.0036298528630196447,-0.017974839327356884,0.9837372183556468,0.9810791164975191,
0.006145904037601847,0.0005087162118045703,1.3098328065226077,,0.0013237097552437627,0.005416657435760919,0.9954121423255756,0.994298255330778,
9.191630889372016e-05,0.001382349365861742,0.5738864122093547,,-0.0002473947765319062,0.000825166939071198,0.9949894728803664,0.9974759599510763,
0.001341965015410789,1.6049103959717095e-05,0.8828085943674385,,0.0005965264015930227,0.0023488863925060777,0.9845915689625419,0.9956063995535858,
0.00996011023277908,0.0013282004031643232,0.9280818360248143,,0.00504148566298146,0.00946451249536251,0.9889882079536018,0.9900373552680395,
0.007878696092937017,5.9363228678312086e-05,0.7143016669531066,,0.004928117020052358,-0.00257917367592031,0.9785734042606419,0.995175646361588,
0.0009757856054128154,0.00045404300592206834,0.19066054778532532,,6.413977334984722e-05,-0.0005393539364924385,0.9969793998293993,0.9892129212701513,
0.0002038890367039334,4.798159037650275e-05,3.0910510938384235,,-0.00013651097007705282,-0.00798662025887209,0.9843565807263054,0.9901586669795889,
0.02893652339651681,0.00015401590053957522,0.7173984698656652,,0.0003752283696035752,0.0017287120366091535,0.9986912511255509,0.990827242254727,
0.003673145935642,0.00043239706018640165,1.039938378945687,,-0.0032046213115435873,-0.019188346393263278,0.9814729646092178,0.9798017406386702,
1.1849208363967425e-06,3.985001952737411e-05,0.5605710350475821,,2.772503941750326e-05,0.004630407865941377,0.9789248777859563,0.9883115917947111,
0.0026434868284285606,0.00040383132004696143,0.8918305642655971,,-0.0009348497593035798,-0.000679835439373111,0.9919499719340086,0.9992843837480283,
0.0019030067333245188,0.00014858011195550313,1.0892104040135935,,-0.0008862576763243313,-0.0021742588981731314,0.9900196207621134,0.9977113064229757,
0.00027239538294168843,1.5960865414958311e-06,0.6232197211791807,,-0.00035267859475096586,-0.006380940782148681,0.9560151412442106,0.9880644273139665,
0.0046370541533242784,5.93270636965731e-05,1.3104033272183844,,-8.131721389137425e-05,0.004874221405509194,0.9994542316488372,0.9939938504007944,
