alpha,alpha_prime,beta,T,error_alpha,error_beta,GoF_alpha,GoF_beta,years
5.718384797862156e-05,0.0008217377845072813,0.39624817219276176,84.0,-0.0008399786552411026,-0.005437165495449092,0.9835570096534725,0.9763601500197866,21.0
5.38888612828644e-06,6.543598154617916e-06,0.10287179624118518,,-1.1188079840684928e-05,0.00038130283568055257,0.9722300744059609,0.9972764083165675,
0.00013245633619860767,1.9094127789710575e-06,0.41985971199313893,,-0.00014115946330540974,0.004940245825526324,0.9759728573097175,0.9909353287605022,
0.004101595583271084,0.0016383367933266349,0.04141380605120759,,0.0005241033250814597,0.00034515893292088456,0.9953748804548539,0.9930968213415823,
0.005095155866698746,7.837359375677339e-05,0.5797083921144721,,0.021012027068003536,-0.009790450184213095,0.9338129769312529,0.9872851296308921,
0.0012330189550769212,6.889295681822741e-05,0.3870690216223778,,-0.0012318739161556458,-0.020920085261138532,0.984741234478215,0.9756743194637925,
0.00030964722015438086,2.5360394470031514e-06,0.328862932588516,,-2.890346879713679e-05,-0.0034345816124703443,0.9979412741341912,0.9936980153899627,
1.4761206329199802e-05,0.0001580332633865693,0.22393998803106246,,-0.0011250541582138451,0.002372467858960947,0.869252444730737,0.9925860379407471,
0.0003169404636922909,1.7148988553649864e-05,0.5132380817128493,,6.991627654151511e-05,-0.008834210920973917,0.9965526448435085,0.9891604773975781,
0.0008234711375788175,5.5619424597350996e-05,0.4316234933466916,,0.001661678440659009,-0.0009161508836552645,0.9701131954697824,0.999035630648784,
0.00017291505734929292,2.048525582094378e-05,0.6949709311868052,,-0.00015587124890559245,0.011375295610494773,0.9861483800783476,0.9867729120808201,
0.0017289763690274491,0.00013647669794884852,0.5223728999408995,,-0.0005828987921755457,0.00884190549611652,0.9950531468511638,0.9906927310567194,
0.00032157971647753036,0.0037384307655215464,0.22884930244702717,,8.23978962716243e-06,0.006299655618267841,0.999962814305218,0.9770921613881169,
1.6285986645413574e-05,1.3682884174999708e-07,0.3196157150908128,,-3.914458186371483e-06,-0.006779081473950455,0.9942546639221096,0.9864418370520991,
0.003807186209698011,9.165214056504831e-06,0.576615712334167,,0.0021629252692343393,0.013697635017123955,0.9843432240280444,0.9748667247392221,
0.0007468424887329303,0.00011232835925482477,0.6575945636494022,,0.0017744452597988625,-0.004745559793586818,0.9657257791376631,0.9950046739014876,
1.594346361467549e-05,0.0006068235712037505,0.6192119802865687,,0.005992873058243808,0.04991170966546937,0.8297263223921657,0.8632555899576182,
5.237512005224716e-07,0.002332851042402156,0.25781180180413,,0.004848518022559145,0.002408810539294537,0.9504523977805108,0.9951823789214109,
2.373856646761458e-06,0.002363858304756145,0.367147079007227,,-0.011136712151615602,-0.00650307332776906,0.898234051488885,0.9857075311477603,
2.636750973124553e-05,0.0009568974822735254,0.2732845333393899,,-0.0023037002628006897,0.0005264895649106371,0.9536591946393869,0.9985575628358613,
0.000729445282925968,1.0680370977610333e-05,0.5504584405919338,,-0.0020495674518784535,-0.00411719087689455,0.9530312159414654,0.9943211160318696,
0.009069547119479614,3.7263781886600725e-05,0.19051251492201704,,-0.0025422034245664027,0.002133647949956352,0.9892594590447308,0.9933323501563864,
0.00013819048608854483,0.00017865011012843757,0.09582880124325283,,-0.00017938594575805933,-9.707030864758437e-05,0.9854377698530082,0.9989782072773938,
2.088274130679664e-05,0.0002605836358689697,0.21592799951182792,,0.00046014544018835313,0.0015937520600021182,0.967696823262297,0.9950195248124933,
7.997877469912164e-05,6.810437108810736e-05,0.06971798852093053,,-0.00012274626489694462,-0.00023459862819712185,0.9724462075191165,0.9975305407558198,
0.0003644243604223218,2.4172182029053277e-05,0.7167900790281332,,0.0011371240395372517,-0.0030090700198843745,0.9510622152412491,0.996675060751509,
0.00018165353344495297,2.961637790129984e-06,0.5330964661940503,,0.0006670878777331746,0.004461263513077074,0.9378959340145027,0.9938465330854109,
0.0002621682309926157,4.655163970150999e-06,0.4625839785159026,,-0.00018175483139715176,0.0031674383774361603,0.9855353849656733,0.9946314603772268,
0.0002097787360122825,0.003375427281902838,0.9098142005345221,,0.0013642686636451407,-0.001348759966371682,0.9905865384590341,0.9970356923816007,
0.0001150568123305436,5.139885686276114e-06,0.506029838366307,,-0.0006064037361342978,-0.024148486948419312,0.9060501253876462,0.9666917421401113,
9.518583457076097e-05,0.0023517500926684577,1.3107671628746838,,-0.001390060424846018,-0.004213066230282392,0.9884161631262832,0.9884573527937469,
0.0009007760040142909,6.084634281839635e-07,0.48893901520656025,,0.001467013504104775,0.01286366387823279,0.9626599908233547,0.9781971798674021,
0.013769386729168366,2.1884594558061685e-05,1.1009042305898398,,-0.05078481783143862,-0.026375353514432653,0.921722876143846,0.9693309842855434,
0.011752311214468607,3.986762771310649e-08,0.9159201174073889,,0.021873054639066747,0.02774757730702665,0.925688547533369,0.9390163136109304,
0.002849156821772563,0.0015721473659268967,0.059758632604715096,,-0.0016483190946824378,-0.00047605784320235017,0.9852571519863735,0.990478843135953,
1.5041765842303785e-06,0.00013531249316012378,0.5282077455599982,,0.00045721594499348317,0.0145596780385851,0.9374455796650709,0.9601104711271641,
0.00014889600953114248,1.6757361157577573e-06,0.1986491844700502,,0.0007612668610791351,0.003109644667206979,0.876012263930357,0.993780710665586,
0.00013930280507864438,9.681302705053322e-07,0.2709129148458497,,0.0003870522170105195,0.0032280725548744504,0.9319621229849006,0.9935438548902511,
4.223442123095216e-06,4.054014974079965e-05,0.2788707233063814,,-0.00021715249640530399,0.0016455855025313548,0.9002850022829793,0.9948575453045895,
0.0015532494283362027,0.004812761475227769,0.11184671538826449,,0.018791774936833094,0.0072331382102389374,0.9434249068992463,0.9483347270697219,
0.0009682776737827302,5.425191774822316e-07,0.08327717109530774,,0.00012945344359177602,-0.0001650999316207824,0.9885046280912583,0.9988207147741373,
0.0027941157469126006,6.501745367043174e-06,0.17000526257215454,,0.0031040048829664713,0.0029967643546182643,0.9572305835249608,0.9906351113918179,
6.375278413671262e-05,2.8973600988922753e-05,0.0377078789496054,,-7.605032799240519e-05,-0.00010153297477016876,0.9619748360037974,0.9979693405045966,
1.3638855545813842e-09,9.450561037734104e-09,0.22057938139712896,,1.1786508102851201e-08,-0.00043625208119180137,0.9763691726391076,0.9986367122462756,
2.5083049185479552e-05,0.00031243275191040066,0.5565587719746263,,0.0016267566952634649,0.02394904848921453,0.9203751203634393,0.8958737022208064,
3.223927977723868e-07,0.001901562316646924,0.4607713899722038,,0.00740097824781652,0.026684452698805095,0.9208940088690627,0.9413528512114173,
1.4998884284010108e-06,0.00021148002664347465,0.3866738287412884,,0.00012977621512903076,0.003043490724932374,0.9864738383666247,0.993311009395753,
