seriesCode,baseline_0,baseline_1,baseline_2,baseline_3,baseline_4,baseline_5,baseline_6,baseline_7,baseline_8,baseline_9,baseline_10,baseline_11,baseline_12,baseline_13,baseline_14,baseline_15,baseline_16,baseline_17,baseline_18,baseline_19,baseline_20,baseline_21,baseline_22,baseline_23,baseline_24,baseline_25,baseline_26,baseline_27,baseline_28,baseline_29,baseline_30,baseline_31,baseline_32,baseline_33,baseline_34,baseline_35,baseline_36,baseline_37,baseline_38,baseline_39,baseline_40,baseline_41,baseline_42,baseline_43,baseline_44,baseline_45,baseline_46,baseline_47,baseline_48,baseline_49,baseline_50,baseline_51,baseline_52,baseline_53,baseline_54,baseline_55,counter_0,counter_1,counter_2,counter_3,counter_4,counter_5,counter_6,counter_7,counter_8,counter_9,counter_10,counter_11,counter_12,counter_13,counter_14,counter_15,counter_16,counter_17,counter_18,counter_19,counter_20,counter_21,counter_22,counter_23,counter_24,counter_25,counter_26,counter_27,counter_28,counter_29,counter_30,counter_31,counter_32,counter_33,counter_34,counter_35,counter_36,counter_37,counter_38,counter_39,counter_40,counter_41,counter_42,counter_43,counter_44,counter_45,counter_46,counter_47,counter_48,counter_49,counter_50,counter_51,counter_52,counter_53,counter_54,counter_55
sdg1_320pov,0.3435119721117416,0.346555661577098,0.3501258922140215,0.35366925850545056,0.3570836759385448,0.3605303305862202,0.36388564645922916,0.36736991119058754,0.3708058201000709,0.3743223220460121,0.3778979255520299,0.3814251732361744,0.3849524209203159,0.38849041434265347,0.3920391535031876,0.3955126724963516,0.399023801573199,0.402540303519139,0.4060836698105762,0.40960554462561555,0.4131005550951656,0.41659556556472116,0.4200475930814955,0.4234835019909763,0.4269194109004583,0.4303768112863327,0.43378048298122834,0.43730773066536893,0.44078662252763373,0.4442332771753066,0.44783574502681095,0.451362992710947,0.45487412178779846,0.45840136947193605,0.46204144740712644,0.4656492881277321,0.4692678745865358,0.472821986616165,0.4763331156930121,0.4798334990316678,0.4833285095012205,0.48689874013813855,0.4904044963458913,0.49373832074251384,0.49711512809191816,0.5005671556086899,0.5040353017327605,0.5075141935950221,0.5109608482426979,0.5143161641157156,0.5177252086797104,0.521155744720092,0.5245970264986678,0.528075918360932,0.5316354032596563,0.5352217525038673,0.3435119721117416,0.34640522124236406,0.3496584526025272,0.35296003978456253,0.35618640679923963,0.3593482993847408,0.36263376795948143,0.3659084907960306,0.3691939593707808,0.37247405507642656,0.37581862521124565,0.37909872091689883,0.3823465794079621,0.385465489040684,0.3887294661390424,0.3921009006193526,0.395354131979514,0.3986234819469646,0.4019680520817893,0.4052857578711183,0.4086249551368385,0.4119319151879752,0.41520663802452884,0.4185135980756652,0.421895778294169,0.42529944998906616,0.4284828340509591,0.4317092010656318,0.43486034791294004,0.43805985058212465,0.4412271160367215,0.4443406528003408,0.4475777655532125,0.4508148783060779,0.45419168565548285,0.45757386587398674,0.46105813060534984,0.46447254803843907,0.46780637243506457,0.4710972138789116,0.47442029253734297,0.4777917270176489,0.48103958550871423,0.4842014780942144,0.4874009807633969,0.49055212761070077,0.49384834192364624,0.4972197764039547,0.5005374821932864,0.5038498151135216,0.5072105038556379,0.5103885150484319,0.5135987634558105,0.5168627405541684,0.5201213447834275,0.5234229319654636
sdg1_wpc,0.6247390560803296,0.6268730478865603,0.6288961295750128,0.6308894548904004,0.6328746648313335,0.6348220030247194,0.6367477002195077,0.6387004486625312,0.6406829534786413,0.6426411121713206,0.6446668989845933,0.6467035062971643,0.6487022418622153,0.6507334389251441,0.6527078283667578,0.654671397309082,0.656640376501072,0.6586337018164615,0.6606107963829019,0.6626149421975858,0.6645758060151029,0.6665961825787338,0.6685516361465813,0.6705070897144336,0.6724354920340644,0.6744071763508656,0.6763599247938896,0.6782964424879736,0.6802789473040839,0.6821830035002864,0.6841222263191891,0.6860776798870425,0.6880980564506864,0.6900859715164269,0.6921306942034636,0.6941943527642779,0.6962201395775675,0.6982756827639084,0.7002554824551719,0.7022406923960923,0.7042340177114914,0.7061732405304009,0.7081286940982502,0.7100381605441034,0.7119719731133775,0.7138868498088736,0.7158558290008397,0.7178058723190517,0.7197937873848026,0.7217708819512466,0.723645181774379,0.7255357123464655,0.727483050539856,0.7294168631091168,0.7314751114202765,0.7335171289825049,0.6247390560803296,0.626851406887969,0.6288555527026546,0.6307974806463869,0.6326880112184822,0.6345704264160953,0.6364798928619412,0.6383839490581312,0.6402880052543473,0.6421433692037175,0.6440122587772045,0.6458919688499856,0.6477770891724306,0.6495945813742704,0.6514715863222239,0.6533702322687724,0.6553040448380496,0.6572540881562592,0.6591797853510469,0.6611406491685454,0.663077166862646,0.6650055691822636,0.666912330503284,0.6688407328228941,0.6707420838942844,0.672627204216721,0.6745420809122138,0.6764136756105192,0.6782717446847278,0.6801000573858613,0.6820392802047677,0.6838865287796597,0.6858095208496416,0.6877054616713724,0.6896582101143968,0.6916271893063693,0.6935826428742361,0.6955245708179753,0.6974556782624097,0.6994084267054386,0.7013476495243595,0.7032787569688006,0.7051584670415805,0.7070706386122538,0.7089422333105767,0.7108111228840691,0.7127097688306144,0.7146192352764645,0.7165151760982017,0.7184300527936975,0.7202989423671833,0.722230049811625,0.724117875258889,0.7259921750820258,0.7279151671519901,0.7298381592219616
sdg2_crlyld,0.044100000000000215,0.044066932290053346,0.044026773258080215,0.04398686450806161,0.04394578777559011,0.04390571217093593,0.04386538628432632,0.04382664551675943,0.043786403057467685,0.043747078298674684,0.04370533414766017,0.04366567567959479,0.043626851484709336,0.043587860435187295,0.043550955068615275,0.043513549138134176,0.04347472494324926,0.04343581732104475,0.04339949594569865,0.04335875292249922,0.043317759617346956,0.04327768401269196,0.04323719127144685,0.043196448248248476,0.0431548709518696,0.04311262623694801,0.0430730511962001,0.04303698010280755,0.04299798905328549,0.042956578611543506,0.04291925610838079,0.04288018163154132,0.04284085687274803,0.04279961328564111,0.042760872518073895,0.04272096376805423,0.042678468771178694,0.042636474338210224,0.04259506389646803,0.04255473800985881,0.042514245268613936,0.0424723342629638,0.042431507812447006,0.04239126535315621,0.04234927092018767,0.04230919531553304,0.042265782618159276,0.04222754241449943,0.04218696624593641,0.04214422096710659,0.04210539677222094,0.04206723999587884,0.04202716439122388,0.041988340196338084,0.04194876515559089,0.04190718785921237,0.044100000000000215,0.044064512897832676,0.04402493785708508,0.043981274877758346,0.04393786218038392,0.04389595117473459,0.04385287218663229,0.04381029376243925,0.043766046791885546,0.04372388550428173,0.0436798053883644,0.04363589212708296,0.04359164515653023,0.043548733023063946,0.04350515347105518,0.043464744157127526,0.04342350057002167,0.0433805884365553,0.04333784315772607,0.0432966829979371,0.043255105701558785,0.043214612960314126,0.0431743705010228,0.043130540667059944,0.043090214780450574,0.04304922147529826,0.04300722704232968,0.04296473204545407,0.0429222370485779,0.04287698895020948,0.042832908834292235,0.04278615904420017,0.04274316348341682,0.04269933364945299,0.04265742264380335,0.04261584534742455,0.042573266923230935,0.04253043821708301,0.04249077974901784,0.04244861846141375,0.04240779201089688,0.0423677998335599,0.04232455399082209,0.04227930589245372,0.042235392631172174,0.04219356505284025,0.04215240489305148,0.04211041046008332,0.04206716461734584,0.04202692215805464,0.04198359288799934,0.0419431001467542,0.04189985430401685,0.041855941042735496,0.04181252834536206,0.041770033348486016
sdg2_obesity,0.9420000000000058,0.9412230965903688,0.9404525594956505,0.9396597402988441,0.938847822157497,0.9380868345350343,0.9373099311254002,0.9365171119286505,0.9357242927318457,0.9349633051094202,0.9341704859126294,0.9333203698820511,0.9324989022684109,0.931686984127014,0.9309450954491789,0.9301618257246879,0.9293658233704601,0.9285730041737124,0.9277483534025893,0.9269619005206912,0.9261595318516115,0.9253730789696809,0.9245898092452292,0.9238383710950486,0.9230073540091053,0.9222145348123157,0.9214217156155333,0.9206097974741774,0.9198297109071064,0.9190273422380529,0.9182281567264013,0.9174321543721835,0.9166584341200195,0.9158974464975443,0.9150982609859185,0.9142958923168357,0.913509439434922,0.9127070707658598,0.9119301673562227,0.9111532639466302,0.9103413458052443,0.9095612592381959,0.908755707411702,0.9080010861040929,0.9072050837499036,0.9063995319233838,0.9055589653651169,0.9047597798534903,0.9039414953972342,0.9031391267281826,0.9023526738462535,0.9015694041217797,0.9007383870358189,0.8999614836261857,0.8991782139017234,0.8983631126029068,0.9420000000000058,0.9412453786923954,0.9404748415976767,0.9396820224008704,0.9388701042595218,0.9380741019053053,0.9372558174490515,0.9364534487800042,0.9356478969534705,0.9348773598587471,0.9340877238193893,0.9332471572611087,0.9324384222771969,0.931655152552691,0.9308559670410733,0.9300567815294216,0.9292607791751945,0.9284552273487174,0.9276528586796202,0.9268727721125853,0.9261149676475593,0.9252871337190085,0.9244656661053703,0.9236250995470834,0.9228227308780312,0.9220171790515127,0.9212084440675696,0.9204283575005359,0.9196164393591416,0.9187758728008996,0.9179607715020875,0.9171552196755743,0.9163783162659765,0.9155536654948551,0.9147576631406605,0.913958477629011,0.9131847573768275,0.9123983044949268,0.9115959358258303,0.9107617355824545,0.9099975648025549,0.9092206613929397,0.9084055600941477,0.9075872756378933,0.9067530753945147,0.9059475235679952,0.9051610706860803,0.9043523357021545,0.9035245017736024,0.9027189499471182,0.9019388633800532,0.9011555936555795,0.9003786902459675,0.8995635889471485,0.8987357550186335,0.8979556684515709
sdg2_snmi,0.35957446808510113,0.36088337426782763,0.3619477570153801,0.3630285783132051,0.3641299477988541,0.3652107690966713,0.36635734459554203,0.3675367971949365,0.3687141949755557,0.36987515420590905,0.37099912669816737,0.37214159255947654,0.37328816805834864,0.37443679837600086,0.3756244702505331,0.3767751553869711,0.37795049834880273,0.3791278961294196,0.3802683071719401,0.3814169374895964,0.38254912925698953,0.3836936499370764,0.38484638989229963,0.38593543046524825,0.3870388547696791,0.38817721099342145,0.3893340605862066,0.39050118427290825,0.39163337604029974,0.39273885516351253,0.39388748548116886,0.3950669380805679,0.39620940394187304,0.3973559794407461,0.3984594037451773,0.39959981478769985,0.4007237872799605,0.4018600886849171,0.4030004997274407,0.40416145895779426,0.4053183085505788,0.4064957063311968,0.40766488483668,0.4087909121477234,0.4099272135526812,0.41107173423276955,0.41214228143667353,0.41315734853343955,0.414254608381521,0.4153477585920381,0.4165354304665675,0.4177210475223161,0.41889639048414806,0.4200902268150289,0.42124707640781434,0.4223505007122447,0.35957446808510113,0.360838168254604,0.36188405763311005,0.36293200183040825,0.36393679483325925,0.36497857457420174,0.36603473804662545,0.367088846700263,0.3681409005351247,0.36920322846389525,0.3702902142180629,0.37139774816006216,0.3724518568137037,0.3734381564475074,0.3745354162955906,0.3756244568685395,0.37669089443487813,0.3777963735580921,0.3788977430437391,0.3799888384354732,0.38107787900842427,0.3821854129504203,0.38325596015432617,0.38426691761352416,0.3853169166296006,0.38636897046445934,0.38743335321201405,0.38849568114078653,0.38960116026399944,0.39063883036737684,0.39168677456467055,0.3927306091243975,0.39379088223438774,0.3948593746195089,0.3959607441051568,0.3970415654029754,0.39814704452618865,0.3992278658240075,0.40026759074616874,0.40135663131911997,0.4024312881605894,0.40347923235788297,0.40452717655517456,0.4055504629270721,0.40659018784923295,0.4076401868653079,0.40876210453878453,0.4098531999305176,0.4109340212283368,0.41196758169414915,0.413011416253874,0.41407168936386696,0.41511552392359286,0.4161490843894042,0.4172381249623541,0.41829428843477784
sdg2_stunting,0.2557272727272778,0.2574472867802873,0.2594392455980443,0.26146218546495015,0.2634403749275302,0.2654185643901029,0.26747248530615736,0.26956771428774395,0.2716319622201812,0.2737547299121219,0.27575013106867335,0.2777868402907569,0.2798201071740451,0.2818464893797468,0.2839520453777146,0.28606104371447894,0.28817348439003465,0.2902549440164453,0.2922641145281731,0.2943111507666383,0.29638228337666433,0.2984327619539244,0.3004694711760079,0.30245110297738287,0.30441552308478653,0.30642813593531004,0.3084854991901572,0.3105979398657162,0.3126828418309174,0.31479528250647637,0.3168423187449394,0.3189272207101442,0.3209845839649911,0.32307637060778444,0.32513373386263156,0.327160116068331,0.3291864982740325,0.33123697685129205,0.3333287634940831,0.33541022312049074,0.33748824040810593,0.339590354067279,0.3416167362729804,0.34356738702520606,0.345504268422256,0.3475857280486646,0.3495673598500386,0.35154210697382454,0.3535099694200222,0.3554709471886322,0.3575937148805716,0.3597577906380417,0.36188744300757125,0.36397234497277264,0.3659608614517368,0.3680251093841722,0.2557272727272778,0.25726828516298517,0.2591810701884741,0.26100779674410657,0.26289992773683013,0.26475419300281056,0.2666600933507123,0.26854189732705425,0.27044779767495586,0.27237435205562305,0.27426992538714157,0.27615861404107156,0.2780128793070586,0.2799153373161664,0.28185221871321575,0.2837822154326779,0.2857053274745501,0.2875630350793322,0.289503358815176,0.2914058168242819,0.29338056394806916,0.29531400300632404,0.29717859528869395,0.29901909119950393,0.3008733564654909,0.3027723721358033,0.304633522079378,0.306453363957424,0.30829730220702734,0.31017566384457584,0.31199206338382385,0.31382223227825246,0.31574190198132995,0.3175307628102269,0.3194642018684815,0.3213873139103533,0.3233310799849921,0.3252576343656579,0.3271532076971762,0.3290625503838708,0.3309477966990074,0.33288812043485055,0.33475959739480954,0.33657255459526586,0.3383855117957212,0.3402604310944746,0.3421663314423748,0.34409977050063045,0.3459678051217942,0.3478737054696959,0.3497245283968887,0.35151338922578446,0.3533366734426243,0.35514274596549,0.3570176652642448,0.3589304502897319
sdg2_trophic,0.9519999999999983,0.9520986050386802,0.9521961110699774,0.9522859240495768,0.9523807924631419,0.9524706054427353,0.952579101547881,0.9526801244028167,0.9527809274562635,0.9528799720978924,0.9529818741587319,0.9530785009841222,0.9531806228464322,0.9532768100688574,0.953376294313444,0.9534781963742889,0.9535752628026276,0.953679362878227,0.9537744510932735,0.9538730561319566,0.9539690235529136,0.9540674087901125,0.9541627168066358,0.9542573654187341,0.9543500358175315,0.954446003238485,0.9545446082771623,0.9546412351025507,0.9547446757737286,0.9548408629961581,0.954946281880623,0.9550431285074853,0.9551434919579863,0.9552418771951864,0.9553393832264783,0.9554340318385739,0.9555295596565772,0.9556266260849157,0.9557294073516546,0.9558288915962438,0.9559301342526505,0.9560304977031465,0.9561240473078524,0.956214299890406,0.9563065306862496,0.9564051357249311,0.9564997843370228,0.9565913557284371,0.9566807291050844,0.9567729599009315,0.9568757411676703,0.9569789620373657,0.9570861393336514,0.9571922176225494,0.9572859870287362,0.9573837128615063,0.9519999999999983,0.9520983852372026,0.9521917150404344,0.9522824072259464,0.9523700221907672,0.9524523619201416,0.9525430541056469,0.9526348452985491,0.9527237790722378,0.9528146910592161,0.9529045040388179,0.952997394239099,0.9530874270201717,0.9531746023820415,0.953262656949821,0.9533478540984097,0.953443601717889,0.9535340741019112,0.9536307009272981,0.9537264485467779,0.9538175803352412,0.9539089319251765,0.9539987449047714,0.95408526086222,0.9541728758270498,0.9542556551593809,0.9543445889330665,0.9544359405230064,0.9545294901277197,0.9546155664822052,0.9547045002558923,0.9547995884709359,0.9548891816490648,0.954978555025708,0.9550670491964433,0.9551614780070578,0.9552565662221102,0.9553433019810282,0.9554372911886873,0.9555356764258871,0.9556202141700397,0.955705191517147,0.9557892896583416,0.9558786630349828,0.955968915617534,0.9560580691927044,0.9561520584003657,0.9562332991223579,0.9563319041610403,0.9564212775376877,0.9565152667453471,0.9566057391293741,0.9566937936971563,0.9567849254856171,0.9568800137006677,0.9569735633053731
sdg2_undernsh,0.7530055499386961,0.7529818001919838,0.7562953492059978,0.7595150550211341,0.7627582216360137,0.7659955230509371,0.769350128464484,0.7727399250776378,0.7761590476904279,0.7796016311029239,0.7828975845171757,0.7862345943309487,0.7895246825452388,0.7927913099598214,0.7962456237722184,0.7997175331843843,0.803095599397642,0.8065323176102444,0.8098282710244922,0.8131594156383001,0.8164846950521928,0.8197865136663859,0.8231235234801352,0.8264370724941591,0.8295981263100094,0.8328471581247988,0.8361783027386062,0.8394566605530612,0.8428405919662818,0.8462421189792668,0.8495849939929476,0.8529923862059016,0.8563587220193078,0.8597191926327741,0.8629740896475052,0.8662583126618967,0.8696481092750182,0.8728736802900886,0.8761696337043463,0.8794245307190611,0.8828084621322542,0.8862862367443733,0.8896232465581345,0.8930306387710472,0.8964263005841187,0.899792636397548,0.9030358030123975,0.9061909916282861,0.9092582022452343,0.9124309864609237,0.9158853002732859,0.9193924008850533,0.9229112318966812,0.9263890065087708,0.929778803121903,0.9330688913362344,0.7530055499386961,0.7530287217914319,0.756371596805101,0.7595267854209965,0.7627582216360137,0.7658547582525929,0.7689630252690376,0.7720830226853653,0.7752323461013287,0.7784285911167236,0.7815133973334608,0.7846333947497844,0.7877533921660751,0.7909027155820393,0.7939640609990586,0.7971544408145345,0.8003506858299333,0.803458952846399,0.8066434674619563,0.8098397124773518,0.8130946094920758,0.8162673937077847,0.8194636387231871,0.8226246925390077,0.8257212291556152,0.8289292045708868,0.8320374715873181,0.8350988170043286,0.8381015104220302,0.8411042038397055,0.8441303580571182,0.8472151642738632,0.8503527572899574,0.8534023723070837,0.8566572693218186,0.8598769751369634,0.8631729285511891,0.8663926343663332,0.86953609258238,0.8726619551986111,0.8759227174132589,0.8791013668288953,0.8821333862462395,0.8851360796639162,0.8881153122818904,0.8912880964975914,0.8943904983140952,0.8975867433295076,0.9008005839447286,0.9039968289601368,0.9070464439772649,0.9101077893942788,0.913087022012248,0.9160897154299266,0.9191393304470681,0.9223003842629096
sdg2_wasting,0.6949545454545345,0.6951970205873638,0.695439495720213,0.6956663085786915,0.6958974285626041,0.6961293316602644,0.6963710236793745,0.6966099748004642,0.6968559739450272,0.6971031477601662,0.6973389664263907,0.697575568206341,0.6978192180097508,0.6980589522445659,0.6983088669577019,0.698550167419961,0.6988008652468226,0.6990535208579687,0.6992959959908028,0.6995267244178752,0.6997594106292298,0.7000014942052024,0.7002314395185597,0.7004668666279262,0.7007058177490266,0.7009385039603949,0.7011833284343731,0.7014348093749488,0.7016733689391959,0.7019213258680467,0.702170457467466,0.7024164566120256,0.7026491428233905,0.7028912263993564,0.7031290028498811,0.7033628637318221,0.7035998570686289,0.7038313686094151,0.7040769761971138,0.7043194513299416,0.7045650589176371,0.7048141905170648,0.705047659842146,0.7052826953946598,0.7055216465157603,0.7057558989545594,0.7059811455856061,0.7062052175460788,0.7064300726202687,0.7066615841610558,0.7069158059996434,0.7071755096342514,0.707434430155145,0.7076937422328938,0.70794248227546,0.708181824953423,0.6949545454545345,0.6951805751993008,0.6954124782969664,0.6956314600182724,0.6958555319787295,0.696077254598066,0.6962993687742423,0.6965246154052811,0.6967482958089022,0.6969688437576507,0.697196439729844,0.6974142467805808,0.6976261804784399,0.6978361563919971,0.6980610114661825,0.6982866496540968,0.6985150287400111,0.6987555460885431,0.6989827505038909,0.6992025153389181,0.6994277619699601,0.6996553579421662,0.6998853032555182,0.7001097667728449,0.7003397120861996,0.7005618262623802,0.7007804164268315,0.700994699465837,0.7011984104696638,0.7014029045872028,0.7016156213987719,0.7018228564143256,0.7020488861590914,0.7022659100961061,0.7024931145114484,0.702717969585638,0.7029373428638066,0.7031582823694101,0.7033756978632852,0.7035989867100408,0.7038246248979473,0.7040494799721363,0.70427120259146,0.704484310959891,0.7046927206460162,0.7049124854810449,0.7051361658846583,0.7053629787431406,0.7055894000447663,0.7058224778129867,0.7060391101931431,0.7062573088007359,0.7064884287846673,0.7067171994274424,0.7069389220467608,0.7071618193366608
sdg3_fertility,0.2964954545454557,0.2971150027749826,0.300133982481782,0.3031981397687017,0.3062974351734935,0.3093766516537867,0.31249100625194465,0.3155551635388657,0.3186193208257859,0.32168849784382914,0.3247978327108661,0.32779673349317556,0.3309412064780802,0.33410073865635703,0.337054461858548,0.3401688164567076,0.34334842755948,0.34650795973775755,0.3498582416987473,0.3533289972067131,0.35679975271467784,0.36016509386903856,0.36324933008045396,0.3663335662918702,0.3692571711073192,0.37228619027637255,0.37521983455406854,0.37837936673234435,0.38161921460860354,0.38471851001339247,0.3876421148288405,0.390625956417778,0.39358469935109397,0.39659865932677485,0.39969293500043723,0.4028876052965811,0.40596682177687327,0.4090309790637953,0.41222564935994016,0.4153651026137204,0.41847443748075736,0.42157875261666755,0.4247935018373076,0.42790785643546914,0.43108746753824323,0.4342068418675269,0.43732621619681233,0.4403702945592338,0.44345453077065006,0.44657892483105927,0.44944229287302,0.45248135150432056,0.4553748379330248,0.4582833835550994,0.4614429157333746,0.4647028425341326,0.2964954545454557,0.2971150027749825,0.3001289627506581,0.30310276487734583,0.30582056071671265,0.30870400768316875,0.31169788873435106,0.3146917697855355,0.31769067056784434,0.3206343543077863,0.3235428999298626,0.32650164286317984,0.329309793862776,0.33213802378686724,0.3350716680645628,0.33799527288000997,0.34093393688882967,0.34397299552013044,0.34692671872232317,0.34998083654699513,0.3530851516829084,0.3560137762294796,0.35890224292705836,0.3619011437093665,0.3647494525579548,0.3677734519958837,0.3707623133159444,0.3736256813579041,0.376494069130986,0.379206845239226,0.38214550924804536,0.3850339759456252,0.38786220586971876,0.39073561337392604,0.3934383500199163,0.39650250730683595,0.3995315264758875,0.4024049339800961,0.4054239136869013,0.4084780315115745,0.41130626143566634,0.4141395110908795,0.4169878199394667,0.4197407538966983,0.4226392600565277,0.425582943796472,0.42861196296552356,0.4316209032100788,0.4345796461433952,0.43753838907671105,0.44042685577429036,0.44331030274074773,0.4460983748158476,0.4488462890419546,0.45183013063088995,0.45465836055498143
