0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0.7933333333333368,0.7855373470519428,0.7778831757595707,0.7701226432254475,0.7623266569440704,0.7547788468934571,0.7474792130736059,0.7401086717592531,0.732489954214138,0.7247294216800091,0.7166852591678519,0.708676550402949,0.7009869253633288,0.6933327540709578,0.685324045306053,0.6774571515301672,0.6696257115015325,0.6618297252201462,0.6542819151695327,0.6464504751408957,0.6385126738705026,0.6308939563253841,0.6232397850330125,0.615408345004376,0.607647812470243,0.5999227336833656,0.5920912936547322,0.5842598536260933,0.576605682333722,0.5690933260303601,0.5612264322544726,0.5534304459730907,0.5455990059444522,0.5379802883993346,0.530290663359707,0.522494677078326,0.5148759595332055,0.5071154269990747,0.49931944071769274,0.49162981567806596,0.4840110981329481,0.4761442043570566,0.4683836718229275,0.4607295005305566
0.8459585273083294,0.8494415631162145,0.841843379857174,0.8343711195420808,0.8266050390244626,0.8189229071361227,0.8111568266185029,0.8036006176741051,0.7960444087297236,0.7885301740999738,0.7811418624141812,0.7735436791551401,0.7660294445254008,0.7584312612663662,0.7507911036926802,0.7433188433775878,0.7357626344331941,0.727954579600926,0.7202724477125897,0.7125483415096155,0.7048242353066329,0.6968902575304204,0.6891241770127898,0.6816099423830524,0.6739697848093686,0.6662876529210348,0.6584795980887632,0.6510493120883154,0.6434091545146332,0.6356850483116518,0.6282127879965591,0.6207825019961111,0.6128065499052492,0.6051244180169185,0.5976521577018227,0.5901798973867284,0.5823298682398093,0.5747736592954197,0.5674273219242656,0.5600390102384672,0.5526506985526681,0.5450944896082781,0.5377901265517736,0.5304018148659734
0.8537564318798604,0.8553403829287188,0.8457078859843364,0.836115881631989,0.826402399503552,0.8168103951512112,0.8072588833908951,0.7979098345907517,0.7883178302384217,0.7787663184781065,0.7693767770859271,0.7599467431017226,0.75059769430158,0.741208152909399,0.731778118925188,0.7221456219808159,0.7127560805886389,0.7033665391964595,0.6936935496600507,0.6841420378997487,0.6744285557713,0.6649175366030258,0.6553255322506857,0.645774020490374,0.6363034939141303,0.6267924747458548,0.6169980074333455,0.6075274808571023,0.5979759690967911,0.5883839647444483,0.5792373789044729,0.5699288226963635,0.5602558331599543,0.5508257991757468,0.5414767503756039,0.5320062237993608,0.5225761898151503,0.5131866484229743,0.5035541514785988,0.49384066935015497,0.4841676798137458,0.4746161680534358,0.4650646562931271,0.45563462230891866
0.8064179903604579,0.7993575846431072,0.7922095680492512,0.7849520378597581,0.7776068967937627,0.7701084366938857,0.7627632956278901,0.7554838627192721,0.7477663754281333,0.7408154833064089,0.7334922449595401,0.7260594930170404,0.7188676709849284,0.7112816000085456,0.70365172359391,0.6959342363027688,0.6883262626072594,0.680871607945633,0.6730665097779881,0.6658308823076241,0.6586609629946388,0.6514910436816531,0.6442335134921622,0.6368664697070405,0.6293461068880368,0.6219571603837897,0.6146120193177939,0.6074201972856823,0.6000093480623091,0.5924670825241778,0.5849467197051729,0.5775577732009265,0.5704754647644454,0.5634588644853435,0.5556975717559499,0.5483086252517028,0.5413577331299796,0.5341659110978683,0.5267112564362414,0.5192346990554896,0.5118676552703687,0.5043034870131116,0.4966517078793492,0.48906563690296617
0.6100718305494114,0.6149596484018695,0.6187701046068628,0.6225692201629349,0.6261528633895171,0.6299746602434265,0.6337170725548971,0.6375842320044943,0.6412472597735206,0.645159781818796,0.6488228095878256,0.6525765625482168,0.6563303155086041,0.6600613871711534,0.6638945246739891,0.6678183873681898,0.6715948216264177,0.6754619810760185,0.6792043933874892,0.6830828934860013,0.686938712286679,0.6908625749808813,0.6946503498880332,0.6985515312843884,0.7024640533296678,0.7062631688857459,0.7101189876864183,0.7140541910295379,0.7179326911280574,0.7217318066841321,0.725564944186963,0.7295228288279242,0.7331858565969543,0.7370756973443886,0.7410109006875089,0.7448553788392661,0.7486885163421028,0.7527257855255054,0.7565702636772601,0.7602332914462878,0.7641798354383282,0.7678768851541143,0.7718007478483164,0.7757813137871198
0.5566606149622788,0.563133403545002,0.5681225416643192,0.5725298560725038,0.5771262631868078,0.5813590304816464,0.5857081625187122,0.5897809282929931,0.5940864235517269,0.5982173716971178,0.6024792301775131,0.606842907807362,0.6111047662877604,0.6152793512114857,0.6196866656196659,0.6239339785072868,0.6282394737660196,0.6323704219114128,0.636530461242359,0.6409523212433216,0.6451559973526038,0.6494614926113368,0.6539124437978555,0.6584215773554871,0.6626252534647714,0.6671343870224027,0.6714107910955806,0.6758326510965407,0.679949053649152,0.6841527297584342,0.6884436794243907,0.692749174683123,0.6970110331635219,0.7012147092728052,0.7057238428304379,0.7099857013108347,0.7142184686056746,0.7187130565705266,0.7230185518292606,0.7272949559024361,0.7314695408261646,0.7357750360848972,0.7401532593075233,0.7446478472723758
0.7433032506412657,0.7431733812026237,0.74293412044319,0.7426989618582758,0.7424631195776,0.7422306957757064,0.7419962208865559,0.7417617459973966,0.7415122298016223,0.7412722853464248,0.7410391778487825,0.7408019681766015,0.7405510845893183,0.7403337020940386,0.7400992272048842,0.7398818447096,0.7396501046034577,0.7394190481930771,0.7391797874336361,0.7389528331977819,0.738721776787396,0.7384859345067303,0.7382480411387988,0.7380108314666181,0.7377784076647232,0.737552137124627,0.7373292850633046,0.7370948101741465,0.7368630700680069,0.7366258603958304,0.736387283332141,0.7361541758344923,0.7359238031198646,0.7356811238816467,0.7354493837755085,0.7352203784523906,0.7349913731292723,0.734760316718889,0.7345244744382202,0.734289999549063,0.7340452692235798,0.7338135291174401,0.7335797379240377,0.7333425282518601
0.21500000000000236,0.22714684566227872,0.2395270073212189,0.2514113724872579,0.26312075065579515,0.2744218258301789,0.28572290100455944,0.29681982468186036,0.30841254485206987,0.31980111352519863,0.3313646691958248,0.34249075737270995,0.35399598404416904,0.3650929077214724,0.37671479239126304,0.3882783480618897,0.39963775223543535,0.41093882740981674,0.422648205578357,0.4342117612489825,0.44583364591877195,0.4572513790914858,0.4687857702625304,0.4806118064293966,0.4922336910991899,0.5033306147764933,0.5144858674529569,0.526107752122751,0.5378171302912914,0.549118205465672,0.5604776096392177,0.5721578233081754,0.5835755564808869,0.5947308091573543,0.6062652003283986,0.6179162494977714,0.6292173246721524,0.6408975383411093,0.6526069165096481,0.6639079916840299,0.6752673958575761,0.6865101420327919,0.6976653947092609,0.7093747728777983
0.14000000000000046,0.14731347308276557,0.15486227616068102,0.16168827996777507,0.16854790234560701,0.17530666901123115,0.18214948210369294,0.18870653734490217,0.1954989225812621,0.2022240706761499,0.2089492187710375,0.2157920318635012,0.22256760781449364,0.22942723019232483,0.23616918757258068,0.2428943356674692,0.24985481375750807,0.2565463432816603,0.2632883006619164,0.26997983018606697,0.2767890247077948,0.2835814099441551,0.29034017660977884,0.2971661804168739,0.30405942136544145,0.3107845694603295,0.3174592896991136,0.32445338635988813,0.3310944880279369,0.33812220325944664,0.3445784027884486,0.3511018394589219,0.3579614618367523,0.36450170779259267,0.3712436651728489,0.3780192411238406,0.3847107706479928,0.3912005887477302,0.3982283039792409,0.404852596361922,0.4116449815982813,0.4185886504029526,0.4254482727807842,0.4323247044439839
0.8352941176470522,0.818721463184118,0.8037399376799605,0.7883416879247145,0.7731328582835931,0.7577724925511585,0.7424878948643994,0.727695789474394,0.7128658000615699,0.6975812023747925,0.6823344887108579,0.6670877750469111,0.6522199016112527,0.6372383761071179,0.6219158943975135,0.6065555286650826,0.5913088150011364,0.5765545936339727,0.56130787997003,0.5461369343517443,0.5310417567791194,0.5159844632293107,0.5012302418621423,0.48628660038082944,0.47096411867123233,0.45571740500729196,0.440357039274862,0.4252997457250599,0.4099014959697994,0.39476843437434217,0.3796732568017161,0.3648811514117206,0.34982385786192083,0.33446349212949134,0.31925466248837514,0.3041594849157464,0.2891779594116039,0.27370394161069117,0.2583814599010903,0.24309686221431648,0.2282668728014913,0.21351265143432233,0.19879631408997983,0.18354960042603743
